	index	complexity	length	TE	TE_inf	expr_x	expr_y	index_column	method	data_version	system	snr	init
11	265	57	270	0.0016313301016614642	0.0016313301016614642	30.35923943876742*(x2 + 303.907/(x1*x2/(x1 - 16.977) - x1 - 7.7))/(x1 + x2 - 19.578) - 32.585	9.998 - 1.988*x2*cos(18.522/x1**2)/x1	265	dso	all	bacres	inf	0
10	259	53	267	0.0016356117809664542	0.0016356117809664542	30.35923943876742*(x2 + 303.907/(x1*x2/(x1 - 16.977) - x1 - 7.7))/(x1 + x2 - 19.578) - 32.585	-2.032*x2/(x1 + 0.356) + 10.005	259	dso	all	bacres	inf	0
9	236	50	281	0.0026167506774079806	0.0026167506774079806	7.957*sin((4.141*x1*x2/(x1 - 44.566 + (-0.36*x1*x2 + 26.341*x1 + 26.341*x2 - 93.978)/x1) - 4.141*x1 + 4.141*x2 - 30.012)/x2)	-2.032*x2/(x1 + 0.356) + 10.005	236	dso	all	bacres	inf	0
8	235	48	256	0.005428853839291017	0.005428853839291017	7.957*sin((4.141*x1*x2/(x1 - 44.566 + (-0.36*x1*x2 + 26.341*x1 + 26.341*x2 - 93.978)/x1) - 4.141*x1 + 4.141*x2 - 30.012)/x2)	9.973 - 1.968*x2/x1	235	dso	all	bacres	inf	0
7	188	32	155	0.009319747612410983	0.009319747612410983	-x1*sin((-0.02*x1 - 6.459*x1/(x2 - 9.607) + 0.02*x2 + 4.455)/x2)	9.973 - 1.968*x2/x1	188	dso	all	bacres	inf	0
6	143	23	137	0.03310514024892974	0.03310514024892974	22.382*x1*(-0.35 + 10.89/(x2 + 0.059))/x2	9.973 - 1.968*x2/x1	143	dso	all	bacres	inf	0
5	120	20	114	0.27952963356525534	0.27952963356525534	-1.326 + 18.239/(-x1 + x2 - 1.538)	9.973 - 1.968*x2/x1	120	dso	all	bacres	inf	0
4	95	14	90	0.43050782919699143	0.43050782919699143	-3.821 + 139.261/x2	8.392 - 0.002*x2**2	95	dso	all	bacres	inf	0
3	94	12	86	0.45476230884202157	0.45476230884202157	-3.821 + 139.261/x2	10.963 - 0.17*x2	94	dso	all	bacres	inf	0
2	48	10	84	1.0599223486800833	1.0599223486800833	5.467 - 0.131*x2	10.963 - 0.17*x2	48	dso	all	bacres	inf	0
1	46	8	63	2.658417706130891	2.658417706130891	5.467 - 0.131*x2	x1 - 9.755	46	dso	all	bacres	inf	0
0	0	6	46	5.9695515735167	5.9695515735167	-0.006*x2	x1 - 9.755	0	dso	all	bacres	inf	0
