	index	complexity	length	TE	TE_inf	expr_x	expr_y	index_column	method	data_version	system	snr	init
17	306	55	260	0.0016146598717381808	0.0016146598717381808	(x1 + 9.27)*(-x2/(-x1 + 0.896*x1/(sin(x2*(-1.863*x1/(6.437 - x2) - 0.047)/x1) - 1.03)) - 0.428)	x2/(-0.498*x1 - 1.356/x1) + 10.005	306	dso	all	bacres	inf	3
16	305	52	257	0.0018146729817168656	0.0018146729817168656	(x1 + 9.27)*(-x2/(-x1 + 0.896*x1/(sin(x2*(-1.863*x1/(6.437 - x2) - 0.047)/x1) - 1.03)) - 0.428)	4.113*x2/(-2*x1 - 1.006) + 10.015	305	dso	all	bacres	inf	3
15	304	50	253	0.0018146994545948224	0.0018146994545948224	(x1 + 9.27)*(-x2/(-x1 + 0.896*x1/(sin(x2*(-1.863*x1/(6.437 - x2) - 0.047)/x1) - 1.03)) - 0.428)	-2.057*x2/(x1 + 0.503) + 10.015	304	dso	all	bacres	inf	3
19	327	49	270	0.0023949619886283868	0.0023949619886283868	2*x1*(-0.533 - 32.873/(-x1 + 2.539*x1/(sin(x2*(0.191*x1/(8.804 - x2) + 0.183)/x1) - 1.255) - 10.374))	-2.057*x2/(x1 + 0.503) + 10.015	327	dso	all	bacres	inf	3
14	303	48	231	0.005012177954922462	0.005012177954922462	(x1 + 9.27)*(-x2/(-x1 + 0.896*x1/(sin(x2*(-1.863*x1/(6.437 - x2) - 0.047)/x1) - 1.03)) - 0.428)	9.992 - 1.974*x2/x1	303	dso	all	bacres	inf	3
18	326	47	248	0.005337477920366138	0.005337477920366138	2*x1*(-0.533 - 32.873/(-x1 + 2.539*x1/(sin(x2*(0.191*x1/(8.804 - x2) + 0.183)/x1) - 1.255) - 10.374))	9.992 - 1.974*x2/x1	326	dso	all	bacres	inf	3
13	173	43	269	0.007927858543257778	0.007927858543257778	5.972 - 6.789*sin(2.472 + 51.799/(-x2 - 6.134))	9.913 - (1.982*x2 - 1.633 - 0.754/(x1 - 0.114*x2 - 4.258) + 6.856/x1)/x1	173	dso	all	bacres	inf	3
12	171	40	265	0.008048068996332931	0.008048068996332931	5.972 - 6.789*sin(2.472 + 51.799/(-x2 - 6.134))	24.153*x2/(-11.946*x1 - 3.53 + (cos(x2) - 48.645)/(79.121*x1 - 448.602)) + 9.999	171	dso	all	bacres	inf	3
11	169	33	199	0.008833385635077752	0.008833385635077752	5.972 - 6.789*sin(2.472 + 51.799/(-x2 - 6.134))	10.035 - (1.97*x2 + 2.258 - 19.799/x1)/x1	169	dso	all	bacres	inf	3
10	168	31	180	0.01103955711204898	0.01103955711204898	5.972 - 6.789*sin(2.472 + 51.799/(-x2 - 6.134))	x2/(-0.498*x1 - 1.356/x1) + 10.005	168	dso	all	bacres	inf	3
9	167	28	177	0.011716755504944422	0.011716755504944422	5.972 - 6.789*sin(2.472 + 51.799/(-x2 - 6.134))	4.113*x2/(-2*x1 - 1.006) + 10.015	167	dso	all	bacres	inf	3
8	166	26	173	0.011716957519690378	0.011716957519690378	5.972 - 6.789*sin(2.472 + 51.799/(-x2 - 6.134))	-2.057*x2/(x1 + 0.503) + 10.015	166	dso	all	bacres	inf	3
7	165	24	151	0.01931414908575001	0.01931414908575001	5.972 - 6.789*sin(2.472 + 51.799/(-x2 - 6.134))	9.992 - 1.974*x2/x1	165	dso	all	bacres	inf	3
6	119	22	133	0.1848972974170714	0.1848972974170714	-1.786 - 35.137/(0.583*x1 - x2 + 3.529)	9.992 - 1.974*x2/x1	119	dso	all	bacres	inf	3
5	95	18	110	0.2166172893288778	0.2166172893288778	-3.06 - 97.049/(3.262 - x2)	8.246 - 0.002*x2**2	95	dso	all	bacres	inf	3
4	94	16	107	0.3238558599438764	0.3238558599438764	-3.06 - 97.049/(3.262 - x2)	10.375 - 0.154*x2	94	dso	all	bacres	inf	3
3	72	14	87	0.32845785626154883	0.32845785626154883	-3.931 + 141.014/x2	8.246 - 0.002*x2**2	72	dso	all	bacres	inf	3
2	71	12	84	0.3548289404447579	0.3548289404447579	-3.931 + 141.014/x2	10.375 - 0.154*x2	71	dso	all	bacres	inf	3
1	2	10	66	0.8877543644657188	0.8877543644657188	14.479 - x1	10.375 - 0.154*x2	2	dso	all	bacres	inf	3
0	0	8	45	1.4461401287485878	1.4461401287485878	14.479 - x1	0.321*x1	0	dso	all	bacres	inf	3
