	index	complexity	length	TE	TE_inf	expr_x	expr_y	index_column	method	data_version	system	snr	init
12	330	47	282	0.001812530254725623	0.001812530254725623	(0.355*x1 + 114.688)*(-174.014*x1 - x2 + (21.814*x1 + 15.849)/x1)/(60.946*x1 - 8.923) + 348.013	9.994 - 2.005*x2*(x1 - 2.916)/(x1*(x1 - 2.762))	330	dso	all	bacres	inf	1
11	307	44	287	0.0038286712724526265	0.0038286712724526265	(1.901*x1 + 25.679)*(x1*(0.001*x1 - 0.155) + 2.665*x1/x2 + 1.464)/(x2 - 8.339) - 1.18	9.994 - 2.005*x2*(x1 - 2.916)/(x1*(x1 - 2.762))	307	dso	all	bacres	inf	1
10	284	36	235	0.004018808839217193	0.004018808839217193	0.134 + (-5.828 + 13.471/(0.074*x2 - 0.132))*(x1 + 9.237)/x2	9.994 - 2.005*x2*(x1 - 2.916)/(x1*(x1 - 2.762))	284	dso	all	bacres	inf	1
9	212	31	193	0.009685713089246439	0.009685713089246439	(0.021*x1 + 1.711)*(-43.908*x1 - x2 + 1)/(x1 + 0.026) + 93.931	-2.117*x2/(x1 + 0.887) + 10.019	212	dso	all	bacres	inf	1
8	189	28	190	0.011634438389885642	0.011634438389885642	(-0.929*x1 - 0.025*x2)*(x1 + 66.569)/(x1 + 0.05) + 80.664	-2.117*x2/(x1 + 0.887) + 10.019	189	dso	all	bacres	inf	1
7	188	26	165	0.01880138052161118	0.01880138052161118	(-0.929*x1 - 0.025*x2)*(x1 + 66.569)/(x1 + 0.05) + 80.664	9.972 - 1.96*x2/x1	188	dso	all	bacres	inf	1
6	96	20	97	0.04305653570655758	0.04305653570655758	x1*(-0.299 + 160.217/(x1*x2))	9.972 - 1.96*x2/x1	96	dso	all	bacres	inf	1
5	95	18	76	0.11212965567533435	0.11212965567533435	x1*(-0.299 + 160.217/(x1*x2))	11.3*x1/x2	95	dso	all	bacres	inf	1
4	72	17	90	0.2621988997335841	0.2621988997335841	-4.068 + (219.367 - 4.503*x1)/x2	11.3*x1/x2	72	dso	all	bacres	inf	1
3	71	16	109	0.3095947378943531	0.3095947378943531	-4.068 + (219.367 - 4.503*x1)/x2	9.483 - 0.137*x2	71	dso	all	bacres	inf	1
2	48	12	84	0.4128386667108064	0.4128386667108064	-4.958 + 192.167/x2	9.483 - 0.137*x2	48	dso	all	bacres	inf	1
1	2	10	65	0.7287085180900619	0.7287085180900619	14.14 - x1	9.483 - 0.137*x2	2	dso	all	bacres	inf	1
0	0	8	44	1.264778393638733	1.264778393638733	14.14 - x1	0.306*x1	0	dso	all	bacres	inf	1
