system      snr    iinit               TE            TEinf  expr_model                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  method    data_version    exp_version    benchmark      duration
glider      inf        0      0.000149801      0.000149801  [['-0.050 x^2 + -1.000 sin(y)', '1.000 x + -1.000 cos(y)/(x)']]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             sindy     allonger        e2             strogatz       0.118579
glider       30        0     40.8205          40.9512       [['-0.140 1 + -0.474 x/y + 0.004 y/x + -0.003 x^2*y + -0.463 sin(y) + 0.194 cos(y) + 0.005 tan(y) + -0.122 cot(x) + -0.004 cot(y) + -0.228 cos(y)/(x) + 0.024 sin(y)/(x) + -0.389 sin^2(x) * sin(y) + -0.488 cos^2(x) * sin(y) + 0.198 cos^2(y) * sin(x) + -0.015 cos(x) * cot(y) + 0.196 cos(y) * cot(x)', '258.972 1 + -749.339 x + -11.687 y + 280.856 x^2 + -28.098 x^3 + 0.002 y^3 + 21.537 x*y + 244.326 x/y + 0.001 y/x + -3.420 x^2*y + -0.187 y^2*x + 87.168 sin(x) + 1.216 sin(y) + 111.738 cos(x) + 0.667 cos(y) + 0.006 tan(x) + -0.059 tan(y) + -1.625 cot(x) + 0.047 cot(y) + -1.751 cos(y)/(x) + -2.473 sin(y)/(x) + -720.451 cos(x)/(y) + 1040.799 sin(x)/(y) + 0.402 sin^2(y) * sin(x) + 1.310 cos^2(y) * sin(x) + 0.035 sin(x) * cot(y) + 1.838 sin(y) * cot(x) + -0.338 cos(x) * cot(y) + 1.038 cos(y) * cot(x)']]                                                                                                                                                                                                                       sindy     allonger        e2             strogatz       9.30891
glider       13        0  12792.9          14754            [['-4.303 x + 1.760 y + -0.078 y^2 + 0.135 x^3 + 0.001 y^3 + -0.127 x/y + -0.002 y/x + -0.051 x^2*y + 0.005 y^2*x + -4.339 sin(x) + -2.563 cos(x) + -2.946 cos(y) + 0.005 tan(x) + 0.021 tan(y) + -0.007 cot(x) + -0.050 cot(y) + -0.179 cos(y)/(x) + -0.258 sin(y)/(x) + -0.762 cos(x)/(y) + 0.696 sin(x)/(y) + -0.887 sin^2(y) * sin(x) + 2.227 cos^2(x) * sin(y) + -1.374 cos^2(y) * sin(x) + 0.045 sin(x) * cot(y) + 0.012 sin(y) * cot(x) + 0.053 cos(x) * cot(y) + -0.029 cos(y) * cot(x)', '-383.629 1 + 9.243 x + 23.419 y + 61.154 x^2 + -0.502 y^2 + -8.638 x^3 + 0.003 y^3 + -2.723 x*y + 14.201 x/y + -0.004 y/x + -0.607 x^2*y + 0.032 y^2*x + 36.635 sin(x) + 17.006 cos(x) + 10.295 cos(y) + -0.013 tan(x) + -0.041 tan(y) + 0.304 cot(x) + 0.161 cot(y) + -0.506 cos(y)/(x) + 0.877 sin(y)/(x) + 38.392 cos(x)/(y) + 24.685 sin(x)/(y) + -58.915 sin^2(y) * sin(x) + 29.216 sin^2(x) * sin(y) + 51.673 cos^2(x) * sin(y) + -0.072 sin(x) * cot(y) + -0.302 sin(y) * cot(x) + 0.033 cos(x) * cot(y) + -0.099 cos(y) * cot(x)']]              sindy     allonger        e2             strogatz       9.3197
glider      inf        1      0.00330343       0.00330343   [['-0.050 x^2 + -1.000 sin(y)', '1.000 x + -1.000 cos(y)/(x) + 0.001 sin(x)/(y) + 0.002 cos(y) * cot(x)']]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  sindy     allonger        e2             strogatz       0.142857
glider       30        1     51.8485          51.9978       [['-0.002 x^2*y + -0.700 sin(y) + -0.060 cos(x) + 0.131 cos(y) + -0.001 tan(y) + -0.002 cot(y) + -0.015 cos(y)/(x) + 1.328 cos(x)/(y) + -0.181 sin^2(x) * sin(y) + -0.157 cos^2(x) * sin(y) + -0.004 cos(x) * cot(y)', '0.577 y + -0.652 x^3 + -0.010 y/x + -0.014 y^2*x + -6.488 cos(x) + -1.073 cos(y) + -0.001 tan(x) + 0.006 tan(y) + 0.501 cot(y) + -6.037 cos(x)/(y) + 2.309 sin(x)/(y) + 0.417 sin^2(y) * sin(x) + -2.060 cos^2(x) * sin(y) + 3.694 cos^2(y) * sin(x) + -0.551 sin(x) * cot(y) + 0.356 sin(y) * cot(x) + -0.244 cos(x) * cot(y) + -0.572 cos(y) * cot(x)']]                                                                                                                                                                                                                                                                                                                                                                                                                                                                          sindy     allonger        e2             strogatz       4.52202
glider       13        1    118.767          134.806        [['-3.321 1 + -0.149 y + 0.502 x^3 + -0.010 y/x + -0.002 x^2*y + 0.004 y^2*x + 4.912 cos(x) + 0.507 cos(y) + 0.004 tan(x) + 0.048 tan(y) + 0.184 cot(x) + 0.065 cot(y) + 0.968 cos(y)/(x) + 0.593 sin(y)/(x) + 2.181 cos(x)/(y) + 0.462 sin(x)/(y) + 0.470 sin^2(y) * sin(x) + 2.393 sin^2(x) * sin(y) + -2.908 cos^2(x) * sin(y) + 1.292 cos^2(y) * sin(x) + -0.062 sin(x) * cot(y) + -0.491 sin(y) * cot(x) + -0.025 cos(x) * cot(y) + -1.119 cos(y) * cot(x)', '-2237.693 1 + 945.137 x + 11.526 y + 1150.763 x^2 + -0.573 y^2 + -327.883 x^3 + 0.012 y^3 + -9.777 x*y + -21.960 x/y + -0.422 y/x + 2.447 x^2*y + 0.124 y^2*x + -538.078 sin(x) + 2124.937 cos(x) + -2.349 cos(y) + -0.009 tan(x) + 0.005 tan(y) + 8.638 cot(x) + 0.094 cot(y) + -15.122 cos(y)/(x) + -20.302 sin(y)/(x) + -31.942 cos(x)/(y) + 28.509 sin(x)/(y) + -5.659 sin^2(y) * sin(x) + -275.366 sin^2(x) * sin(y) + 41.595 cos^2(x) * sin(y) + -262.712 cos^2(y) * sin(x) + -0.143 sin(x) * cot(y) + 18.005 sin(y) * cot(x) + 0.247 cos(x) * cot(y) + 11.937 cos(y) * cot(x)']]  sindy     allonger        e2             strogatz       9.20298
glider      inf        2      0.000249592      0.000249592  [['-0.050 x^2 + -1.000 sin(y)', '1.000 x + -1.000 cos(y)/(x)']]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             sindy     allonger        e2             strogatz       0.109997
glider       30        2      5.43108          5.43596      [['-0.064 x + -0.027 x^2 + -0.664 sin(y) + 0.127 cos(y) + 0.002 tan(x) + -0.001 tan(y) + -0.126 cos(y)/(x) + 0.321 sin(y)/(x) + 0.511 cos(x)/(y) + 0.324 sin(x)/(y) + -0.238 sin^2(x) * sin(y) + -0.526 cos^2(x) * sin(y) + 0.143 cos^2(y) * sin(x) + -0.016 sin(y) * cot(x)', '22.962 1 + -9.818 x + -0.132 y + 0.215 x^3 + -0.074 y/x + 0.003 y^2*x + -2.761 sin(x) + -5.173 cos(x) + 0.509 cos(y) + -0.057 tan(x) + -0.012 tan(y) + 0.306 cot(x) + 0.093 cot(y) + 0.818 cos(y)/(x) + -0.315 sin(y)/(x) + -4.000 cos(x)/(y) + -2.143 sin(x)/(y) + 0.421 sin^2(y) * sin(x) + -0.419 cos^2(x) * sin(y) + -1.675 cos^2(y) * sin(x) + -0.103 sin(x) * cot(y) + 0.096 sin(y) * cot(x) + 0.088 cos(y) * cot(x)']]                                                                                                                                                                                                                                                                                                                                               sindy     allonger        e2             strogatz       9.20338
glider       13        2    121.688          134.855        [['20.596 1 + -6.142 x^2 + -0.024 y^2 + 0.972 x^3 + 0.419 x*y + 0.100 x/y + -0.007 y/x + -0.101 x^2*y + 0.003 y^2*x + -12.488 sin(x) + 0.423 sin(y) + -8.248 cos(x) + -3.198 cos(y) + -0.007 tan(x) + -0.004 tan(y) + 0.251 cot(x) + -0.006 cot(y) + 0.174 cos(y)/(x) + 0.369 sin(y)/(x) + 0.320 cos(x)/(y) + 0.324 sin(x)/(y) + 1.479 sin^2(y) * sin(x) + -2.512 cos^2(y) * sin(x) + -0.007 sin(x) * cot(y) + -0.277 sin(y) * cot(x) + -0.036 cos(x) * cot(y) + 0.040 cos(y) * cot(x)', '-51.892 1 + 273.952 x + 13.585 y + -128.578 x^2 + -0.644 y^2 + 13.832 x^3 + 0.008 y^3 + -1.580 x/y + 0.102 y/x + -0.654 x^2*y + 0.041 y^2*x + -184.679 sin(x) + -12.555 cos(x) + 16.482 cos(y) + 0.039 tan(x) + -0.123 tan(y) + -2.385 cot(x) + -0.230 cot(y) + 3.594 cos(y)/(x) + 1.608 sin(y)/(x) + -4.660 cos(x)/(y) + -3.294 sin(x)/(y) + 5.568 sin^2(y) * sin(x) + -8.184 cos^2(x) * sin(y) + -0.124 cos^2(y) * sin(x) + 0.518 sin(x) * cot(y) + -0.161 sin(y) * cot(x) + -0.681 cos(x) * cot(y) + -1.756 cos(y) * cot(x)']]                                 sindy     allonger        e2             strogatz       9.3769
glider      inf        3      0.00252771       0.00252771   [['-0.050 x^2 + -1.000 sin(y)', '0.999 x + -0.998 cos(y)/(x)']]                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             sindy     allonger        e2             strogatz       0.153977
