t,x,y,u,v,dx,dy,du,dv
0.0,-1.981961053841531,2.864695019997658,-3.511589946295142,5.218399484536602,-2.404902149106747,-11.802763744508296,8.168077740289887,3.0311263059175797
0.1,-2.2224512687522058,1.6844186455468284,-2.6947821722661534,5.52151211512836,5.995290315632752,-0.9956547973541774,6.699853334879058,-2.955760092837112
0.2,-0.7829029907149807,2.6655640605268225,-2.1716192793193305,4.627247465969179,8.928073716654563,17.199297245859245,3.03978593881296,-7.538681380365784
0.30000000000000004,-0.43683652542129325,5.124278094718678,-2.0868249845035614,4.013775839055203,0.016251835755811683,20.742236507854077,0.8672223378583688,6.721023248942735
0.4,-0.7796526235638184,6.814011362097638,-1.9981748117476568,5.971452115757726,6.126794391412127,-8.528017980327935,6.166567788363935,14.010978525753615
0.5,0.788522352861132,3.4186744986530906,-0.8535114268307744,6.815971544205926,5.587164129929947,-2.226234897549255,9.799061888489508,-0.46247191483788086
0.6000000000000001,0.3377802024221712,6.368764382587787,-0.038362434049755034,5.87895773279015,3.3181402468611187,8.783587763689562,5.885739662259521,13.054778192433902
0.7000000000000001,1.4521504022333558,5.175392051391003,0.32363650562112983,9.426927182692706,6.449146567313409,-2.6981792340329402,6.934473728357958,18.42467920974986
0.8,1.6276095158848531,5.829128535781199,1.3485323116218366,9.563893574740122,4.278094799534712,-2.508401316724158,17.309446656966134,-17.52437361047262
0.9,2.307769362140298,4.673711788046171,3.785525837014357,5.922052460598183,4.048873011490348,-30.285830515177132,7.982031353560855,-24.01976474257131
1.0,2.4373841181829228,-0.2280375672542283,2.9449385823340077,4.75994062622586,2.214066683393534,-17.862363709363606,0.6899889804429127,-23.716312319769578
1.1,2.750582698819005,1.1012390461734498,3.9235236331029397,1.1787899966442668,1.1208961230300196,-3.525760948216119,-2.440257836148405,-23.40957790795765
1.2000000000000002,2.6615633427889267,-0.9331897568974521,2.4568870151043267,0.07802504463432891,-6.420497135240618,-13.482130165281077,-1.3870067464022928,-1.2651342541885324
1.3,1.4664832717708813,-1.595186986882766,3.646122283822481,0.9257631458065603,-2.4459970941107056,-4.232367888480649,7.070854642568857,-0.6623525473575942
1.4000000000000001,2.1723639239667856,-1.779663334593582,3.8710579436180983,-0.05444546483718993,7.343928110521213,3.0907278731270997,-6.607978096439726,-15.724604129664383
1.5,2.935268893875124,-0.977041412257346,2.324526664534536,-2.2191576801263166,0.6763298289129738,2.6331420047531084,-7.079272956721924,-2.114853070142506
1.6,2.3076298897493803,-1.2530349336429603,2.4552033522737133,-0.47741607886569115,-1.4495606347565393,3.075292592804705,-2.4476071007383013,3.9148276221038913
