  complexity    length          TE      TE_inf  expr_x                                                          expr_y                                              index_column  method    exp_type    data_version    system      snr    init
          14        29  0.396133    0.396133    3.405*sin(0.782*x) + 3.408                                      -1.928*sin(0.524*x)                                            0  proged    numdif      allonger        barmag      inf       1
          16        34  0.195994    0.195994    3.405*sin(0.782*x) + 3.408                                      0.518*cos(1.206*y) - 0.5                                       1  proged    numdif      allonger        barmag      inf       1
          12        24  0.924083    0.924083    1.629*sin(0.527*x)                                              -1.928*sin(0.524*x)                                            2  proged    numdif      allonger        barmag      inf       1
          22        49  0.0545854   0.0545854   -0.309*sin(1.51*y) - 0.559*cos(2.027*x) + 0.652                 0.518*cos(1.206*y) - 0.5                                       3  proged    numdif      allonger        barmag      inf       1
          27        59  0.0235831   0.0235831   -0.309*sin(1.51*y) - 0.559*cos(2.027*x) + 0.652                 -2.627*sin(0.25*y) + 0.429*cos(1.239*x)                        4  proged    numdif      allonger        barmag      inf       1
          21        44  0.0717108   0.0717108   -0.369*sin(1.654*y) + 3.016*cos(0.252*x)                        0.518*cos(1.206*y) - 0.5                                       5  proged    numdif      allonger        barmag      inf       1
          26        54  0.0509291   0.0509291   -0.369*sin(1.654*y) + 3.016*cos(0.252*x)                        -2.627*sin(0.25*y) + 0.429*cos(1.239*x)                        6  proged    numdif      allonger        barmag      inf       1
          24        54  0.0535727   0.0535727   -0.313*sin(1.564*y) - 0.577*sin(1.785*x + 2.911) + 0.646        0.518*cos(1.206*y) - 0.5                                       7  proged    numdif      allonger        barmag      inf       1
          29        64  0.0148584   0.0148584   -0.313*sin(1.564*y) - 0.577*sin(1.785*x + 2.911) + 0.646        -2.627*sin(0.25*y) + 0.429*cos(1.239*x)                        8  proged    numdif      allonger        barmag      inf       1
          28        61  0.019654    0.019654    -0.319*sin(1.614*y) + 0.636*cos(1.462*x) + 0.656                -2.627*sin(0.25*y) + 0.429*cos(1.239*x)                        9  proged    numdif      allonger        barmag      inf       1
          32        68  0.00952844  0.00952844  -0.319*sin(1.614*y) + 0.636*cos(1.462*x) + 0.656                -1.0*sin(1.0*y) - 0.5*sin(1.0*x - 1.0*y)                      10  proged    numdif      allonger        barmag      inf       1
          30        61  0.0118275   0.0118275   -0.314*sin(1.577*x - 1.111*y) - 1.195*cos(0.772*x)              -2.627*sin(0.25*y) + 0.429*cos(1.239*x)                       11  proged    numdif      allonger        barmag      inf       1
          34        68  0.00781374  0.00781374  -0.314*sin(1.577*x - 1.111*y) - 1.195*cos(0.772*x)              -1.0*sin(1.0*y) - 0.5*sin(1.0*x - 1.0*y)                      12  proged    numdif      allonger        barmag      inf       1
          33        71  0.00890676  0.00890676  -0.261*sin(-1.491*x + 1.329*y + 2.461) + 3.285*cos(0.259*x)     -0.139*cos(3.902*x) - 0.893*cos(0.744*y - 1.746)              13  proged    numdif      allonger        barmag      inf       1
          35        73  0.00333849  0.00333849  -0.261*sin(-1.491*x + 1.329*y + 2.461) + 3.285*cos(0.259*x)     -1.0*sin(1.0*y) - 0.5*sin(1.0*x - 1.0*y)                      14  proged    numdif      allonger        barmag      inf       1
          37        78  0.00194377  0.00194377  -0.5*sin(1.004*x - 1.0*y + 3.124) - 0.999*cos(1.005*x + 4.686)  -1.0*sin(1.0*y) - 0.5*sin(1.0*x - 1.0*y)                      15  proged    numdif      allonger        barmag      inf       1
