	complexity	length	TE	TE_inf	expr_x	expr_y	index_column	method	exp_type	data_version	system	snr	init
0	28	51	5.045440485380984	7.1869939640628075	-0.01*x/(x + 1.633) + 1.013*y	-0.677*x**3 - 1.352*x**2*y + 1.625*y - 0.213	0	proged	numdif	all	myvdp	13	2
1	10	15	15.089592279117458	20.50515367302813	-0.076*x + 1.004*y	-2.626*x	1	proged	numdif	all	myvdp	13	2
2	12	20	15.072472310996547	20.48092331022785	-0.076*x + 1.004*y	-2.626*x - 0.014	2	proged	numdif	all	myvdp	13	2
3	31	62	1.2535430204964095	0.6094619723044151	1.004*y + 0.009	-1.229*x**2*y**3/(y - 0.113)**2 + 0.329*x**2 - 3.037*x + 1.578*y + 0.01	3	proged	numdif	all	myvdp	13	2
4	35	71	1.1483759421372932	0.3383318426191654	1.004*y + 0.009	-1.267*x**2*y + 0.188*x*y**3/(y - 0.14)**2 - 3.03*x + 0.003*y**2 + 1.623*y + 0.054	4	proged	numdif	all	myvdp	13	2
5	11	20	15.077154983122455	20.492034464373322	-0.076*x + 1.005*y + 0.01	-2.626*x	5	proged	numdif	all	myvdp	13	2
6	6	8	17.69586111353583	23.606940262898668	1.004*y	-2.626*x	6	proged	numdif	all	myvdp	13	2
7	8	13	17.676956933313352	23.58061513301475	1.004*y	-2.626*x - 0.014	7	proged	numdif	all	myvdp	13	2
8	13	20	6.734075103210943	10.471994240234237	1.004*y	-0.665*x**2*y - 2.759*x	8	proged	numdif	all	myvdp	13	2
9	14	25	6.0729579444779	8.89499387751519	1.004*y	-0.187*x**4*y - 2.964*x - 0.396	9	proged	numdif	all	myvdp	13	2
10	29	57	1.2765443467627509	0.7178284526902446	1.004*y	-1.229*x**2*y**3/(y - 0.113)**2 + 0.329*x**2 - 3.037*x + 1.578*y + 0.01	10	proged	numdif	all	myvdp	13	2
11	33	66	1.1540950478781764	0.2924107038006644	1.004*y	-1.267*x**2*y + 0.188*x*y**3/(y - 0.14)**2 - 3.03*x + 0.003*y**2 + 1.623*y + 0.054	11	proged	numdif	all	myvdp	13	2
12	39	76	1.1483696734273134	0.44968889129614753	-0.012*y**3 + 1.195*y	-1.267*x**2*y + 0.188*x*y**3/(y - 0.14)**2 - 3.03*x + 0.003*y**2 + 1.623*y + 0.054	12	proged	numdif	all	myvdp	13	2
