	complexity	length	TE	TE_inf	expr_x	expr_y	expr_z	index_column	method	exp_type	data_version	system	snr	init
0	9	12	4.823719728092527	4.823719728092527	2.078*y	-2.656*x	0.669*y	0	proged	numdif	allonger	lorenz	inf	2
1	11	15	3.9285484820531718	3.9285484820531718	2.078*y	-2.656*x	0.438*y**2	1	proged	numdif	allonger	lorenz	inf	2
2	26	52	3.354138549953142	3.354138549953142	-9.977*x + 9.977*y	-0.948*x*z + 25.449*x + 0.415	0.997*x*y - 2.659*z + 0.014	2	proged	numdif	allonger	lorenz	inf	2
3	24	42	3.4313947877649955	3.4313947877649955	-9.977*x + 9.977*y	-0.949*x*z + 25.493*x	0.997*x*y - 2.658*z	3	proged	numdif	allonger	lorenz	inf	2
4	29	59	2.863462326396495	2.863462326396495	-9.977*x + 9.977*y	-0.994*x*z + 27.782*x - 0.954*y + 0.029	0.997*x*y - 2.659*z + 0.014	4	proged	numdif	allonger	lorenz	inf	2
5	50	98	2.1512217536723486	2.1512217536723486	-9.973*x + 9.965*y*z/(z - 0.02)	0.001*x**2 - 0.994*x*z + 27.766*x - 0.932*y + 0.224*y/(y - 25.628) + 0.034	0.997*x*y + 0.001*y - 2.659*z + 0.013	5	proged	numdif	allonger	lorenz	inf	2
6	22	40	3.5986846823657723	3.5986846823657723	-9.977*x + 9.977*y	-0.948*x*z + 25.449*x + 0.415	0.744*x*y - 30.0	6	proged	numdif	allonger	lorenz	inf	2
7	23	37	3.576002023807238	3.576002023807238	-9.977*x + 9.977*y	-0.949*x*z + 25.493*x	0.997*x*y - 2.658*z	7	proged	numdif	allonger	lorenz	inf	2
8	27	49	3.0781307250965124	3.0781307250965124	-9.977*x + 9.977*y	-0.994*x*z + 27.782*x - 0.954*y + 0.029	0.997*x*y - 2.658*z	8	proged	numdif	allonger	lorenz	inf	2
9	31	58	2.307209192883757	2.307209192883757	-9.972*x - 0.e-3*y*z + 9.987*y	-0.994*x*z + 27.782*x - 0.954*y + 0.029	0.997*x*y - 2.658*z	9	proged	numdif	allonger	lorenz	inf	2
