	complexity	length	TE	TE_inf	expr_x	expr_y	expr_z	index_column	method	exp_type	data_version	system	snr	init
0	44	89	0.2563413648297454	0.2563413648297454	0.001*x*y - 9.969*x + 9.972*y - 0.072	-0.99*x*z + 27.59*x - 0.921*y - 0.003*z**2 + 0.134*z - 1.11	0.996*x*y - 2.657*z	0	proged	numdif	allonger	lorenz	inf	3
1	9	12	12.397007526341094	12.397007526341094	0.599*y	-0.63*x	-0.132*y	1	proged	numdif	allonger	lorenz	inf	3
2	11	15	8.91862516202597	8.91862516202597	0.599*y	-0.63*x	0.245*y**2	2	proged	numdif	allonger	lorenz	inf	3
3	29	59	0.8138237875661674	0.8138237875661674	-9.969*x + 9.971*y - 0.017	-0.993*x*z + 27.733*x - 0.948*y + 0.166	0.996*x*y - 2.662*z + 0.153	3	proged	numdif	allonger	lorenz	inf	3
4	36	75	0.4546100752681146	0.4546100752681146	-9.969*x + 9.971*y - 0.017	-0.993*x*z + 27.733*x - 0.948*y + 0.166	0.996*x*y - 0.053*x + 0.002*y*z - 2.66*z + 0.112	4	proged	numdif	allonger	lorenz	inf	3
5	32	66	0.6781419598685794	0.6781419598685794	-9.969*x + 9.971*y - 0.017	-0.993*x*z + 27.733*x - 0.948*y + 0.166	0.996*x*y + 0.004*y - 2.663*z + 0.137	5	proged	numdif	allonger	lorenz	inf	3
6	49	102	0.1858082188892924	0.1858082188892924	-9.969*x + 9.971*y - 0.017	-0.99*x*z + 27.59*x - 0.921*y - 0.003*z**2 + 0.134*z - 1.11	0.012*x**2 + 0.989*x*y + 0.013*y - 2.709*z + 0.986	6	proged	numdif	allonger	lorenz	inf	3
7	24	42	7.31875509858606	7.31875509858606	-9.97*x + 9.97*y	-0.951*x*z + 25.493*x + 1.431	0.996*x*y - 2.657*z	7	proged	numdif	allonger	lorenz	inf	3
8	25	47	6.974714264446532	6.974714264446532	-9.97*x + 9.97*y	-0.951*x*z + 25.493*x + 1.431	0.996*x*y - 2.662*z + 0.153	8	proged	numdif	allonger	lorenz	inf	3
9	26	44	6.780087259698229	6.780087259698229	-9.97*x + 9.97*y	-0.949*x*z + 25.42*x + 0.063*z	0.996*x*y - 2.657*z	9	proged	numdif	allonger	lorenz	inf	3
10	21	35	8.898845175294918	8.898845175294918	-9.97*x + 9.97*y	-0.957*x*z + 25.805*x	0.557*x*y - 30.0	10	proged	numdif	allonger	lorenz	inf	3
11	22	36	8.37261470716659	8.37261470716659	-9.97*x + 9.97*y	-0.957*x*z + 25.805*x	0.495*y**2 - 30.0	11	proged	numdif	allonger	lorenz	inf	3
12	23	37	7.481408206038095	7.481408206038095	-9.97*x + 9.97*y	-0.957*x*z + 25.805*x	0.996*x*y - 2.657*z	12	proged	numdif	allonger	lorenz	inf	3
13	43	79	0.30085880150187955	0.30085880150187955	-9.97*x + 9.97*y	-0.994*x*z + 27.762*x + 0.287*x/(x + 21.564) - 0.903*y	0.996*x*y - 2.657*z	13	proged	numdif	allonger	lorenz	inf	3
14	27	49	0.8552142446179224	0.8552142446179224	-9.97*x + 9.97*y	-0.993*x*z + 27.733*x - 0.948*y + 0.166	0.996*x*y - 2.657*z	14	proged	numdif	allonger	lorenz	inf	3
15	28	54	0.8234675155846494	0.8234675155846494	-9.97*x + 9.97*y	-0.993*x*z + 27.733*x - 0.948*y + 0.166	0.996*x*y - 2.662*z + 0.153	15	proged	numdif	allonger	lorenz	inf	3
16	35	70	0.4634835550724412	0.4634835550724412	-9.97*x + 9.97*y	-0.993*x*z + 27.733*x - 0.948*y + 0.166	0.996*x*y - 0.053*x + 0.002*y*z - 2.66*z + 0.112	16	proged	numdif	allonger	lorenz	inf	3
17	31	61	0.688013420131354	0.688013420131354	-9.97*x + 9.97*y	-0.993*x*z + 27.733*x - 0.948*y + 0.166	0.996*x*y + 0.004*y - 2.663*z + 0.137	17	proged	numdif	allonger	lorenz	inf	3
18	34	66	0.6512961542183118	0.6512961542183118	-9.97*x + 9.97*y	-0.993*x*z + 27.733*x - 0.948*y + 0.166	0.997*x*y - 2.663*z + 0.084	18	proged	numdif	allonger	lorenz	inf	3
19	39	75	0.3457986455697618	0.3457986455697618	-9.97*x + 9.97*y	-0.99*x*z + 27.59*x - 0.921*y - 0.003*z**2 + 0.134*z - 1.11	0.996*x*y - 2.657*z	19	proged	numdif	allonger	lorenz	inf	3
20	48	97	0.19114691843505804	0.19114691843505804	-9.97*x + 9.97*y	-0.99*x*z + 27.59*x - 0.921*y - 0.003*z**2 + 0.134*z - 1.11	0.012*x**2 + 0.989*x*y + 0.013*y - 2.709*z + 0.986	20	proged	numdif	allonger	lorenz	inf	3
21	56	110	0.18157184041903413	0.18157184041903413	-9.966*x - 0.e-3*y*z + 9.981*y	-0.994*x*z + 27.762*x + 0.287*x/(x + 21.564) - 0.903*y	0.012*x**2 + 0.989*x*y + 0.013*y - 2.709*z + 0.986	21	proged	numdif	allonger	lorenz	inf	3
