	system	snr	iinit	TE	TEinf	expr_model	method	data_version	exp_version	benchmark	duration
0	predprey	inf	0	3.8997607380124935	3.8997607380124935	[['-0.001 y^3 + 0.818 x/y + -0.013 y^2*x + 4.835 sin(x)/(y) + 0.493 sin^2(x) * sin(y)', '0.088 x + -0.046 y^2 + 0.114 x*y + 1.175 sin(x) + -1.075 cos(x) + 2.385 cos(x)/(y) + 0.063 sin^2(y) * sin(x) + -0.003 cos(y) * cot(x)']]	sindy	all	e1	strogatz	0.22825956344604492
1	predprey	30	0	3.0959517329313995	3.080822285576196	[['-0.001 y^3 + 1.668 x/y + -0.021 x^2*y + -0.006 y^2*x + 3.567 sin(x)/(y) + 0.249 sin^2(x) * sin(y)', '0.270 x + -0.041 y^2 + 0.084 x*y + -0.001 y/x + -1.363 cos(x) + -0.090 cos(y) + -0.007 cot(y) + 2.912 cos(x)/(y) + 1.075 sin^2(y) * sin(x) + 1.767 sin^2(x) * sin(y) + -0.070 cos(x) * cot(y)']]	sindy	all	e1	strogatz	0.7993078231811523
2	predprey	13	0	59.509978461060705	64.02074303883677	[['0.522 1 + -0.003 y^3 + 0.036 x/y + -0.170 cos(x) + -0.508 cos(y) + 0.078 tan(x) + 0.025 tan(y) + 0.007 cot(x) + 0.049 cot(y) + 0.024 sin(y)/(x) + -1.434 cos(x)/(y) + 1.812 sin^2(x) * sin(y) + -0.890 cos^2(y) * sin(x) + 0.024 sin(y) * cot(x) + 0.007 cos(x) * cot(y)', '-6.947 1 + 29.167 x + -7.523 x^2 + 0.069 y^2 + -0.073 x^3 + -0.050 x*y + 6.274 x/y + -0.058 x^2*y + -23.495 sin(x) + 0.098 cos(y) + 0.102 tan(x) + -0.019 tan(y) + -0.846 cot(y) + 0.459 sin(y)/(x) + 18.764 cos(x)/(y) + 4.589 sin^2(y) * sin(x) + -6.031 sin^2(x) * sin(y) + -5.980 cos^2(x) * sin(y) + 0.894 sin(x) * cot(y) + -0.450 sin(y) * cot(x) + 0.597 cos(x) * cot(y) + -0.013 cos(y) * cot(x)']]	sindy	all	e1	strogatz	1.4257206916809082
3	predprey	inf	1	3.868277117081974	3.868277117081974	[['-0.001 y^3 + 2.173 x/y + -0.027 x^2*y + -0.006 y^2*x + 0.007 tan(x) + 2.773 sin(x)/(y) + 0.455 sin^2(y) * sin(x) + 0.612 sin^2(x) * sin(y)', '0.334 x + -0.038 y^2 + 0.054 x*y + 0.681 sin(x) + -1.690 cos(x) + 4.146 cos(x)/(y) + -1.001 sin(x)/(y) + 0.535 cos^2(y) * sin(x) + -0.003 cos(y) * cot(x)']]	sindy	all	e1	strogatz	0.25388407707214355
4	predprey	30	1	4.2015263524559305	4.200117621473444	[['-0.001 y^3 + 1.889 x/y + -0.026 x^2*y + -0.007 y^2*x + -0.012 tan(x) + 3.580 sin(x)/(y) + 0.283 sin^2(y) * sin(x) + 0.685 sin^2(x) * sin(y) + -0.136 cos^2(x) * sin(y)', '0.104 x + -0.035 y^2 + 0.064 x*y + 0.885 sin(x) + -1.889 cos(x) + -0.129 cos(y) + 0.023 tan(x) + 0.002 cos(y)/(x) + 4.388 cos(x)/(y) + 0.626 sin^2(y) * sin(x) + -0.303 cos^2(x) * sin(y) + 0.249 cos^2(y) * sin(x)']]	sindy	all	e1	strogatz	0.35734009742736816
5	predprey	13	1	5.35456758131091	5.446845901784307	[['0.788 1 + -0.010 y^2 + -0.005 x^3 + 0.001 y/x + -0.018 x^2*y + -0.007 y^2*x + -0.197 sin(y) + -0.499 cos(x) + -0.282 cos(y) + -0.025 tan(x) + 0.015 tan(y) + 0.049 cot(y) + -0.849 cos(x)/(y) + 2.908 sin(x)/(y) + -1.314 cos^2(y) * sin(x) + 0.091 sin(x) * cot(y) + -0.037 sin(y) * cot(x) + -0.162 cos(x) * cot(y) + -0.015 cos(y) * cot(x)', '7.658 1 + -1.979 y + 0.048 y^2 + -0.122 x^3 + 13.912 x/y + -0.133 y/x + 0.031 y^2*x + -0.025 tan(y) + 0.367 cot(x) + -0.020 cot(y) + 0.900 cos(y)/(x) + 1.130 sin(y)/(x) + -3.699 cos(x)/(y) + -32.350 sin(x)/(y) + -2.436 sin^2(y) * sin(x) + 5.726 sin^2(x) * sin(y) + 0.086 cos^2(x) * sin(y) + 0.018 sin(x) * cot(y) + -1.078 sin(y) * cot(x) + 0.147 cos(x) * cot(y) + -0.924 cos(y) * cot(x)']]	sindy	all	e1	strogatz	0.6243603229522705
6	predprey	inf	2	3.7061570097611436	3.7061570097611436	[['-0.021 x^3 + -0.003 y^3 + -0.022 x^2*y + 0.890 sin(x) + 0.110 cos(y) + 3.211 sin(x)/(y) + -0.932 sin^2(y) * sin(x) + 0.237 sin^2(x) * sin(y)', '0.086 x^2 + -0.003 y^3 + 2.629 x/y + -0.002 y/x + -0.991 cos(x) + -0.368 cos(y) + 1.255 sin^2(y) * sin(x) + 0.556 cos^2(y) * sin(x) + -0.009 cos(y) * cot(x)']]	sindy	all	e1	strogatz	0.5999085903167725
7	predprey	30	2	4.824620577676784	4.829358841399424	[['-0.026 x^3 + -0.002 y^3 + -0.021 x^2*y + 0.644 sin(x) + -0.181 sin(y) + 0.168 cos(y) + 4.282 sin(x)/(y) + -0.994 sin^2(y) * sin(x) + 0.007 cos(x) * cot(y)', '-0.026 y^2 + 0.050 x^3 + 2.088 x/y + -0.693 cos(x) + -0.237 cos(y) + 0.046 tan(x) + -0.018 cot(y) + -0.002 cos(y)/(x) + 0.007 sin(y)/(x) + 0.837 cos^2(y) * sin(x) + 0.061 sin(x) * cot(y) + -0.005 cos(x) * cot(y)']]	sindy	all	e1	strogatz	0.7630164623260498
8	predprey	13	2	4.492517056232712	4.840423560834341	[['0.254 1 + -0.019 y^2 + 0.004 y/x + -0.004 y^2*x + -0.034 sin(x) + -0.441 sin(y) + 0.493 cos(x) + -0.791 cos(y) + -0.046 tan(x) + -0.015 tan(y) + 0.006 cot(y) + -0.032 sin(y)/(x) + -2.821 cos(x)/(y) + 1.966 sin(x)/(y) + -0.087 cos^2(x) * sin(y) + 1.029 cos^2(y) * sin(x) + 0.051 sin(x) * cot(y) + -0.061 cos(y) * cot(x)', '2.079 1 + 0.502 y + -0.004 y^3 + 0.059 y/x + -0.097 x^2*y + -3.681 sin(x) + 0.488 sin(y) + -4.596 cos(x) + -0.194 cos(y) + 0.250 tan(x) + -0.163 tan(y) + -0.153 cot(x) + -1.210 cos(y)/(x) + -1.018 sin(y)/(x) + -1.054 sin^2(x) * sin(y) + 0.745 cos^2(x) * sin(y) + -0.382 sin(x) * cot(y) + 0.985 sin(y) * cot(x) + -0.019 cos(x) * cot(y) + 1.004 cos(y) * cot(x)']]	sindy	all	e1	strogatz	0.719804048538208
9	predprey	inf	3	3.8275917668220627	3.8275917668220627	[['-0.001 y^3 + 1.666 x/y + -0.020 x^2*y + -0.007 y^2*x + 3.874 sin(x)/(y) + 0.367 sin^2(x) * sin(y)', '0.219 x + -0.044 y^2 + 0.088 x*y + 1.235 sin(x) + -1.345 cos(x) + 3.323 cos(x)/(y) + -1.726 sin(x)/(y) + 0.259 cos^2(y) * sin(x) + -0.002 cos(y) * cot(x)']]	sindy	all	e1	strogatz	0.21100211143493652
