  index    complexity    length        TE    TE_inf  expr_x        expr_y                   expr_z           index_column  method    data_version    system      snr    init
   3130            27        48   2.90373   2.90373  -4*x1 + 4*x2  -3*x1 - 2*x2**2/x3 + x3  x2*(-x1 + x2)            3130  dso       all             lorenz      inf       1
    478            19        33   7.27849   7.27849  -x1 + 2*x2    -3*x1 + x3               x2*(-x1 + x2)             478  dso       all             lorenz      inf       1
     19            17        31   7.53808   7.53808  -x1 + x2      -2*x1 + x2               x2*(-x1 + x2)              19  dso       all             lorenz      inf       1
     51            15        25  10.1711   10.1711   -x1 + x2      -3*x1 + x3               x1 - x2                    51  dso       all             lorenz      inf       1
