	system	snr	iinit	TE	TEinf	expr_model	method	data_version	exp_version	benchmark	duration
0	lorenz	inf	0	3.5185524090193216	3.5185524090193216	[['-7.734 1 + 3.470 y + -0.644 x^2 + 0.019 x*y + -0.086 x*z + 0.001 z^3 + 0.015 y^2*z', '-45.961 1 + 6.676 x + 4.980 y + 2.794 z + -0.502 x*y + -0.076 y^3 + 0.024 x^2*y + 0.100 y^2*x + -0.020 z^2*x', '23.990 1 + -2.721 y + 1.826 z + 0.505 x^2 + 0.191 y^2 + -0.287 z^2 + 0.198 x*y + 0.004 z^3 + 0.021 x^2*y']]	sindy	all	e1	custom	4.1950461864471436
1	lorenz	30	0	14.604154909887345	14.768981182912114	[['-62.596 1 + -6.834 y + -1.299 z^2 + -3.564 x*y + 6.597 x*z + -0.057 y^3 + 0.037 z^3 + -0.120 x^2*z + 0.144 y^2*z + -0.136 z^2*x + -0.014 z^2*y', '1230.387 1 + 1424.064 x + -386.908 y + -458.547 z + 7.631 y^2 + 28.573 z^2 + -13.717 x*y + -102.452 x*z + 28.919 y*z + -0.810 x^3 + -0.300 y^3 + -0.480 z^3 + 0.782 x^2*y + 0.531 x^2*z + 1.742 z^2*x + -0.543 z^2*y', '1582.512 1 + 1653.427 x + -562.400 y + -525.050 z + -32.365 x^2 + -12.543 y^2 + 28.341 z^2 + -105.552 x*z + 51.317 y*z + -0.588 x^3 + 0.592 y^3 + -0.412 z^3 + 5.637 x^2*y + 1.496 y^2*z + -5.309 y^2*x + 1.987 z^2*x + -1.449 z^2*y']]	sindy	all	e1	custom	4.202999591827393
2	lorenz	13	0	330457.02007422684	515624.79299435817	[['-43.383 1 + 4.451 y + 0.657 z + -0.047 x^2 + 0.208 y^2 + 0.027 y^3 + 0.020 x^2*y + 0.005 x^2*z + -0.010 y^2*z + -0.068 y^2*x', '-67.970 1 + 3.664 x + 2.666 y + 1.982 z + -0.007 y^2 + -0.093 x*z + -0.023 x^3 + 0.005 y^3 + 0.058 x^2*y + 0.005 x^2*z + -0.055 y^2*x + -0.003 z^2*x', '6.261 1 + 5.602 x + -5.807 y + 0.209 z + -0.113 x^2 + 0.209 x*y + 0.019 x^3 + -0.002 y^3 + 0.001 z^3 + -0.023 x^2*y + -0.001 x^2*z + -0.008 z^2*x + 0.004 z^2*y']]	sindy	all	e1	custom	1.134056568145752
3	lorenz	inf	1	10.428181568108545	10.428181568108545	[['-22.934 1 + 5.849 y + -0.185 x^2 + 0.097 y^2 + -0.189 x*z + -0.025 x^2*y + -0.001 y^2*z + 0.007 z^2*y', '-48.730 1 + 8.624 x + 4.176 y + 1.523 z + -0.012 y^3 + -0.009 x^2*z + -0.012 z^2*x', '30.703 1 + 1.502 y + -4.274 z + 0.935 x^2 + 0.543 y^2 + -0.002 z^2 + -0.003 x^2*y + -0.017 y^2*z']]	sindy	all	e1	custom	3.7949306964874268
4	lorenz	30	1	1048685.8302979032	1051852.59515007	[['-11.320 1 + 6.888 y + -0.305 x*z + 0.032 x^3 + -0.004 x^2*z + -0.001 y^2*z + -0.026 y^2*x + 0.005 z^2*y', '-69.835 1 + 6.190 x + 7.493 y + 1.769 z + 0.205 y^2 + -0.016 x^3 + -0.016 y^3 + -0.005 x^2*z + -0.011 y^2*z + -0.009 z^2*x', '-2.360 y + -1.925 z + -0.366 x^2 + 0.389 y^2 + 0.776 x*y + -0.016 x^3 + 0.018 x^2*z + -0.013 y^2*z + 0.024 y^2*x']]	sindy	all	e1	custom	2.3150269985198975
5	lorenz	13	1	94161.09387884376	104311.67235858687	[['-56.738 1 + 1.630 x + 3.154 y + 0.216 x^2 + 0.183 y^2 + 0.109 y*z + 0.022 x^3 + 0.003 y^3 + 0.002 z^3 + -0.035 x^2*y + -0.008 y^2*z + -0.008 z^2*x', '-102.817 1 + 7.882 x + 1.633 y + 3.539 z + 0.090 y^2 + -0.033 x^3 + 0.010 y^3 + -0.001 z^3 + 0.005 x^2*z + -0.001 y^2*z + -0.021 y^2*x + -0.006 z^2*x + -0.001 z^2*y', '-9.425 1 + 1.754 y + -0.193 x^2 + 0.486 y^2 + -0.123 z^2 + 0.315 x*y + 0.052 y*z + -0.010 x^3 + 0.003 z^3 + 0.005 x^2*z + -0.014 y^2*z + -0.016 y^2*x']]	sindy	all	e1	custom	1.8779382705688477
6	lorenz	inf	2	3.910437109713725	3.910437109713725	[['-1.432 1 + -11.289 x + 10.977 y + 0.002 y^2 + 0.011 x^3 + -0.021 x^2*y + 0.002 z^2*x', '-13.079 1 + 13.580 x + 7.695 y + 1.001 z + 0.052 y^2 + -0.639 x*z + -0.205 y*z + -0.027 y^3 + 0.046 x^2*y + -0.002 x^2*z + -0.003 y^2*z', '-1.313 z + 0.997 x^2 + 0.464 y^2 + -0.066 z^2 + 0.026 y*z + -0.006 x^3 + -0.014 y^2*z + 0.001 z^2*y']]	sindy	all	e1	custom	1.170996904373169
7	lorenz	30	2	3.624343895503974	3.636933728758338	[['-1.884 1 + -9.812 x + 10.321 y + -0.001 y^2 + 0.024 x^3 + -0.026 x^2*y', '-22.166 1 + 10.178 x + 7.949 y + 1.469 z + 0.090 y^2 + -0.540 x*z + -0.159 y*z + -0.021 y^3 + -0.001 z^3 + 0.028 x^2*y + -0.005 y^2*z', '24.260 1 + -0.854 y + -3.719 z + 0.796 x^2 + 0.388 y^2 + -0.005 z^2 + 0.018 x*y + 0.058 x*z + -0.023 x^3 + -0.009 y^2*z + 0.009 y^2*x + 0.002 z^2*y']]	sindy	all	e1	custom	0.9235754013061523
8	lorenz	13	2	307535.4039041664	325394.2789058658	[['-41.084 1 + -5.007 x + 8.860 y + 2.691 z + 0.139 x^2 + 0.176 y^2 + -0.400 x*y + -0.276 x*z + -0.017 y^3 + -0.002 z^3 + 0.006 x^2*z + 0.021 y^2*x + 0.008 z^2*x + -0.003 z^2*y', '-48.534 1 + -5.548 x + 12.695 y + 3.551 z + 0.128 x^2 + 0.091 y^2 + -0.400 x*y + 0.038 x*z + -0.307 y*z + -0.027 x^3 + -0.016 y^3 + -0.002 z^3 + 0.030 x^2*y + 0.003 y^2*z + 0.001 z^2*y', '-41.919 1 + -1.057 x + 1.848 z + -0.725 x^2 + 0.293 y^2 + 0.833 x*y + -0.139 y*z + -0.002 x^3 + 0.012 y^3 + -0.002 z^3 + -0.029 x^2*y + 0.030 x^2*z + -0.020 y^2*z + 0.003 z^2*x + 0.004 z^2*y']]	sindy	all	e1	custom	0.6779980659484863
9	lorenz	inf	3	21.463583670379357	21.463583670379357	[['-232.826 1 + -59.338 x + 23.396 y + 22.052 z + 1.399 x^2 + 0.794 y^2 + -0.359 z^2 + -0.128 x*y + 1.025 x*z + -0.128 y*z + -0.035 x^3 + -0.003 z^3 + -0.058 y^2*z + 0.030 y^2*x + 0.003 z^2*x', '-75.195 1 + 7.597 x + 5.509 y + 9.562 z + 1.322 x^2 + -0.187 z^2 + -0.235 x*y + -1.066 x*z + -0.001 z^3 + 0.036 x^2*y + -0.015 x^2*z + -0.011 y^2*z + -0.023 y^2*x + 0.011 z^2*x', '8695.582 1 + 3067.035 x + -801.559 y + -1686.111 z + 118.701 x^2 + -4.677 y^2 + 94.657 z^2 + -49.981 x*y + -290.081 x*z + 83.819 y*z + -5.362 x^3 + -1.721 y^3 + -1.560 z^3 + -0.066 x^2*y + -0.130 y^2*z + 4.830 y^2*x + 5.467 z^2*x + -1.648 z^2*y']]	sindy	all	e1	custom	4.2061145305633545
10	lorenz	30	3	83112.61744096992	83322.8451386134	[['-9.015 1 + 4.639 y + 2.230 z + -0.107 z^2 + -0.396 x*z + 0.010 x^3 + -0.001 y^3 + 0.001 z^3 + 0.001 y^2*z + 0.003 z^2*x + 0.004 z^2*y', '-15.611 1 + 22.771 x + 2.246 y + 0.712 z + -0.415 y^2 + -0.097 z^2 + 0.736 x*y + -1.544 x*z + 0.418 y*z + 0.002 z^3 + -0.010 y^2*z + -0.043 y^2*x + 0.016 z^2*x', '5.611 1 + -3.108 x + -3.549 y + -0.595 z + 0.059 y^2 + -0.019 z^2 + 0.783 x*y + 0.016 x^2*y + 0.016 y^2*x']]	sindy	all	e1	custom	4.324998378753662
11	lorenz	13	3	5335129.62317933	6322643.998977276	[['-12.780 1 + 3.347 y + -0.121 y^2 + -0.072 x*z + 0.016 x^3 + -0.008 y^3 + 0.001 z^3 + 0.002 y^2*x + -0.004 z^2*x + 0.001 z^2*y', '-39.525 1 + 7.084 y + 0.082 y^2 + 0.063 z^2 + -0.599 x*y + -0.021 y^3 + 0.029 x^2*y + 0.005 x^2*z + 0.008 y^2*z + -0.003 z^2*x + -0.006 z^2*y', '-33.903 1 + 3.090 y + -0.951 z + 0.932 y^2 + -0.025 x^3 + 0.002 z^3 + 0.018 x^2*y + -0.026 y^2*z + 0.006 z^2*x + -0.008 z^2*y']]	sindy	all	e1	custom	0.86800217628479
