	system	snr	iinit	TE	TEinf	expr_model	method	data_version	exp_version	benchmark	duration
0	bacres	inf	0	0.09091969374632984	0.09091969374632984	[['-0.001 x^3 + 10.125 x/y + -0.189 y/x + 0.570 sin(x) + 0.118 cos(x) + 2.084 cos(y)/(x) + -4.209 sin(y)/(x) + -8.208 cos(x)/(y) + -22.948 sin(x)/(y) + 0.380 sin^2(y) * sin(x) + 0.229 cos^2(x) * sin(y)', '9.805 x/y + -0.563 y/x + 0.078 cos(x) + 1.277 cos(y)/(x) + -1.418 sin(y)/(x) + -4.406 sin(x)/(y) + 0.181 sin^2(y) * sin(x)']]	sindy	allonger	e2	strogatz	0.8443582057952881
1	bacres	30	0	38.076494528235514	38.543645086813896	[['-0.001 x^3 + 6.455 x/y + 0.708 y/x + 2.284 sin(y) + 0.819 cos(x) + -2.365 cos(y) + -0.032 tan(x) + -0.008 tan(y) + -0.001 cot(x) + 0.001 cot(y) + 21.272 cos(y)/(x) + -47.704 sin(y)/(x) + 9.670 cos(x)/(y) + -8.985 sin(x)/(y) + 3.546 sin^2(y) * sin(x) + -1.991 sin^2(x) * sin(y) + 1.574 cos^2(y) * sin(x) + 0.005 sin(x) * cot(y) + 0.002 sin(y) * cot(x) + -0.005 cos(x) * cot(y) + 0.004 cos(y) * cot(x)', '2521.697 1 + -548.472 x + 138.396 y + 46.932 x^2 + 0.430 y^2 + -1.200 x^3 + -0.005 y^3 + -14.464 x*y + -314.807 x/y + -582.011 y/x + 0.338 x^2*y + 0.026 y^2*x + 10.525 sin(y) + 0.621 cos(x) + 27.344 cos(y) + 0.090 tan(x) + 0.033 tan(y) + 0.064 cot(x) + 0.012 cot(y) + -349.974 cos(y)/(x) + -78.323 sin(y)/(x) + 71.265 cos(x)/(y) + -289.292 sin(x)/(y) + 7.946 sin^2(y) * sin(x) + 3.965 sin^2(x) * sin(y) + -1.096 cos^2(y) * sin(x) + 0.028 sin(x) * cot(y) + 0.075 sin(y) * cot(x) + -0.009 cos(x) * cot(y) + 0.253 cos(y) * cot(x)']]	sindy	allonger	e2	strogatz	9.060176134109497
2	bacres	13	0	88.71080407880817	127.73178304385094	[['72.017 1 + -7.415 y + -0.178 x^2 + 0.189 y^2 + 0.011 x^3 + -0.002 y^3 + 0.048 x*y + 5.477 x/y + 0.617 y/x + -0.003 x^2*y + 9.280 cos(x) + 1.744 cos(y) + -0.166 tan(x) + 0.029 tan(y) + -0.204 cot(x) + 0.350 cot(y) + 30.895 cos(y)/(x) + 22.966 sin(y)/(x) + -152.490 cos(x)/(y) + 184.342 sin(x)/(y) + -8.996 sin^2(y) * sin(x) + -12.872 sin^2(x) * sin(y) + 16.054 cos^2(x) * sin(y) + 18.155 cos^2(y) * sin(x) + -0.425 sin(x) * cot(y) + -0.678 sin(y) * cot(x) + -0.172 cos(x) * cot(y) + -0.739 cos(y) * cot(x)', '253.267 1 + -88.761 x + -4.153 y + 8.847 x^2 + -0.223 x^3 + 0.470 x*y + -48.393 x/y + 16.015 y/x + -0.038 x^2*y + 0.003 y^2*x + -12.843 cos(x) + -12.620 cos(y) + 0.587 tan(x) + 0.112 tan(y) + 0.154 cot(x) + -1.644 cot(y) + 330.540 cos(y)/(x) + -850.301 sin(y)/(x) + -532.352 cos(x)/(y) + 150.613 sin(x)/(y) + -1.568 sin^2(y) * sin(x) + -25.488 sin^2(x) * sin(y) + 188.503 cos^2(x) * sin(y) + 18.625 cos^2(y) * sin(x) + 0.604 sin(x) * cot(y) + 1.828 sin(y) * cot(x) + 2.831 cos(x) * cot(y) + 2.309 cos(y) * cot(x)']]	sindy	allonger	e2	strogatz	9.114505052566528
3	bacres	inf	1	8.869725240379175	8.869725240379175	[['10.312 1 + -0.008 y^2 + -0.003 x^3 + 0.001 x^2*y + -0.420 sin(y) + -0.136 cos(x) + 0.302 cos(y)/(x) + 6.989 sin(y)/(x) + -0.703 cos(x)/(y) + 7.774 sin(x)/(y) + -0.407 sin^2(x) * sin(y) + -0.180 cos^2(x) * sin(y) + -0.316 cos^2(y) * sin(x)', '10.021 x/y + -0.344 sin(y) + 0.731 cos(x) + -1.161 cos(y)/(x) + 4.967 sin(y)/(x) + -9.669 cos(x)/(y) + -2.583 sin(x)/(y) + -0.317 sin^2(x) * sin(y) + -0.251 cos^2(x) * sin(y)']]	sindy	allonger	e2	strogatz	4.655077934265137
4	bacres	30	1	891.7690303895611	899.5394412739597	[['13.976 1 + -0.073 x^2 + -0.007 y^2 + 0.001 x^3 + 2.364 sin(y) + 0.364 cos(x) + -2.536 cos(y) + 0.084 tan(x) + -0.019 tan(y) + -0.030 cot(x) + -0.002 cot(y) + 21.800 cos(y)/(x) + -34.101 sin(y)/(x) + -23.296 cos(x)/(y) + 32.099 sin(x)/(y) + -4.041 sin^2(x) * sin(y) + 1.368 cos^2(x) * sin(y) + 1.969 cos^2(y) * sin(x) + -0.008 sin(x) * cot(y) + 0.031 sin(y) * cot(x) + -0.012 cos(x) * cot(y) + -0.038 cos(y) * cot(x)', '1435.871 1 + -139.577 x + -14.688 y + 19.567 x^2 + 1.797 y^2 + -0.562 x^3 + -0.014 y^3 + -6.440 x*y + -827.683 x/y + -186.890 y/x + 0.137 x^2*y + 0.009 y^2*x + 3.920 sin(y) + 13.096 cos(x) + 20.606 cos(y) + -0.129 tan(x) + 0.023 tan(y) + 0.031 cot(x) + -0.143 cot(y) + -280.247 cos(y)/(x) + -88.477 sin(y)/(x) + -540.950 cos(x)/(y) + 71.241 sin(x)/(y) + 5.832 sin^2(y) * sin(x) + -11.968 sin^2(x) * sin(y) + -0.268 cos^2(y) * sin(x) + -0.145 sin(x) * cot(y) + 0.172 sin(y) * cot(x) + -0.041 cos(x) * cot(y) + -0.015 cos(y) * cot(x)']]	sindy	allonger	e2	strogatz	8.9095299243927
5	bacres	13	1	37182.13675524812	52062.66420630744	[['-18.907 1 + 14.809 x + -1.218 y + -0.944 x^2 + 0.145 y^2 + 0.009 x^3 + -0.001 y^3 + -0.555 x*y + 0.649 x/y + -6.743 y/x + 0.024 x^2*y + -9.786 sin(y) + -7.388 cos(x) + 16.248 cos(y) + 0.116 tan(x) + -0.252 tan(y) + -0.007 cot(x) + -0.060 cot(y) + -114.653 cos(y)/(x) + 127.916 sin(y)/(x) + 11.525 cos(x)/(y) + 2.704 sin(x)/(y) + -0.904 sin^2(y) * sin(x) + 0.386 sin^2(x) * sin(y) + -11.974 cos^2(y) * sin(x) + -0.038 sin(x) * cot(y) + 0.064 sin(y) * cot(x) + -0.085 cos(x) * cot(y) + 0.131 cos(y) * cot(x)', '408.448 1 + -152.972 x + 35.289 y + 13.459 x^2 + -0.289 y^2 + -0.314 x^3 + -2.500 x*y + -2.189 x/y + -59.531 y/x + 0.007 x^2*y + 0.023 y^2*x + 23.032 cos(x) + -84.453 cos(y) + 0.228 tan(x) + 0.610 tan(y) + 0.605 cot(x) + -0.070 cot(y) + 403.255 cos(y)/(x) + 303.013 sin(y)/(x) + -48.548 cos(x)/(y) + -33.706 sin(x)/(y) + -55.117 sin^2(y) * sin(x) + -29.292 sin^2(x) * sin(y) + 13.242 cos^2(x) * sin(y) + 60.047 cos^2(y) * sin(x) + 0.488 sin(x) * cot(y) + 1.196 sin(y) * cot(x) + 0.001 cos(x) * cot(y) + -1.619 cos(y) * cot(x)']]	sindy	allonger	e2	strogatz	8.93460750579834
6	bacres	inf	2	0.049495593408670865	0.049495593408670865	[['3.910 1 + -0.107 x^2 + 0.003 x^3 + 14.398 x/y + 0.001 x^2*y + 0.388 sin(y) + 0.021 cos(y) + -6.026 sin(y)/(x) + 2.534 cos(x)/(y) + -0.058 sin^2(x) * sin(y) + 0.071 cos^2(x) * sin(y) + -0.154 cos^2(y) * sin(x)', '9.668 x/y + -0.438 y/x + 0.571 sin(y) + 0.166 cos(x) + 0.033 cos(y) + -7.813 sin(y)/(x)']]	sindy	allonger	e2	strogatz	5.531914710998535
7	bacres	30	2	951.9202118518334	959.6964814724139	[['169.056 1 + -33.529 x + 3.114 x^2 + 0.001 y^2 + -0.089 x^3 + -0.239 x*y + -39.186 x/y + 0.006 x^2*y + 0.002 y^2*x + -1.367 sin(x) + -8.678 sin(y) + -0.772 cos(x) + -7.349 cos(y) + -0.008 tan(x) + 0.005 tan(y) + -0.002 cot(x) + 0.019 cot(y) + 86.541 cos(y)/(x) + 87.213 sin(y)/(x) + 6.525 cos(x)/(y) + -8.614 sin(x)/(y) + 0.076 sin^2(y) * sin(x) + -0.202 cos^2(y) * sin(x) + -0.003 sin(y) * cot(x) + 0.023 cos(x) * cot(y) + 0.005 cos(y) * cot(x)', '-67.014 y + 0.195 x^2 + -0.037 x^3 + 0.001 y^3 + 6.261 x*y + -15.314 x/y + 232.825 y/x + -0.151 x^2*y + -0.014 y^2*x + 23.628 sin(y) + -3.622 cos(x) + 5.151 cos(y) + -0.029 tan(x) + -0.042 tan(y) + -0.026 cot(x) + 0.064 cot(y) + -15.864 cos(y)/(x) + -271.254 sin(y)/(x) + -83.756 cos(x)/(y) + 17.633 sin(x)/(y) + 4.850 sin^2(y) * sin(x) + 1.814 sin^2(x) * sin(y) + -3.633 cos^2(y) * sin(x) + -0.188 sin(x) * cot(y) + -0.053 sin(y) * cot(x) + -0.063 cos(x) * cot(y) + 0.040 cos(y) * cot(x)']]	sindy	allonger	e2	strogatz	8.902643203735352
8	bacres	13	2	36667.996287993505	50035.45756186386	[['-48.119 1 + 4.551 y + 0.465 x^2 + -0.109 y^2 + -0.020 x^3 + 0.001 y^3 + -0.168 x*y + -15.245 x/y + 2.196 y/x + 0.002 x^2*y + 0.002 y^2*x + 0.398 sin(y) + -1.642 cos(x) + -2.459 cos(y) + 0.327 tan(x) + -0.083 tan(y) + -0.107 cot(x) + 0.128 cot(y) + 201.635 cos(y)/(x) + -176.109 sin(y)/(x) + -119.545 cos(x)/(y) + -85.087 sin(x)/(y) + 15.449 sin^2(x) * sin(y) + 25.657 cos^2(x) * sin(y) + -5.682 cos^2(y) * sin(x) + 0.344 sin(x) * cot(y) + -0.072 sin(y) * cot(x) + 0.190 cos(x) * cot(y) + 0.024 cos(y) * cot(x)', '195.541 1 + -94.145 x + -10.092 y + 9.902 x^2 + 0.222 y^2 + -0.292 x^3 + -0.001 y^3 + 0.999 x*y + 12.191 x/y + 5.607 y/x + -0.028 x^2*y + -0.009 y^2*x + -0.021 sin(x) + -5.054 sin(y) + -39.099 cos(x) + 6.053 cos(y) + -0.725 tan(x) + -0.050 tan(y) + 0.427 cot(x) + 0.047 cot(y) + -178.470 cos(y)/(x) + 368.150 sin(y)/(x) + 41.422 cos(x)/(y) + 397.690 sin(x)/(y) + -65.411 sin^2(y) * sin(x) + 38.100 cos^2(y) * sin(x) + 0.361 sin(x) * cot(y) + 1.871 sin(y) * cot(x) + 0.511 cos(x) * cot(y) + -0.882 cos(y) * cot(x)']]	sindy	allonger	e2	strogatz	9.215420484542847
9	bacres	inf	3	0.048814779414621805	0.048814779414621805	[['3.959 1 + -0.107 x^2 + 0.003 x^3 + 14.196 x/y + 0.001 x^2*y + 0.381 sin(y) + 0.020 cos(y) + -5.904 sin(y)/(x) + 2.828 cos(x)/(y) + -0.059 sin^2(x) * sin(y) + 0.065 cos^2(x) * sin(y) + -0.155 cos^2(y) * sin(x)', '9.566 x/y + -0.417 y/x + 0.571 sin(y) + 0.162 cos(x) + 0.037 cos(y) + -7.652 sin(y)/(x) + 0.460 cos(x)/(y) + -0.031 sin^2(y) * sin(x) + -0.057 cos^2(y) * sin(x)']]	sindy	allonger	e2	strogatz	5.6462788581848145
