stl_all_len100_snrinf_init0_obsxy,stl_all_len100_snr30_init0_obsxy,stl_all_len100_snr13_init0_obsxy,stl_all_len100_snrinf_init1_obsxy,stl_all_len100_snr30_init1_obsxy,stl_all_len100_snr13_init1_obsxy,stl_all_len100_snrinf_init2_obsxy,stl_all_len100_snr30_init2_obsxy,stl_all_len100_snr13_init2_obsxy,stl_all_len100_snrinf_init3_obsxy,stl_all_len100_snr30_init3_obsxy,stl_all_len100_snr13_init3_obsxy
27.097126960754395,24.426624298095703,15.488026857376099,12.227200031280518,15.406744480133057,13.978283882141113,19.787039756774902,18.67615008354187,12.808775901794434,18.41458773612976,19.107178211212158,15.363884687423706
inf,,,,,2.543375331958168,1.9368966997925617e+117,,,,1.8449777987939031,
(-8.83 + 0.00343/(0.08410000000000001*cos(467752057286.04798*(-(-x_0 - 0.045725425871534408)**3 - 1.2573164058319094e-5)**3 + 81.7) - 0.0006))*(0.33035645296170042*x_1 - 0.00015892203943514369),(0.05500000000000001 - 0.021020680198841061*((x_0 + 0.078401885210436532)**2 - 5.1522119067608858e-5)**2)*(-54.876762774893665*x_1 - 1.152700429680009) - 0.004829358135404745*sqrt(Abs(0.0029549026109558123*x_1 - 34.59994136151533) - 0.986567164179104) + 0.29400000000000004*cos(24.668160189675756*x_1 + 0.4895266354571193) - 0.0019,1.5*arctan(0.8926940664630168 - 13.03034014468704*x_1) + 3.0*sin(0.3*tan(126.06165785071004*x_0 + 3.326786371789779) - 0.01),(-22.2 - 0.20900000000000002/(-9.52*cos(7.09*sin(14.0706783538308*x_0 - 0.54897062767144677) - 0.00743) - 11.3))*(0.13300271206384276*x_1 - 0.0001462687813052459),-2.8575006521298413*x_1 - 0.3751478162426472*exp(-4.555804811115463*tan(50.0763529272677*x_0 - 11.55607542286109) - 4.191897987370406*Abs(95.9000927342574*x_0 - 3.24256205685653)) + 0.13197778382660199 + 69.71475012178219/(-68.35052673564323*x_0 - 426.70147424836374),-2.8267488948076824*x_1 + (0.004281064407384783*x_0 + 0.019878199866065136)*(99.0*sin(128.4319322215435*x_0 - 2.9540040180459332) + 0.01) - 0.1993480614278221,(0.00452 - 0.056600000000000004/((-0.00015999999999999999 + 1/(1.1463129162216406*x_0 + 0.011313976608568934))*(-0.006109847843461344*x_0 - 27.200064727395323)*(10.342100671785447*x_1 + 15.40911441385724)))*(77.4 + 0.0342/(0.41100000000000003*cos(76.459071511983431*x_0 + 5.850003239791548) + 0.067))*(0.059608271643525317*x_0 - 0.96336851321635452)*(8.7510082607415306*x_1 + 0.00840450403304827),-3.1452211057124577*x_1 - (0.0089 - 6.52726956096*(0.07180365296803654 - cos(28.40901103999011*x_0 + 35.934830995168832 - 3.43/(-6.5666519467480591*(0.24018384494731153*x_0 + 1)**2 - 0.5780000000000001)))**3)*(0.2427619391096543*(x_0 - 0.028040011801531795)**2 - 0.09050000000000001) - 0.17940467667244206,-4.5878046592616581e-7*x_1 - 7.420882959077903e-8*tan(-0.034900236529904738*x_0 + 10.812492949231344*x_1 + 1.7481078769551199) + 0.70711944296052351,-2.936180894256781*x_1 - 0.018478577239642439*(-x_1 - 0.057575886230233911)**3*(x_1 - 0.57407373047656381)**3*(0.587951807228916*tan((0.001898139597799951 - 6.106569250780129*x_0)*(0.27829888475999051*x_1 + 0.03591935299102764) - 66.3*Abs(0.0022595826881889136*x_1 - 4.2198691226844304) + 0.43) + 1)**3 + 0.0059334317460386973,(0.041 - 0.9900000000000001/(37.6*cos(44.921455492960155*x_1 - 1.6720702147630154) - 78.7))*(-54.338417834260582*x_1 - 2.162308833700262 + 6.37/(-4.283706521357348*x_0 - 0.020800000000000003*Abs(1236.9072380275472*(-0.38091673212622243*x_0 + 0.00011944702194356719*x_1 + 1)**2 - 0.0055) + 0.0082880351024891496) + 0.0171/(-0.043267124270839808*x_1 - 0.028479309141588034)),-3.2713884581093126*x_1 - (0.057782022769803227 - 0.074010499337454038*x_1)*(-0.33335821550315432*x_1 + (6.9736248978428595*x_0 + 5.3781563938090715)*(-0.0040799065180983063*x_1 - 0.0002380330305049651) - 0.02059904029735691) + 2.68288422912*(cos(111.4564944302578*x_0 + 1.6400435532560573) - 0.0121759259259259)**3 + 0.274258149320714
-(-3.2419401504000235*x_0 - 0.0963237030014263)*(0.041032703999999996*(-0.19080353631064644*(-x_1 - 0.033312150654402234)**2 - 1)**2 + 0.883) + 0.0049299999999999995*tan(1.64467017970169*sqrt(0.014162044099159337*(0.017642289173050118 - x_1)**2*(0.0426436218165701*x_1 + (-0.59545839497143285*x_0 - 0.01886476177577218)*(48.829579302307115*x_1 + 0.90254427225878952) - 0.053220195514253785)**2 + 1) + 0.29400000000000004) - 0.09450000000000001,1.183805928631671*x_0 - 0.0094055605429084572*x_1 - (0.068515248159911243*x_0 - 0.0028351912664525333)*(-8.4210752378560934*(0.00029475820931760216*sqrt(1 - 0.89057451188907936*x_0) + (x_1 + 0.019844472862714686)**2 + 0.17254007403264588)**2 - 23.2) - 0.018430667376956573 - 10.200000000000001/(0.0083634297113660039*x_1 - 71.4*sin(7.9890366580282598*x_0 + 0.366691983602832) - 0.06735403214605358),2.4193651506701928*x_0 + 0.01250386175500271*x_1 + (0.0070288924377365594*x_0 - 0.00896952463866384)*(23.03342954868921*x_1 + 0.4159145289795158) - 2.14*sin(45.67200030511518*x_1 + 0.063107666033668504) + 0.0732*tan(7.067972381512061*x_1 + 20.103962915464) + 0.39914715323319795,2.95714287614164*x_0 + 0.0031033270532785843 + 0.09100000000000001/(-53.800000000000004*sin(4.0*Abs(329.2365827692343*sqrt(0.7193078862564103*x_1 + 1) + 86.5) - 0.741) - 0.92),2.993332771673988*x_0 + 0.31*cos(479.1000400565863*(x_0 + 0.026780547596788738)**2 + 8.65) - 0.034*tan(50.5 + 0.0063/(0.009444843019128201 - 0.10231399358001412*x_1)) - 0.0020101969063900957,2.6828003619611308*x_0 - 0.35758373519317183*x_1 + (-21.8*cos(0.0476 - 0.12300000000000001/(0.04353193298003831*x_1 + 0.024349960145988463)) - 7.8)*(0.0756*cos(106.3130994500554*x_0 + 0.012367026414783609*x_1 - 5.8100000000000005*sin(0.0534*Abs(0.1135909089426096*x_0 - 0.8312317635537385) + 0.0026999999999999997) - 3.4030336782803869) - 0.00692) - 0.057495613703134541,(-6.8425552570620901*x_0 - 0.0063399254065287819)*(4.219120443585846*(-0.040923966416514527*x_1 + (0.05769560834923584 + 0.0001681399465042053/(0.6039975706769363 - 0.9060246982961153*Abs(-8.400002657224999*tan((3.313107418789266 - 2.0467860418962652*(x_1 - 0.55475258001460033)**2)*(51.19640485660328 - 0.086502107452309442*x_1)*(-10.430830531034448*x_1 - 21.038620332182182)) - 0.07810071659919443)))*(0.4479638480425448 - 1.5555946271918564*x_1)*(-1.8816015297528757*x_1 - 0.11133580375307171) - 0.032909412126901312)**3 - 0.4293226336495766),5.0299998176866785*sin(0.63003715673271994*x_0 + (-0.9620000003739481 + 0.03608697603372786*exp(-5.2545988433475147*x_1))*(0.0057749761254672846*x_1 + 0.0003319040719315974) - 5.617008188875672e-5) + 0.3170000591967757*sin(91.59999998873927*tan(0.002440712181812766 - 5.589994908141284/(55.236321884366988*x_1 + 5.5345871045784002)) + 96.90770000083464 + 436623421078.64874*exp(-0.1935936643999971*x_0)) + 0.025000075598152579,(30.7*log(7.6000000000000005*Abs(0.02005457836003909*x_1 - 0.004452900789865978) + 0.00379) + 0.391)*(-0.010700000000000001*(-3.3381340577607293*x_0 - 0.034631939987371582)*cos(0.80746756262050086*x_0 - 0.0046088161448537037*x_1 + 2.5918050688444067 - 0.651/(0.46350442491204726*x_0 + 0.66516427604104814*x_1 - 54.172684500050434)) - 0.030400000000000003*sin(22.103860652739966*x_0 - 0.23924796494848547) - 0.0026),(1.195023336747579*x_0 + 0.0003585441100195791)*(0.018400000000000003*arctan((1.195023336747579*x_0 - 12.80037145588998)*(0.49309704209349042*(-x_1 - 0.037730216175650472)**3 - 0.509)*(0.0043857356458636145*x_0 + 146.5803957515535*sqrt(0.13203853767090563*x_1 + 1) + 59.639998636756887)) + 0.0339)*(0.095*tan(14.93779170934474*x_0 - 0.6216431986247553) + 42.300000000000004),2.9950148659072269*x_0 + (0.84625404823848446*x_1 + 0.0018482523281188344)*((-9.86 - 3.48/(0.02493349208891245 - 8.7225333345744337*x_0))*(-0.05381480894518563*x_0 - 6.3340561804384209e-5) - 0.863*cos((1.193233014305668*x_0 - 1.7785955529533396)*(77.79879253272956*x_0 - 20.608430052557741)*(-0.10689524819854541*x_1 - 0.24737241082039398)) + 0.00698) - 0.090974837912882396,-(-6.1452951855676727*x_0 - 0.023609738890218685)*(0.51*cos(1.2438739384446056*x_1 + 0.075281045885660089) + 0.0437) + 1.92*cos(66.962073545991*(0.01142262614989308 - (cos(6.7417967463697623*x_1 - 0.008664931299722345) - 0.4601769911504424)**2)**2 - 0.009179999999999999) - 0.399
,,,,,,,,,,,
