  complexity    length       TE    TE_inf  expr_x    expr_y           index_column  method    exp_type    data_version    system      snr    init
           6         8  3.86328   5.63505  0.022*y   0.141*y                     0  proged    numdif      all             bacres       13       0
           8        13  2.05849   3.24107  0.022*y   20.0 - 0.96*x               1  proged    numdif      all             bacres       13       0
