	complexity	length	TE	TE_inf	expr_x	expr_y	index_column	method	exp_type	data_version	system	snr	init
0	6	8	4.538470282279522	4.538470282279522	-0.006*y	0.307*x	0	proged	numdif	all	bacres	inf	0
1	8	13	3.0841113273137735	3.0841113273137735	5.467 - 0.131*y	0.307*x	1	proged	numdif	all	bacres	inf	0
2	10	18	1.0599202536463663	1.0599202536463663	5.467 - 0.131*y	10.963 - 0.17*y	2	proged	numdif	all	bacres	inf	0
3	13	25	0.14543383268022628	0.14543383268022628	-0.634*x - 0.155*y + 15.276	10.963 - 0.17*y	3	proged	numdif	all	bacres	inf	0
4	15	28	0.11571338827062129	0.11571338827062129	-0.634*x - 0.155*y + 15.276	7.502	4	proged	numdif	all	bacres	inf	0
5	7	10	4.398146209781394	4.398146209781394	0	0.307*x	5	proged	numdif	all	bacres	inf	0
6	9	15	1.422417117627033	1.422417117627033	-0.012*x*y + 6.931	0.307*x	6	proged	numdif	all	bacres	inf	0
7	11	20	0.32704305292638947	0.32704305292638947	-0.012*x*y + 6.931	10.963 - 0.17*y	7	proged	numdif	all	bacres	inf	0
8	18	30	0.03467940143393933	0.03467940143393933	-0.999*x + 19.941 - 1.965*y/x	7.502	8	proged	numdif	all	bacres	inf	0
9	22	36	0.008640922756409028	0.008640922756409028	-0.999*x + 19.941 - 1.965*y/x	-0.004*y + 10.007 - 1.926*y/x	9	proged	numdif	all	bacres	inf	0
10	19	29	0.00892662602429623	0.00892662602429623	-0.999*x + 19.941 - 1.965*y/x	9.973 - 1.968*y/x	10	proged	numdif	all	bacres	inf	0
11	32	58	0.0034370596931999433	0.0034370596931999433	0.003*x*y**2/(-2.444*x - 0.086*y + 20.0) - 1.007*x + 18.289	-0.004*y + 10.007 - 1.926*y/x	11	proged	numdif	all	bacres	inf	0
12	29	51	0.0050524358708282065	0.0050524358708282065	0.003*x*y**2/(-2.444*x - 0.086*y + 20.0) - 1.007*x + 18.289	9.973 - 1.968*y/x	12	proged	numdif	all	bacres	inf	0
13	17	29	0.07825629896405889	0.07825629896405889	-7.285 + 6.392/sin(0.033*y)	7.502	13	proged	numdif	all	bacres	inf	0
14	26	45	0.005103580790633516	0.005103580790633516	-0.975*x + 19.652 - 1.905*y/x	-0.004*y + 10.007 - 1.926*y/x	14	proged	numdif	all	bacres	inf	0
15	23	38	0.007208919460708828	0.007208919460708828	-0.975*x + 19.652 - 1.905*y/x	9.973 - 1.968*y/x	15	proged	numdif	all	bacres	inf	0
