t,x,y,u,v,dx,dy,du,dv
0.0,-2.9795793986848826,-4.6147832418593255,-3.040389713915212,-4.986732749175384,24.489901530774507,23.72782314238802,-5.490464073592496,28.580607009827013
0.1,-0.5305892456074318,-2.2420009276205235,-3.5894361212744617,-2.1286720481926826,15.452542939278661,14.12818382428008,-3.18155936238651,22.485924346970567
0.2,0.11092918917084958,-1.7891464770033092,-3.676701586392514,-0.48954787978126996,5.135322891819258,4.19200827756424,-0.518073048214891,12.907849005943502
0.30000000000000004,0.49647533275641975,-1.4035992721076753,-3.69305073091744,0.4528977529960182,3.5728826326902166,4.033159933756458,0.26746061021019285,7.3813213930919925
0.4,0.825505715708893,-0.9825144902520174,-3.6232094643504755,0.9867163988371286,2.377724682001768,4.040048777668718,1.6948249518738923,5.238764433094831
0.5,0.9720202691567734,-0.5955895165739317,-3.3540857405426614,1.5006506396149846,1.4239397200978487,4.421052894969726,1.6547396997743014,2.6450221812441166
0.6000000000000001,1.1102936597284627,-0.09830391125807209,-3.2922615243956153,1.515720835085952,0.19430226059341416,4.709694332536319,1.93930837561344,2.4103864793563243
0.7000000000000001,1.0108807212754563,0.3463493499333323,-2.9662240654199734,1.9827279354862495,-1.0430723333561909,4.412916370292155,1.933920760950334,1.4270930484578348
0.8,0.9016791930572245,0.7842793628003591,-2.9054773722055485,1.8011394447775189,-2.0610114219335065,3.7027667814972385,1.647365360519959,1.2142866397853935
0.9,0.5986784368887549,1.08690270623278,-2.6367509933159816,2.225585263443328,-3.6599806232328507,2.4450862547665024,2.245068651660911,2.0294277291992024
1.0,0.1696830684106544,1.2732966137536597,-2.4564636418733663,2.2070249906173594,-4.032634321730506,1.484323966145712,1.15116758774223,2.079983055291048
1.1,-0.2078484274573463,1.3837674994619225,-2.4065174757675356,2.641581874501538,-3.692524152386084,0.1613333099505776,2.4010719832718896,2.4353284842202805
1.2000000000000002,-0.5688217620665624,1.3055632757437752,-1.9762492452189884,2.6940906874614154,-3.454213438172095,-0.8109008041146082,3.5878440270202603,2.118011574015377
1.3,-0.8986911150917654,1.2215873386390008,-1.6889486703634835,3.0651841893046132,-2.8107951603154238,-1.7507930643562553,3.214764011991107,3.3338702653398045
1.4000000000000001,-1.1309807941296472,0.9554046628725241,-1.333296442820767,3.3608647405293763,-1.7053171304899017,-1.9763304497834588,3.1810747212415356,2.0388395076583077
1.5,-1.2397545411897457,0.826321248682309,-1.0527337261151763,3.4729520908362748,-0.6328418325297991,-1.4757552369875186,3.658635431970417,3.1233532968208277
1.6,-1.257549160635607,0.6602536154750204,-0.6015693564266835,3.985535399893542,-0.6485842604799907,-1.4091793804076047,3.6630739496763645,3.612428146613005
1.7000000000000002,-1.3694713932857439,0.5444853726007881,-0.3201189361799034,4.195437720158876,-0.3872926587066172,-1.0239628485252028,3.908735337156363,3.4106270270068295
1.8,-1.3350076923769305,0.4554610457699798,0.18017771100458915,4.667660805294908,0.2564714637268961,-0.7553486759404099,4.51246575083969,1.7129883042851457
1.9000000000000001,-1.3181771005403646,0.39341563741270613,0.5823742139880346,4.538035381015905,0.16426716026510468,-0.4879202112869088,4.310905690889711,-1.6417114408369482
2.0,-1.3021542603239096,0.35787700351259805,1.0423588491825313,4.339318517127518,0.05255034207250597,-0.9906198159636945,4.405040699734648,-3.3169701938830642
2.1,-1.3076670321258634,0.1952916742199672,1.4633823539349642,3.874641342239292,0.1237769787339782,-1.4059874066830573,4.167118474636513,-6.729482483996178
2.2,-1.277398864577114,0.07667952217598653,1.875782544109834,2.9934220203282824,0.6684579633536147,-1.4105677071818084,3.2070383430328775,-8.703668801645893
2.3000000000000003,-1.1739754394551405,-0.08682186721639448,2.1047900225415397,2.133907581910113,0.7030053877984532,-2.1037513942030306,1.483037376970574,-9.420600969320077
2.4000000000000004,-1.1367977870174233,-0.3440707566646196,2.1723900195039487,1.109301826464267,0.9450866482334608,-2.0276428709270804,0.9701930661072611,-9.009151204512024
2.5,-0.9849581098084483,-0.4923504414018106,2.298828635762992,0.33207734100770814,1.8363997647620938,-1.9572309025970813,0.6430312018424633,-7.837639448174222
2.6,-0.7695178340650045,-0.7355169371840359,2.3009962598724414,-0.45822606317057757,2.1635997447964175,-2.523698337162207,0.047470465516927796,-6.421954682708463
2.7,-0.5522381608491648,-0.9970901088342521,2.3083227288663775,-0.9523135955339844,3.4041352109802734,-2.092718216109605,-0.8878636602775636,-4.856997474496175
2.8000000000000003,-0.08869079186894974,-1.154060580405957,2.1234235278169287,-1.4296255580698125,3.8730312171044328,-1.043175175488067,-1.6226454232676468,-4.446474911457649
2.9000000000000004,0.22236808257172183,-1.2057251439318655,1.983793644212848,-1.8416085778255142,3.306452793472836,0.045268246724682326,-2.272632080215283,-3.59637294804754
3.0,0.5725997668256174,-1.1450069310610205,1.668897111773872,-2.1489001476793206,3.1751774641651673,0.3770288358683316,-2.0980802552702715,-4.16853074209681
3.1,0.8574035754047553,-1.1303193767581992,1.5641775931587938,-2.6753147262448764,2.260656275484741,1.160588746747131,-2.099656128784162,-3.662150853802253
3.2,1.0247310219225656,-0.9128891817115943,1.2489658860170396,-2.881330318439771,1.4822208925538671,1.6909699238157687,-2.782254543548406,-3.0467933048785523
3.3000000000000003,1.1538477539155287,-0.7921253919950454,1.0077266844491126,-3.284673387220587,1.3586519043828782,1.9320641185755187,-2.9034974305763495,-3.697129631588596
3.4000000000000004,1.2964614027991412,-0.5264763579964905,0.6682663999017697,-3.6207562447574904,0.9455466817838709,1.7117976074747971,-4.270284421997789,-2.362977722632509
