	complexity	length	TE	TE_inf	expr_x	expr_y	index_column	method	exp_type	data_version	system	snr	init
0	6	8	4.321282663180834	4.321282663180834	0.013*x	0.202*x	0	proged	numdif	allonger	bacres	inf	2
1	8	13	2.5693339990729416	2.5693339990729416	0.013*x	12.07 - 0.225*y	1	proged	numdif	allonger	bacres	inf	2
2	15	27	0.38148038927141154	0.38148038927141154	-0.455*x - 0.171*y + 13.243	0.695*x - 0.139*y	2	proged	numdif	allonger	bacres	inf	2
3	16	27	0.31371986796122225	0.31371986796122225	-0.455*x - 0.171*y + 13.243	9.918 - 1.944*y/x	3	proged	numdif	allonger	bacres	inf	2
4	14	28	0.48709729113141165	0.48709729113141165	-0.455*x - 0.171*y + 13.243	9.207*cos(0.03*y)	4	proged	numdif	allonger	bacres	inf	2
5	9	15	2.1572696423968303	2.1572696423968303	-0.013*x*y + 6.734	0.202*x	5	proged	numdif	allonger	bacres	inf	2
6	11	20	0.6665777954285964	0.6665777954285964	-0.013*x*y + 6.734	12.07 - 0.225*y	6	proged	numdif	allonger	bacres	inf	2
7	13	22	0.5252558036976785	0.5252558036976785	-0.013*x*y + 6.734	0.695*x - 0.139*y	7	proged	numdif	allonger	bacres	inf	2
8	12	23	0.6205106940745807	0.6205106940745807	-0.013*x*y + 6.734	9.207*cos(0.03*y)	8	proged	numdif	allonger	bacres	inf	2
9	30	54	0.0009906990730762975	0.0009906990730762975	15.872*x*y/(-7.936*x**2 - 15.859) - 1.0*x + 19.999	19.799*y/(-9.713*x - 3.78) + 10.009	9	proged	numdif	allonger	bacres	inf	2
10	33	61	0.00029833794564660597	0.00029833794564660597	15.872*x*y/(-7.936*x**2 - 15.859) - 1.0*x + 19.999	0.003*y - 16.055*y/(7.63*x + 4.358) + 10.0	10	proged	numdif	allonger	bacres	inf	2
11	36	66	9.037919801996319e-05	9.037919801996319e-05	15.872*x*y/(-7.936*x**2 - 15.859) - 1.0*x + 19.999	-18.848*x*y/(9.422*x**2 + 18.937) + 10.0	11	proged	numdif	allonger	bacres	inf	2
12	40	75	8.16957642704753e-05	8.16957642704753e-05	15.872*x*y/(-7.936*x**2 - 15.859) - 1.0*x + 19.999	-19.825*x*y/(9.912*x**2 - 0.005*y + 19.995) + 10.0	12	proged	numdif	allonger	bacres	inf	2
13	18	29	0.16918214197204945	0.16918214197204945	-1.006*x + 20.0 - 1.948*y/x	0.695*x - 0.139*y	13	proged	numdif	allonger	bacres	inf	2
14	22	36	0.0476206985632477	0.0476206985632477	-1.006*x + 20.0 - 1.948*y/x	-0.006*y + 10.023 - 1.903*y/x	14	proged	numdif	allonger	bacres	inf	2
15	19	29	0.04882572445528664	0.04882572445528664	-1.006*x + 20.0 - 1.948*y/x	9.918 - 1.944*y/x	15	proged	numdif	allonger	bacres	inf	2
16	17	30	0.2867884052707552	0.2867884052707552	9.89 - 0.182*y	0.695*x - 0.139*y	16	proged	numdif	allonger	bacres	inf	2
17	27	49	0.0018939657397216373	0.0018939657397216373	-0.999*x + 17.56*y/(-8.602*x - 3.532) + 19.988	19.799*y/(-9.713*x - 3.78) + 10.009	17	proged	numdif	allonger	bacres	inf	2
18	26	46	0.0035083228031297115	0.0035083228031297115	-0.999*x + 17.56*y/(-8.602*x - 3.532) + 19.988	-0.006*y + 10.023 - 1.903*y/x	18	proged	numdif	allonger	bacres	inf	2
19	23	39	0.023059116978203807	0.023059116978203807	-0.999*x + 17.56*y/(-8.602*x - 3.532) + 19.988	9.918 - 1.944*y/x	19	proged	numdif	allonger	bacres	inf	2
