t,x,y,dx,dy
0.0,4.26461875246862,4.76102165511013,0.6634504936366525,1.2378850878103087
0.01,4.271253257404987,4.773400505988233,0.663606771772951,1.238767811164454
0.02,4.277890887904079,4.785797011333419,0.6639009641665528,1.24045507022168
0.03,4.284531276688318,4.798209607392667,0.6641585978492959,1.241985450892713
0.04,4.291174059861065,4.810636720351273,0.6643800168306679,1.243357996715888
0.05,4.297818877024931,4.8230767673269845,0.6645655766774006,1.244571855872012
0.06,4.304465371394613,4.835528157468714,0.6647156433269963,1.2456262814979358
0.07,4.311113189891471,4.847989292956943,0.6648305923150133,1.246520631526904
0.08,4.3177619832409135,4.860458570099252,0.6649108083593536,1.2472543723198282
0.09,4.324411406058658,4.87293438040334,0.6649566844616928,1.2478270781038248
0.1,4.331061116930147,4.885415111661328,0.6649686213471728,1.2482384317220152
0.11,4.337710778485602,4.89789914903778,0.6649470265022384,1.248488225417299
0.12,4.344360057460192,4.910384876169674,0.664892313516452,1.2485763610343703
0.13,4.351008624755931,4.9228706762584675,0.6648049015367974,1.2485028499958695
0.14,4.357656155490928,4.935354933169592,0.6646852143896709,1.248267813373083
0.15,4.364302329043724,4.947836032525929,0.6645336798874801,1.2478714816198888
0.16,4.370946829088678,4.960312362801989,0.6643507290826189,1.2473141942565213
0.17,4.3775893436253766,4.97278231641106,0.6641367956056854,1.246596399125277
0.18,4.384229565000791,4.985244290784495,0.6638923149544951,1.2457186516573682
0.19,4.3908671899244665,4.997696689444207,0.6636177238089402,1.2446816139187966
0.2,4.39750191947697,5.010137923062871,0.6633134593668544,1.2434860533412806
0.21,4.4041334591118035,5.022566410511033,0.6629799586405749,1.2421328420549216
0.22,4.410761518649782,5.034980579903969,0.6626176578452103,1.2406229550182335
0.23,4.417385812268708,5.047378869611397,0.6622269918528545,1.238957467235302
0.24,4.424006058486839,5.059759729248675,0.6618083935058916,1.237137553152312
0.25,4.430621980138826,5.0721216206744435,0.6613622929793284,1.235164485675222
0.26,4.437233304346425,5.08446301896218,0.6608891172938502,1.2330396328008586
0.27,4.443839762484703,5.096782413330461,0.6603892898063624,1.230764454925115
0.28,4.450441090142553,5.109078308060682,0.6598632296482609,1.2283405032459171
0.29,4.457037027077668,5.121349223395379,0.6593113512280979,1.2257694175405565
0.3,4.463627317167115,5.133593696411493,0.6587340637860706,1.2230529231796794
0.31,4.470211708353389,5.145810281858973,0.6581317709577039,1.2201928282595365
0.32,4.476789952586269,5.157997552976684,0.6575048703564512,1.2171910210061032
0.33,4.483361805760518,5.170154102279095,0.6568537531978169,1.21404946686674
0.34,4.489927027650225,5.182278542314019,0.6561788039445737,1.2107702054421576
0.35000000000000003,4.49648538183941,5.194369506387938,0.6554803999759162,1.20735534741776
0.36,4.503036635649743,5.206425649262374,0.6547589112953389,1.2038070714104787
0.37,4.5095805600653165,5.218445647816147,0.6540147002631613,1.2001276207508127
0.38,4.5161169296550066,5.23042820167739,0.6532481213579633,1.1963193002183292
0.39,4.522645522492476,5.242372033820514,0.6524595209646655,1.1923844727484312
0.4,4.5291661200743,5.254275891132359,0.6516492371943183,1.1883255559746786
0.41000000000000003,4.535678507236362,5.2661385449400075,0.6508175997298249,1.1841450187147107
0.42,4.542182472068896,5.277958791506653,0.6499649297029286,1.1798453780360152
0.43,4.548677805830421,5.289735452500728,0.6490915395998886,1.1754291956166174
0.44,4.555164302860894,5.301467375418985,0.6481977331953548,1.1708990739955905
0.45,4.561641760494328,5.31315343398064,0.6472838054854879,1.1662576534047897
0.46,4.568109978970604,5.324792528487081,0.6463500426821867,1.1615076083894227
0.47000000000000003,4.5745687613479715,5.336383586148428,0.6453967222498136,1.156651644464679
0.48,4.5810179134156,5.347925561376375,0.6444241128921391,1.1516924944578122
0.49,4.587457243605814,5.359417436037584,0.643432474610206,1.14663291520265
0.5,4.593886562907804,5.370858219680428,0.6424220588212126,1.1414756845619767
0.51,4.600305684782239,5.382246949728824,0.6413931084227276,1.136223597884456
0.52,4.606714425076259,5.393582691638117,0.6403458579005594,1.130879464685508
0.53,4.61311260194025,5.404864539022534,0.639280533501374,1.125446105726935
0.54,4.619500035746286,5.416091613752656,0.6381973533748475,1.1199263498218759
0.55,4.625876549007747,5.427263066018972,0.6370965277326057,1.1143230306915441
0.56,4.632241966300938,5.4383780743664865,0.6359782590592999,1.1086389841091115
0.5700000000000001,4.638596114188933,5.449435845701154,0.6348427423136016,1.1028770449693415
0.58,4.6449388211472105,5.460435615265873,0.6336901651334159,1.0970400443833128
0.59,4.651269917491601,5.47137664658882,0.6325207080819517,1.0911308070330694
0.6,4.6575892353088495,5.482258231406535,0.6313345448916596,1.0851521485074844
0.61,4.663896608389434,5.49307968955897,0.6301318427058167,1.079106872618052
0.62,4.670191872162966,5.503840368858896,0.6289127623510637,1.0729977690188797
0.63,4.6764748636364555,5.514539644939347,0.6276774586110534,1.0668276108358743
0.64,4.682745421335187,5.525176921075613,0.6264260804970334,1.0605991522298464
0.65,4.689003385246396,5.535751627983944,0.6251587715366824,1.0543151262926376
0.66,4.6952485967659205,5.546263223601466,0.6238756700652548,1.0479782429797968
0.67,4.701480898647701,5.55671119284354,0.6225769095176581,1.0415911869438688
0.68,4.707700134956274,5.567095047340343,0.6212626187243497,1.0351566157311254
0.6900000000000001,4.713906151022188,5.577414325158163,0.6199329222080774,1.0286771580460652
0.7000000000000001,4.720098793400435,5.587668590501265,0.6185879404871475,1.0221554118855725
0.71,4.726277909831931,5.597857433395874,0.6172277903783829,1.015593942834636
