  complexity    length         TE     TE_inf  expr_x                                              expr_y                                                               index_column  method    exp_type    data_version    system      snr    init
          19        37  0.0586819  0.0586819  0.999*y                                             -1.897*x**2*y - 0.964*x + 1.915*y - 0.036                                       0  proged    numdif      allonger        myvdp       inf       2
          15        25  1.27475    1.27475    0.999*y                                             -1.612*x**2*y - 0.914*x                                                         1  proged    numdif      allonger        myvdp       inf       2
           7        10  2.71842    2.71842    0.999*y                                             1.587*x*y                                                                       2  proged    numdif      allonger        myvdp       inf       2
           6         8  7.97058    7.97058    0.999*y                                             -0.195*x                                                                        3  proged    numdif      allonger        myvdp       inf       2
          11        18  2.19038    2.19038    0.999*y                                             -0.094*x**4*y + 1.245                                                           4  proged    numdif      allonger        myvdp       inf       2
          13        20  1.28238    1.28238    0.999*y                                             -1.612*x**2*y - 0.914*x                                                         5  proged    numdif      allonger        myvdp       inf       2
          21        41  0.0353573  0.0353573  0.999*y                                             -1.906*x**2*y - 0.043*x*y - 0.962*x + 1.925*y - 0.04                            6  proged    numdif      allonger        myvdp       inf       2
          16        27  0.0818845  0.0818845  0.999*y                                             -1.898*x**2*y - 0.955*x + 1.915*y                                               7  proged    numdif      allonger        myvdp       inf       2
           9        13  2.51852    2.51852    0.999*y                                             -0.005*x**6*y                                                                   8  proged    numdif      allonger        myvdp       inf       2
          26        50  0.0161604  0.0161604  0.999*y                                             -2.026*x**2*y - 0.002*x*y/(y + 4.096) - 1.011*x + 2.021*y + 0.009               9  proged    numdif      allonger        myvdp       inf       2
          43        87  0.0115496  0.0115496  -0.002*x*y + 1.001*y - 0.001*y/(y + 4.102) - 0.e-3  -2.026*x**2*y - 0.002*x*y/(y + 4.096) - 1.011*x + 2.021*y + 0.009              10  proged    numdif      allonger        myvdp       inf       2
          52       102  0.0114993  0.0114993  1.0*y                                               -2.026*x**2*y - 0.002*x*y/(y + 4.096) - 1.011*x + 2.021*y + 0.009              11  proged    numdif      allonger        myvdp       inf       2
