  index    complexity    length       TE    TE_inf  expr_x                            expr_y                                                 expr_z                     index_column  method    data_version    system      snr    init
   2303            37       163  2.37699   2.37699  (x1 - x2)*(0.028*x1**2 - 10.489)  (4596.275 - 183.914*x3)/(x1 + 154.559/x1) + 7.824      x1*x2 - 2*x3                       2303  dso       all             lorenz      inf       2
    783            34       154  2.43053   2.43053  -8.006*x1 + 8.006*x2              -x1 + (4274.65 - 162.651*x3)/(x1 + 133.405/x1) + 7.32  x1*x2 - 2*x3                        783  dso       all             lorenz      inf       2
   1243            29       157  2.60088   2.60088  -8.023*x1 + 8.006*x2              x1*(0.002*x1**2*(x3 - 32.52) - 0.917*x3 + 25.287)      x1*x2 - 2*x3                       1243  dso       all             lorenz      inf       2
   1069            26        96  2.62733   2.62733  -8.023*x1 + 8.006*x2              x1*(27.357 - x3)                                       x1/2 + x2**2/2 - 3*x3/2            1069  dso       all             lorenz      inf       2
    583            21       102  2.64582   2.64582  -8.006*x1 + 8.006*x2              x1*(18.596 - 0.696*x3)                                 x1*x2 - 2*x3                        583  dso       all             lorenz      inf       2
    521            17        55  5.69678   5.69678  -8.006*x1 + 8.006*x2              -x1 + x2                                               x1/x2                               521  dso       all             lorenz      inf       2
      0            15        24  6.0252    6.0252   -x1 + x2                          -x1 + x2                                               -x1 + x2                              0  dso       all             lorenz      inf       2
