  index    complexity    length        TE    TE_inf  expr_x                              expr_y                                     expr_z                    index_column  method    data_version    system      snr    init
   3414            30       191   1.34359   1.2947   -6.248*x1 + 6.248*x2 + x3 - 26.397  x1*(-17.914 + 584.189/(x3 + 12.831)) + x3  0.713*x1*x2 - 1.873*x3            3414  dso       all             lorenz       30       3
   2608            28       165   1.6294    1.59991  -6.894*x1 + 6.961*x2                x1*(-17.914 + 584.189/(x3 + 12.831)) + x3  0.713*x1*x2 - 1.873*x3            2608  dso       all             lorenz       30       3
    994            26       163   1.8494    1.8395   -6.957*x1 + 6.957*x2                x1*(-17.914 + 584.189/(x3 + 12.831)) + x3  0.399*x2*(x1 - 8.409)              994  dso       all             lorenz       30       3
   2515            21       138   3.26905   3.29336  -6.894*x1 + 6.961*x2                -0.548*x1*(x3 - 26.796)                    0.713*x1*x2 - 1.873*x3            2515  dso       all             lorenz       30       3
      2            14        77   6.67347   6.68256  -x1 + x2                            x3 - 26.186                                0.399*x2*(x1 - 8.409)                2  dso       all             lorenz       30       3
      0            13        54  12.5465   12.5461   -x1 + x2                            x3 - 26.186                                10.258 - x2                          0  dso       all             lorenz       30       3
