	index	complexity	length	TE	TE_inf	expr_x	expr_y	expr_z	index_column	method	data_version	system	snr	init
3	377	19	32	7.838653380649189	7.838653380649189	-2*x1 + 2*x2	-x1 + x2	x1*x2 - 2*x3	377	dso	all	lorenz	inf	3
1	54	18	35	8.723863580583842	8.723863580583842	-x1 + x2	-4*x1 + x2 + x3	x1*x2 - 2*x3	54	dso	all	lorenz	inf	3
2	374	17	27	9.47926791443514	9.47926791443514	-2*x1 + 2*x2	-x1 + x2	x1 - x2	374	dso	all	lorenz	inf	3
0	34	15	25	11.03267082375138	11.03267082375138	-x1 + x2	-3*x1 + x3	x1 - x2	34	dso	all	lorenz	inf	3
