	index	complexity	length	TE	TE_inf	expr_x	expr_y	expr_z	index_column	method	data_version	system	snr	init
4	2113	24	162	2.356678579934721	2.2468952630903565	-0.14*x3*(x1 - x2)	(6.488 - 0.279*x3)*(x1 - 9.416) - 0.806	29.59 - 3.627*x2	2113	dso	all	lorenz	13	3
3	2090	22	140	2.7231904291319013	2.9625256071028243	-0.14*x3*(x1 - x2)	(6.635 - 0.282*x3)*(x1 - 9.196)	29.59 - 3.626*x2	2090	dso	all	lorenz	13	3
2	697	18	115	2.7372283759910587	2.774849542529956	-3.888*x1 + 3.888*x2	-x1 + x3 - 17.693	29.59 - 3.627*x2	697	dso	all	lorenz	13	3
1	4	15	113	6.408855003953359	7.299431583745809	x3 - 25.275	x3 - 25.316	x2*(0.45*x1 - 1.8) - 17.419	4	dso	all	lorenz	13	3
0	1	11	85	7.854582392073585	9.543333190672037	x3 - 25.275	x3 - 25.316	29.59 - 3.627*x2	1	dso	all	lorenz	13	3
