  index    complexity    length        TE    TE_inf  expr_x        expr_y           expr_z          index_column  method    data_version    system      snr    init
    377            19        32   7.83865   7.83865  -2*x1 + 2*x2  -x1 + x2         x1*x2 - 2*x3             377  dso       all             lorenz      inf       3
     54            18        35   8.72386   8.72386  -x1 + x2      -4*x1 + x2 + x3  x1*x2 - 2*x3              54  dso       all             lorenz      inf       3
    374            17        27   9.47927   9.47927  -2*x1 + 2*x2  -x1 + x2         x1 - x2                  374  dso       all             lorenz      inf       3
     34            15        25  11.0327   11.0327   -x1 + x2      -3*x1 + x3       x1 - x2                   34  dso       all             lorenz      inf       3
