t,x,y,u,v,dx,dy,du,dv
0.0,0.2624218119970685,4.093917877365483,2.4497363214902554,3.165824822194136,-14.11374361871558,-49.61607677943807,3.0973339842326197,-13.7278867219357
0.01,0.12128437580991269,3.597757109571102,2.4807096613325816,3.028545954974779,-12.53965741015017,-41.84378379887947,3.0283367202035505,-13.791343620929352
0.02,0.011628663794065092,3.2570422013878932,2.5103030558943265,2.889997949775549,-10.022539151850616,-29.683347241237023,2.889922992212779,-13.87762148797884
0.03,-0.07916640722709964,3.0040901647463616,2.538508121176837,2.7509935252152022,-8.452476470891716,-22.550465984135105,2.75101777457214,-13.893361433905648
0.04,-0.15742086562376922,2.806032881705191,2.5653234113857692,2.612130721097436,-7.377630463361187,-17.96669453521722,2.6122341868802135,-13.855369479188218
0.05,-0.22671901649432338,2.644756274042017,2.5907528049144415,2.473886135631438,-6.5927348068524845,-14.833350794989174,2.474055679380105,-13.773690456834652
0.06,-0.2892755617608189,2.5093658658054077,2.6148045249733713,2.336656911960743,-5.991426954618427,-12.594045249485308,2.3368829085727683,-13.655199234956749
0.07,-0.3465475555866919,2.392875369052311,2.637490463085897,2.200782150932303,-5.513255222492694,-10.939326075321665,2.201056953338121,-13.505099435806667
0.08,-0.3995406662106728,2.2905793442989744,2.6588256640401338,2.0665549232446097,-5.121409531879059,-9.684598376814945,2.066872092651373,-13.327628166009342
0.09,-0.4489757462242731,2.199183401516012,2.6788279049389243,1.934229587612116,-4.792241763224261,-8.713580804574827,1.9345834834470166,-13.126415408003567
0.1,-0.49538550147515803,2.116307728207478,2.697517333709074,1.8040266150845383,-4.509892284190712,-7.949754689903132,1.8044121671054958,-12.904677886831928
0.11,-0.5391735919080873,2.0401883077179495,2.7149161482810342,1.6761360298754775,-4.263341976893159,-7.3409315462178215,1.6765486077668035,-12.665327781823565
0.12,-0.5806523410130212,1.9694890972831214,2.73104830586441,1.550720059448067,-4.044703880333189,-6.8504372823729005,1.5511553966371716,-12.41103534461968
0.13,-0.6200676695147511,1.9031795620704914,2.7459392562137777,1.4279153229830839,-3.8481872858530886,-6.451839809510362,1.4283694713276285,-12.144265701724988
0.14,-0.657616086730083,1.8404523010929141,2.7596156952909627,1.3078347454135673,-3.6694451702610262,-6.125671254210629,1.3083040476021157,-11.867300930599322
0.15,-0.6934565729199716,1.7806661369862788,2.77210533716582,1.1905693043710974,-3.5051495236055885,-5.857321404111793,1.1910503763802094,-11.582253721505364
0.16,-0.7277190772021948,1.7233058730106783,2.783436702818567,1.07618967098346,-3.352707129317023,-5.635644323425781,1.0766793900367722,-11.291076323919075
0.17,-0.7605107155063121,1.6679532505177632,2.7936389249665554,0.9647477778927159,-3.2100646531859343,-5.452013144702883,0.9652432731882099,-10.995566983329846
0.18,-0.7919203702659134,1.6142656101166206,2.802741568282331,0.856278331316863,-3.075572095840412,-5.299664422768657,0.8567769758881516,-10.697375189994096
0.19,-0.8220221574231203,1.56195996206239,2.8107744644843184,0.750800274092834,-2.9478853177893893,-5.173234222813494,0.7512996768523461,-10.398006522008146
0.2,-0.8508780766217012,1.5108009256603507,2.817767561819378,0.6483182008767001,-2.8258952893274456,-5.068423980036451,0.6488161983182916,-10.098827529074567
0.21,-0.8785400632096693,1.460591482461661,2.8237507884506843,0.5488237235113427,-2.708675973254393,-4.981755940655074,0.5493183708225491,-9.80107089116079
