t,x,y,u,v,dx,dy,du,dv
0.0,-2.6295336452075926,-4.4778410043307995,-2.7072992492961383,-3.3448343111946244,27.966109719070385,82.3405463317676,-43.7658470345724,-172.00973458767513
0.01,-2.3498725480168887,-3.6544355410131235,-3.1449577196418623,-5.064931657071376,33.31753830178322,105.80548279611868,8.889274279563963,-112.44601337342938
0.02,-1.9631828791719281,-2.361731348408426,-2.529513763704859,-5.593754578663212,38.051795980082716,14.751463580010205,-4.9926257435181975,-25.6570975170872
0.03,-1.5888366284152344,-3.3594062694129194,-3.2448102345122263,-5.57807360741312,51.67307241722797,2.636431428019903,21.718716569926098,80.61924149936081
0.04,-0.9297214308273687,-2.309002719848028,-2.095139432306337,-3.981369748675996,26.175937453062147,7.917755981236718,-4.4424092451263775,144.59503346016754
0.05,-1.0653178793539915,-3.201051149788185,-3.333658419414754,-2.6861729382097685,-3.8255369092623726,-30.566109920516226,-93.05541271455738,25.48809489709214
0.06,-1.0062321690126161,-2.9203249182583524,-3.9562476865974845,-3.471607850734153,-9.518762201240449,30.785990708638654,-28.13374085896829,-92.08240552777913
0.07,-1.2556931233788005,-2.585331335615412,-3.8963332365941197,-4.527821048765351,7.1577814176995265,22.047930515421797,73.85824505270702,-5.358516945966141
0.08,-0.8630765406586256,-2.4793663079499164,-2.479082785543344,-3.578778189653476,17.293708056941902,16.00898679733085,-22.13365274454646,100.47623892070214
0.09,-0.9098189622399624,-2.265151599668795,-4.339006291485049,-2.5182962703513083,24.33094617912723,18.524814227066376,-50.16670457461218,69.53949127281975
0.1,-0.376457617076081,-2.108870023408589,-3.482416877035588,-2.1879883641970808,35.5683767745716,-11.1607056072216,-0.04655665130255393,46.76062957580324
0.11,-0.1984514267485305,-2.488365711813227,-4.3399374245111,-1.5830836788352434,-5.510700075336663,-4.610027416786644,-23.850754436968202,11.880402508046783
0.12,-0.48667161858281427,-2.2010705717443217,-3.959431965774952,-1.950380314036145,-0.2548496330205541,38.043821304624046,80.81268306894702,-12.339777784426376
0.13,-0.20354841940894158,-1.727489285720746,-2.7236837631321595,-1.8298792345237709,5.67278534971791,6.005401527109044,0.9662967334123529,97.41401480018739
0.14,-0.3732159115884561,-2.080962541202141,-3.940106031106705,-0.002100018032397344,15.050106590791634,-13.117998252189732,-133.67852673208782,-1.7292038331036652
0.15,0.0974537124068911,-1.9898492507645407,-5.397254297773916,-1.8644633111858442,5.253788870380652,-2.6746467142262143,-16.054566655237057,-57.48398922040022
0.16,-0.26814013418084304,-2.134455475486665,-4.261197364211446,-1.1517798024404018,31.515953863813216,-3.6082417826760027,79.05867076192585,93.14535577091955
0.17,0.7277727896831555,-2.0620140864180607,-3.816080882535399,-0.001556195767453028,11.65245705733093,-12.383031495904206,91.04747412208869,91.48087571926332
0.18,-0.03509099303422445,-2.3821161054047493,-2.4402478817696722,0.6778377119448649,-38.0670159654481,14.507298067686492,27.915281693396278,-46.976910314730354
0.19,-0.03356752962580656,-1.771868125064331,-3.2577752486674734,-0.9410944020620602,14.916364499247567,49.61821503527462,-77.42339361148865,-73.26522011603853
0.2,0.26323629695072687,-1.3897518046992567,-3.988715753999445,-0.7874666903759058,-6.002022024815914,8.110028857894202,-33.11982842404304,2.3350326709570046
0.21,-0.15360797012212485,-1.6096675479064468,-3.920171817148334,-0.8943937486429201,28.667757277443084,-3.730538144809381,14.734265234855703,-36.54092511968799
0.22,0.8365914424995886,-1.4643625675954444,-3.694030449302331,-1.5182851927696657,28.810708549700358,-8.473735614764877,13.93028391809199,38.358497466865906
0.23,0.4226062008718823,-1.7791422602017444,-3.6415661387864944,-0.12722379930560204,-44.410937346628366,0.013194229744051267,-29.828471343995798,18.759925884813022
0.24,-0.05162730443297869,-1.4640986830005633,-4.290599876182247,-1.1430866750734052,-25.65143298025848,3.8080409491750733,-8.327040453953693,24.329932824378492
0.25,-0.0904224587332873,-1.702981441218243,-3.8081069478655682,0.3593748571819678,23.370927001650642,3.4508368865377337,84.84905979981865,87.49641461190724
0.26,0.41579123560003417,-1.3950819452698087,-2.593618680185874,0.6068416171647396,28.821338924543788,-8.79798562684908,28.89703428182053,-28.359277803611725
0.27,0.48600431975758845,-1.8789411537552245,-3.2301662622291576,-0.2078106988902667,13.323707900891291,-6.1750166045759665,-86.06078832541759,-23.755699840460625
0.28,0.68226539361786,-1.518582277361328,-4.314834446694226,0.13172762035552707,-17.52854643054682,10.916188781692426,-47.34622396309913,34.960148537967214
0.29,0.13543339114665204,-1.660617378121376,-4.17709074149114,0.4913922718690775,-22.411176357501915,-8.467963920159072,45.74552040393378,-23.123285695462116
0.3,0.23404186646782166,-1.6879415557645094,-3.3999240386155503,-0.33073809355371525,22.081866536041712,29.935263249823173,-7.654205755327981,52.51264792164256
0.31,0.5770707218674863,-1.0619121131249125,-4.3301748565977,1.5416452303019288,20.124291514884472,14.405670183593111,2.6135865066544195,33.76484469278219
0.32,0.6365276967655111,-1.3998281520926472,-3.347652308482462,0.3445588003019286,1.6493654823619142,-10.402837955887467,28.21119941100847,-45.50443157649519
0.33,0.6100580315147246,-1.2699688722426619,-3.7659508683775305,0.6315565987720249,-2.7950420417921116,10.633824606340857,-35.46350863586185,-31.08682657577516
0.34,0.5806268559296689,-1.18715165996583,-4.056922481199699,-0.2771777312135747,-34.405166578996074,1.2870530714031214,6.408792644101924,8.774421189523634
0.35000000000000003,-0.07804530006519683,-1.2442278108145994,-3.637775015495492,0.8070450225624975,-16.873455848283704,-5.209410076134901,14.859270934063229,58.44324275561337
0.36,0.24315773896399479,-1.291339861488528,-3.7597370625184343,0.8916871238986925,34.96468784428205,-10.209161517472708,18.56539525706655,20.763774042812514
0.37,0.621248456820444,-1.4484110411640536,-3.266467110354161,1.2223205034187479,29.940926155989942,31.320599255030174,41.686041166659415,8.325111680484632
0.38,0.8419762620837936,-0.6649278763879246,-2.926016239185246,1.0581893575083852,-7.216885665324582,6.261205666780755,14.276311426396159,8.339946622455784
0.39,0.4769107435139524,-1.3231869278284385,-2.9809408818262377,1.3891194358678636,-1.0969098311121694,-37.408156815874435,-48.26194005098887,5.990558417651304
0.4,0.8200380654615502,-1.4130910127054133,-3.8912550402050234,1.1780005258614112,1.072345324986043,29.17860920019169,-15.072864233935611,29.120690985756813
0.41000000000000003,0.49835765001367327,-0.7396147438246047,-3.28239816650495,1.9715332555829999,3.017380207209075,12.302173398117278,11.915771632485717,-76.79816726925766
0.42,0.8803856696057317,-1.1670475447430677,-3.652939607555309,-0.35796281952374187,8.485542869832363,-21.574633681199735,-6.795336220198744,-27.55055885225186
0.43,0.6680685074103205,-1.1711074174485994,-3.418304890908925,1.4205220785379626,-5.619397058065184,4.894187453787057,-18.38977504146575,80.80316311509876
0.44,0.767997728444428,-1.0691637956673266,-4.020735108384624,1.2581004427782332,-6.438364172919614,8.776751157435736,39.21235051219563,-5.102702568037964
0.45,0.5393012239519283,-0.9955723942998846,-2.6340578806650123,1.3184680271772033,1.3589325795667573,27.86007395651908,10.663105453866129,-9.142260756694498
0.46,0.7951763800357632,-0.5119623165369449,-3.8074729993073015,1.0752552276443432,34.49705081894302,-15.3548209658943,-43.50336725482975,62.72344870617022
0.47000000000000003,1.2292422403307888,-1.3026688136177706,-3.5041252257616073,2.5729370013006077,22.70046558031068,-6.503786375921577,22.527827009981504,21.497293177474496
0.48,1.2491856916419768,-0.6420380440553765,-3.3569164591076714,1.5052010911938332,-3.5858951757107183,55.0126137007279,4.710257133487961,-110.22503813698457
0.49,1.1575243368165744,-0.20241653960321276,-3.409920083091848,0.36843623856091656,-29.181183752185145,4.9336959900503965,-12.976247524345341,-26.970606337448082
0.5,0.6655620165982739,-0.5433641242543685,-3.6164414095945783,0.9657889644448715,-6.13389401997444,-22.515476464813585,-39.694500455887095,73.10981030961841
0.51,1.0348464564170856,-0.6527260688994845,-4.20381009220959,1.8306324447532847,16.372638013049333,-6.917442982599509,-6.902423425713722,-5.8331135276409265
0.52,0.9930147768592605,-0.6817129839063587,-3.7544898781088527,0.849126693892053,-4.510120929211059,3.5855428512094165,27.846958517073926,-0.8517710288108993
0.53,0.9446440378328644,-0.5810152118752961,-3.6468709218681115,1.8135970241770667,-32.04603205159508,9.597085281039009,9.392858321948005,62.625322337368736
0.54,0.35209413582735893,-0.48977127828557854,-3.5666327116698926,2.1016331406394277,-8.559289823416217,11.001943315088925,8.228131592716492,-35.39112939373046
0.55,0.7734582413645401,-0.36097634557351765,-3.4823082900137816,1.1057744363024575,28.940076337824046,12.382656611863032,24.673138294311126,-10.195021274794325
0.56,0.9308956625838398,-0.24211814604831788,-3.07316994578367,1.8977327151435412,5.036105657649858,8.659069232836805,9.727449177877089,32.255779581917906
0.5700000000000001,0.8741803545175373,-0.18779496091678155,-3.28775930645624,1.7508900279408157,17.232208213604583,16.231992261183738,-7.812134576541463,57.18691167030039
0.58,1.2755398268559315,0.08252169917535684,-3.2294126373144993,3.041470948549549,21.33059214276427,-6.922558325114133,9.754533037483215,48.614561840150415
0.59,1.3007921973728227,-0.3262461274190642,-3.0926686457065755,2.723181264743824,-33.565396693953566,-5.171979559299052,4.716385829749137,-108.93077116678973
0.6,0.6042318929768602,-0.020917892010624203,-3.1350849207195166,0.8628555252137546,4.303568964182746,16.503871932384556,-22.904971172163968,-60.45176431522564
0.61,1.3868635766564776,0.003831311228626899,-3.550768069149855,1.5141459784393112,8.345106062763795,-14.730519828860483,-10.050345589789478,81.22748238120066
0.62,0.7711340142321361,-0.3155282885878339,-3.336091832515306,2.487405172837768,-25.21437901610144,15.37410713637395,46.838701401585126,48.53674164137879
0.63,0.8825759963344488,0.31131345395610593,-2.6139940411181524,2.484880811266887,1.7494857008293119,17.57940598719607,13.326414089762627,-117.90061661801055
0.64,0.8061237282487224,0.036059831156087484,-3.0695635507200536,0.12939284047755684,-4.431754873647542,-23.419006170777127,0.1276255660527248,-83.01928501552032
0.65,0.793940898861498,-0.15706666945943662,-2.611441529797098,0.8244951109564804,1.10558684416463,14.162122741898008,32.90656349066274,49.990766443500235
0.66,0.828235465132015,0.31930228599404764,-2.4114322809067987,1.1292081693475615,18.637992254525205,37.33033448593134,-62.26538909393264,-4.862483963778119
0.67,1.166700743952002,0.5895400202591902,-3.8567493116757507,0.727245431680918,-10.971173136389634,-27.42901006450983,-42.18912972957658,48.349122972228066
0.68,0.6088120024042223,-0.2292779152961489,-3.2552148754983303,2.096190628792123,2.7784742672510077,-18.114612860477834,-7.875946342771911,95.36279253702213
0.6900000000000001,1.2222702292970222,0.22724776304963346,-4.014268238531189,2.6345012824213607,18.961548460152926,33.0300958460414,22.92744032194829,30.690205597359665
0.7000000000000001,0.9880429716072808,0.43132400162467915,-2.7966660690593645,2.709994740739316,-49.6570395430289,12.227588284361024,32.93098174905145,-32.83849355584367
0.71,0.22912943843644418,0.47179952873685393,-3.35564860355016,1.9777314113044873,9.638435492930636,-4.690604178531254,-7.8750040637849406,-13.221866495468037
0.72,1.1808116814658935,0.33751191805405406,-2.9541661503350634,2.4455574108299554,58.20581105513788,-5.336932125065388,18.35332121527058,-3.844326354500738
0.73,1.3932456595392018,0.36506088623554617,-2.9885821792447484,1.9008448842144725,-43.28361821881028,3.539462399952695,18.405921306915516,-51.45714288622101
0.74,0.3151393170896879,0.40830116605310796,-2.586047724196753,1.4164145531055352,-6.705363165983735,29.026114623956435,4.108573548504335,-38.41250405616257
0.75,1.259138396219527,0.9455831787146749,-2.9064107082746617,1.1325948030912212,61.414527943173226,9.772404555625725,-37.63312249553255,14.294650792188435
0.76,1.5434298759531524,0.6037492571656224,-3.338710174107404,1.702307568949304,-22.07168506673773,-22.69850303344006,-4.1817159133378246,9.871677135650092
0.77,0.8177046948847725,0.4916131180458737,-2.9900450265414182,1.330028345804223,-42.31195264064848,4.2225623996197,-15.007478185012912,19.189400476538477
0.78,0.6971908231401829,0.6882005051580165,-3.638859737807662,2.0860955784800734,12.478259450954326,16.468458525023443,-9.233218965140043,28.07265511310356
0.79,1.067269883903859,0.8209822885463426,-3.174709405844219,1.8914814480662943,-8.917544756550965,-12.715322327393267,-12.437790653668879,-24.50299610225597
0.8,0.5188399280091636,0.4338940586101511,-3.8876155508810397,1.596035656434954,11.880971024571874,-5.696494698246579,28.359217991284623,56.948228804679104
0.81,1.3048893043952965,0.707052394581411,-2.6075250460185266,3.0304460241598763,0.8577830322416102,4.847533478184965,2.320148353783047,4.228375928804928
0.8200000000000001,0.5359955886539958,0.5308447281738504,-3.8412125838053788,1.6806031750110526,-23.302628290762406,28.12057634418053,-64.04027151148975,-103.34214806122893
0.8300000000000001,0.8388367385800484,1.2694639214650216,-3.8883304762483215,0.9636030629352978,-2.574520286744178,21.478809647433582,45.379696971749595,17.817109236525674
0.84,0.4845051829191122,0.9604209211225221,-2.933618644370387,2.036945359741566,-27.565496455070146,-15.599917040542282,115.36397922426787,77.34343951839588
0.85,0.28752680947864534,0.957465580654176,-1.581050891762964,2.5104718533032155,21.427650797613325,-16.012483486455288,-29.263321709747213,51.825147635900336
0.86,0.9130581988713787,0.6401712513934164,-3.518885078565331,3.073448312459573,20.519114313610118,0.27897827244314777,-37.65229808208289,-40.714239910536044
0.87,0.6979090957508477,0.9630451461030389,-2.334096853404622,1.6961870550924947,3.9266583645658324,31.650362546902755,33.55454887668046,-39.2794447994419
0.88,0.9915913661626954,1.2731785023314715,-2.847794101031722,2.287859416470735,7.2424665112949205,-5.963400486000969,16.04270185335539,69.31467155973567
0.89,0.8427584259767461,0.8437771363830195,-2.013242816337514,3.082480486287208,-5.726038113034337,-16.229946702499976,-0.5277229302850461,0.78610714405567
0.9,0.8770706039020086,0.9485795682814719,-2.858348559637423,2.3035815593518483,-40.25143090093184,16.730964275667304,-38.037283358408345,-94.18959303008583
0.91,0.037729807958109374,1.1783964218963656,-2.773988483505681,1.1986886256854916,-42.20062614048457,17.48206651020571,-17.187875358210558,-66.84597213773021
0.92,0.033058081092317115,1.298220898485586,-3.202106066801634,0.966662116597244,26.835146721827517,-1.9737724979490334,32.30437474084806,87.44117736241033
0.93,0.5744327423946598,1.138920971937385,-2.1279009886887197,2.947512172933698,25.74649916229086,0.2604448796633574,41.03393702162838,59.05671316727336
0.9400000000000001,0.5479880643381343,1.3034297960788532,-2.3814273263690664,2.147796379942711,9.84142122396287,-25.734451015947613,-0.29652179398764744,-47.84386965627285
