system      snr    iinit              TE           TEinf  expr_model                                                                                                                                                                                                              method    data_version    exp_version    benchmark      duration
myvdp       inf        0       0.719288        0.719288   [['0.986 y', '-0.818 x + 1.276 y + -0.035 x^2 + 0.093 y^3 + -1.478 x^2*y + -0.316 y^2*x']]                                                                                                                              sindy     all             e1             custom       0.0500028
myvdp        30        0       0.387979        0.383586   [['0.992 y', '-0.784 x + 1.257 y + -0.027 x^2 + 0.102 y^3 + -1.449 x^2*y + -0.346 y^2*x']]                                                                                                                              sindy     all             e1             custom       0.0209997
myvdp        13        0       1.90499         1.87038    [['0.161 1 + 0.120 x + 0.991 y + 0.029 x^2 + -0.089 y^2 + 0.027 y^3 + 0.059 x^2*y + -0.163 y^2*x', '-0.185 x + 1.426 y + -0.283 x^2 + 0.086 y^2 + -0.523 x*y + -0.132 x^3 + 0.130 y^3 + -1.111 x^2*y + -0.394 y^2*x']]  sindy     all             e1             custom       0.0229993
myvdp       inf        1       0.638849        0.638849   [['0.979 y', '-0.840 x + 1.376 y + 0.039 x^2 + 0.081 y^3 + -1.584 x^2*y + -0.266 y^2*x']]                                                                                                                               sindy     all             e1             custom       0.0169997
myvdp        30        1       1.97145         1.97081    [['0.920 y + -0.042 x*y + 0.032 y^2*x', '-0.813 x + 1.410 y + 0.031 x^2 + 0.076 y^3 + -1.596 x^2*y + -0.264 y^2*x']]                                                                                                    sindy     all             e1             custom       0.0190012
myvdp        13        1       7.64272         7.88614    [['0.861 y + 0.057 x^2 + -0.198 x*y + 0.017 x^3 + 0.162 x^2*y + -0.033 y^2*x', '-1.488 1 + 0.085 x + 2.143 y + 0.409 x^2 + 0.303 y^2 + -0.564 x*y + -0.160 x^3 + -0.025 y^3 + -1.082 x^2*y + -0.368 y^2*x']]            sindy     all             e1             custom       0.030998
myvdp       inf        2       0.358949        0.358949   [['0.135 1', '-0.082 x^3 + -2.018 x^2*y + 1.559 y^2*x']]                                                                                                                                                                sindy     all             e1             custom       1.76432
myvdp        30        2  180638          181320          [['0.147 1', '12.086 1 + -126.040 y + 864.418 y^2 + 2.313 x^2*y + 213.954 y^2*x']]                                                                                                                                      sindy     all             e1             custom       8.03598
myvdp        13        2       1.86297         2.76469    [['1.447 1 + 0.330 x + 0.050 y^2*x', '0.182 1 + -0.026 x^3 + -0.571 x^2*y']]                                                                                                                                            sindy     all             e1             custom       0.903458
myvdp       inf        3       0.0685449       0.0685449  [['0.990 y', '-0.993 x + 1.940 y + -1.923 x^2*y']]                                                                                                                                                                      sindy     all             e1             custom       0.00900126
myvdp        30        3       0.27115         0.26396    [['0.994 y', '-0.968 x + 1.950 y + -0.012 x^3 + -1.912 x^2*y']]                                                                                                                                                         sindy     all             e1             custom       0.0139995
myvdp        13        3       4.09858         4.21731    [['0.119 1 + 1.895 y + -0.061 y^2 + 0.116 x*y + -0.187 y^3 + -0.242 x^2*y + 0.345 y^2*x', '0.402 1 + -1.372 x + 1.440 y + -0.285 x^2 + 0.031 y^2 + -0.295 x*y + 0.226 x^3 + 0.059 y^3 + -1.262 x^2*y + -0.295 y^2*x']]  sindy     all             e1             custom       0.0259998
