	index	complexity	length	TE	TE_inf	expr_x	expr_y	index_column	method	data_version	system	snr	init
3	48	11	69	0.6134319145282869	0.43242816056724387	0.989 - 1.464/x2	0.157*sin(x1)	48	dso	all	shearflow	30	1
1	24	10	86	0.7903284304083741	0.6542393214541594	0.807*x2 - 1.26	-0.112*x1 - 0.34	24	dso	all	shearflow	30	1
2	25	9	69	0.803841692290887	0.687423962097339	0.807*x2 - 1.26	0.157*sin(x1)	25	dso	all	shearflow	30	1
0	0	6	46	0.8881704607160192	0.7735822937123953	x2 - 1.539	-0.028*x1	0	dso	all	shearflow	30	1
