	index	complexity	length	TE	TE_inf	expr_x	expr_y	index_column	method	data_version	system	snr	init
12	203	70	381	0.028632468641663335	0.028632468641663335	x1*(2.418*x1**2*(x1 + 2.215 + (1.033 - 5.556*x1)/x2) - x1 - 0.686)	(x2 - 0.8)*(-x1 - x2*(x1*(-2.311*x1*(-0.264*x2/(x1 - 6.608 + 4.815*x2/x1) + 0.318) - 2.311*x2 + 5.222) - x2 + 6.726) + 9.453)/x2	203	dso	all	lv	inf	3
11	196	44	237	0.040162878827300325	0.040162878827300325	x1*(2.418*x1**2*(x1 + 2.215 + (1.033 - 5.556*x1)/x2) - x1 - 0.686)	x1*((0.171 - x1)*(-0.12*x1*x2**2 + 1.478*x2) + 0.864)	196	dso	all	lv	inf	3
10	194	40	229	0.04849434719007699	0.04849434719007699	x1*(2.418*x1**2*(x1 + 2.215 + (1.033 - 5.556*x1)/x2) - x1 - 0.686)	x1*((3.92 - x1)*(-0.535*x1*x2 - 0.151) + 2.03)	194	dso	all	lv	inf	3
9	157	39	252	0.055992126962530156	0.055992126962530156	x1*(x1*(x1 - 1.577)*(1.222*x1 - 3.493) - x1 - 1.356)	0.129*x2*(x1 - 3.426)*(-x1*(-1.799*x1*(x1 - 0.654) - 2.029) + 2*x2 - 4.004)	157	dso	all	lv	inf	3
8	152	33	203	0.10026317843780717	0.10026317843780717	x1*(x1*(x1 - 1.577)*(1.222*x1 - 3.493) - x1 - 1.356)	x1*((3.92 - x1)*(-0.535*x1*x2 - 0.151) + 2.03)	152	dso	all	lv	inf	3
7	151	25	165	0.11499598255375387	0.11499598255375387	x1*(x1*(x1 - 1.577)*(1.222*x1 - 3.493) - x1 - 1.356)	-2.023*x1 - 2.017*x2 + 4.025	151	dso	all	lv	inf	3
6	67	20	136	0.39575799252492116	0.39575799252492116	-3.524*x1 - 3.539 + (x1 + 6.98)/x2	-2.023*x1 - 2.017*x2 + 4.025	67	dso	all	lv	inf	3
4	23	16	80	0.7167644781787001	0.7167644781787001	x1*(-x1 - 0.542)	x1*(0.105 - x1) + 0.107	23	dso	all	lv	inf	3
5	25	15	92	0.8656468176631475	0.8656468176631475	x1*(-x1 - 0.542)	-2.023*x1 - 2.017*x2 + 4.025	25	dso	all	lv	inf	3
2	2	12	72	1.013176238784844	1.013176238784844	-2.223*x1	x1*(0.105 - x1) + 0.107	2	dso	all	lv	inf	3
3	4	11	84	1.3804789169924205	1.3804789169924205	-2.223*x1	-2.023*x1 - 2.017*x2 + 4.025	4	dso	all	lv	inf	3
1	1	8	46	3.0157402375536444	3.0157402375536444	-2.223*x1	-0.928*x1**2	1	dso	all	lv	inf	3
0	0	6	43	3.3408067469381253	3.3408067469381253	-2.223*x1	-1.465*x1	0	dso	all	lv	inf	3
