	index	complexity	length	TE	TE_inf	expr_x	expr_y	index_column	method	data_version	system	snr	init
15	291	52	393	0.00011810899298141515	0.00011810899298141515	(0.701*x1**2 - 0.701*cos(2.07*x1) + 0.701*cos(0.649*x1**2 + 0.286) - 2.25 + 0.003/cos(x1))*cos(1.0*x2)	(0.55 - 0.45*sin(2.001*x2 + 4.713))*sin(x1)	291	dso	allonger	shearflow	inf	0
14	265	47	370	0.00014537072155663695	0.00014537072155663695	(-1.733*x1**2 - 9.004*cos(x1) - 1.733*cos(0.643*x1**2 + 3.822) + 5.383)*cos(1.0*x2)	(0.55 - 0.45*sin(2.001*x2 + 4.713))*sin(x1)	265	dso	allonger	shearflow	inf	0
13	223	40	313	0.00017392636039838743	0.00017392636039838743	(3.078*x1**2 + 5.517*cos(0.495*x1**2 + 0.383) - 7.392)*cos(1.0*x2)	(0.55 - 0.45*sin(2.001*x2 + 4.713))*sin(x1)	223	dso	allonger	shearflow	inf	0
12	207	39	300	0.0007162626423219565	0.0007162626423219565	(-1.054*cos(1.977*x1) - 1.235 + 0.014/cos(x1))*cos(x2)	(0.55 - 0.45*sin(2.001*x2 + 4.713))*sin(x1)	207	dso	allonger	shearflow	inf	0
11	202	34	255	0.003646685190614047	0.003646685190614047	(-1.054*cos(1.977*x1) - 1.235 + 0.014/cos(x1))*cos(x2)	x1*(1.324*sin(x2) + 1.393)	202	dso	allonger	shearflow	inf	0
10	95	28	212	0.07458708976444428	0.07458708976444428	-x2*(1.36*x2*(x2 + 4.712) + 10.003) - 5.169	(0.55 - 0.45*sin(2.001*x2 + 4.713))*sin(x1)	95	dso	allonger	shearflow	inf	0
6	83	27	195	0.13580079616403395	0.13580079616403395	-x2*(x2*(x2 + 4.712) + 7.606) - 4.196	(0.55 - 0.45*sin(2.001*x2 + 4.713))*sin(x1)	83	dso	allonger	shearflow	inf	0
9	92	25	186	0.20616554250304137	0.20616554250304137	-x2*(1.36*x2*(x2 + 4.712) + 10.003) - 5.169	x1*(1.324*sin(1.0*x2) + 1.393)	92	dso	allonger	shearflow	inf	0
8	91	24	190	0.20621260272677072	0.20621260272677072	-x2*(1.36*x2*(x2 + 4.712) + 10.003) - 5.169	-0.765*x1*(-1.731*sin(x2) - 1.822)	91	dso	allonger	shearflow	inf	0
7	90	23	167	0.20621338740881562	0.20621338740881562	-x2*(1.36*x2*(x2 + 4.712) + 10.003) - 5.169	x1*(1.324*sin(x2) + 1.393)	90	dso	allonger	shearflow	inf	0
5	76	22	148	0.2452139488362961	0.2452139488362961	-x2*(x2*(x2 + 4.712) + 7.606) - 4.196	x1*(1.324*sin(x2) + 1.393)	76	dso	allonger	shearflow	inf	0
4	75	20	131	0.49724351983951975	0.49724351983951975	-x2*(x2*(x2 + 4.712) + 7.606) - 4.196	x1*(cos(x1) - 0.08)	75	dso	allonger	shearflow	inf	0
2	20	15	116	0.5701990880044477	0.5701990880044477	-0.95*x2 - 1.491	x1*(1.324*sin(x2) + 1.393)	20	dso	allonger	shearflow	inf	0
3	56	13	75	0.7238744919596292	0.7238744919596292	(-x2 - 1.571)*sin(x1 + 1.571)	0.16*x1	56	dso	allonger	shearflow	inf	0
1	15	10	89	1.7903671514548063	1.7903671514548063	-0.95*x2 - 1.491	0.16*x1 + 0.001	15	dso	allonger	shearflow	inf	0
0	14	8	63	1.7920868041135303	1.7920868041135303	-0.95*x2 - 1.491	0.16*x1	14	dso	allonger	shearflow	inf	0
