	index	complexity	length	TE	TE_inf	expr_x	expr_y	index_column	method	data_version	system	snr	init
3	79	14	81	0.270164604762311	0.2344617161892012	(-1.599*x2 - 2.516)*cos(x1)	x1*cos(1.063*x1)	79	dso	allonger	shearflow	30	0
2	58	13	80	0.7195504216498672	0.7070699221573975	(-x2 - 1.575)*cos(x1)	0.159*x1 - 0.002	58	dso	allonger	shearflow	30	0
1	57	11	56	0.724791670508729	0.7122664811258044	(-x2 - 1.575)*cos(x1)	0.159*x1	57	dso	allonger	shearflow	30	0
0	38	8	65	1.7103328982560018	1.7068751918355671	-0.923*x2 - 1.454	0.159*x1	38	dso	allonger	shearflow	30	0
