	complexity	length	TE	TE_inf	expr_x	expr_y	index_column	method	exp_type	data_version	system	snr	init
0	6	8	5.829161962822488	6.027592622539584	-5.0*y	-2.862*y	0	proged	numdif	allonger	lv	30	2
1	12	20	1.9224105528051147	1.950582593973247	-2.589*x*y**2 + 0.114	-0.814*x*y	1	proged	numdif	allonger	lv	30	2
2	11	18	2.522223810490365	2.574203459252718	-2.589*x*y**2 + 0.114	-2.862*y	2	proged	numdif	allonger	lv	30	2
3	22	41	1.3381336832033295	1.3316829251587863	-2.727*x*y**2 + 1.381*y	-1.082*x*y - 0.165*x + 1.419*y + 0.498	3	proged	numdif	allonger	lv	30	2
4	19	34	1.8573272313149234	1.89172700922578	-2.727*x*y**2 + 1.381*y	-1.216*x*y + 1.933*y + 0.01	4	proged	numdif	allonger	lv	30	2
5	27	53	1.1474316922129097	1.1287268642328099	-2.75*x*y**4/(y + 0.002)**2 + 1.449*y	-1.082*x*y - 0.165*x + 1.419*y + 0.498	5	proged	numdif	allonger	lv	30	2
6	20	39	1.4242682500064265	1.4204763818291837	-2.726*x*y**4/(y + 0.002)**2 + 1.214*y + 0.071	-0.814*x*y	6	proged	numdif	allonger	lv	30	2
7	28	58	0.9239234495554034	0.8857337088245019	-2.726*x*y**4/(y + 0.002)**2 + 1.214*y + 0.071	-1.082*x*y - 0.165*x + 1.419*y + 0.498	7	proged	numdif	allonger	lv	30	2
8	24	46	1.1929854671496696	1.183565513863024	-2.726*x*y**4/(y + 0.002)**2 + 1.214*y + 0.071	-1.221*x*y + 1.97*y	8	proged	numdif	allonger	lv	30	2
9	9	13	4.210274291699093	4.343070350825551	-5.0*y**4	-0.814*x*y	9	proged	numdif	allonger	lv	30	2
10	10	14	2.9090302632611884	2.9723770922195345	-5.0*y**4	-2.154*y**3	10	proged	numdif	allonger	lv	30	2
11	8	11	5.651922622557833	5.8390910078977045	-5.0*y**4	-2.862*y	11	proged	numdif	allonger	lv	30	2
12	33	65	0.6995722398742549	0.6358743707899392	-0.069*x**3*y**2/(y - 0.016) - 1.643*x - 3.945*y + 5.0	-1.082*x*y - 0.165*x + 1.419*y + 0.498	12	proged	numdif	allonger	lv	30	2
