Unnamed: 0,system,snr,iinit,TE,TEinf,expr_model,method,data_version,exp_version,benchmark,duration,dM
0,shearflow,inf,0,2.5821099591547894,2.5821099591547894,"[['1.000 cos(x) * cot(y)', '1.160 cos^2(y) * sin(x)']]",sindy,allonger,e2,strogatz,0.0575191974639892,3
1,shearflow,30.0,0,9.803147304732814,9.84472994989132,"[['716.790 y + 228.168 y^2 + -418.698 sin(y) + -60.814 sin^2(x) + 84.644 sin^2(y) + -60.531 cos^2(x) + -0.042 cos(y)/(x) + 5.098 cos(x)/(y) + -205.064 sin^2(y) * sin(x) + -213.634 cos^2(x) * sin(y) + -1.282 cos(x) * cot(y)', '-35.840 y + -11.408 y^2 + 0.098 sin(x) + 15.763 sin(y) + -5.295 cos(x) + 2.733 sin^2(y) + -4.483 cos^2(x) + -0.013 sin(x)/(y) + 7.169 sin^2(y) * sin(x) + 8.594 cos^2(x) * sin(y) + 0.867 cos^2(y) * sin(x)']]",sindy,allonger,e2,strogatz,9.707053184509276,21
2,shearflow,13.0,0,1240.9263695636312,1474.3453064002008,"[['-0.261 x^3 + -0.430 y^3 + -0.344 x/y + -0.768 x^2*y + 0.342 y^2*x + 0.275 sin(x) + 5.005 cos(y) + 0.003 tan(x) + 0.015 tan(y) + 0.714 cot(x) + 0.261 cot(y) + -4.630 sin^2(y) + -4.403 cos^2(x) + 1.159 sin(y)/(x) + 0.224 cos(x)/(y) + -0.088 sin^2(y) * sin(x) + -2.298 cos^2(x) * sin(y) + -2.393 cos^2(y) * sin(x) + 0.222 sin(x) * cot(y) + -0.217 cos(x) * cot(y) + 0.019 cos(y) * cot(x)', '3.879 x + 0.322 x^2 + -1.385 x^3 + 0.168 y^3 + 29.613 x*y + -0.121 x/y + -0.048 x^2*y + 9.472 y^2*x + -3.588 cos(x) + -2.107 cos(y) + -0.002 tan(x) + -0.012 tan(y) + -0.518 cot(x) + 2.011 sin^2(x) + 3.917 sin^2(y) + -52.820 sin(y)/(x) + 0.679 cos(x)/(y) + 2.623 sin^2(x) * sin(y) + -0.913 cos^2(x) * sin(y) + 52.012 sin(y) * cot(x) + -0.231 cos(x) * cot(y) + -0.057 cos(y) * cot(x)']]",sindy,allonger,e2,strogatz,9.711097955703735,44
3,shearflow,inf,1,2.289608493472354e-05,2.289608493472354e-05,"[['-0.050 x + -14.460 y + -0.015 x^2 + 4.606 y^2 + -0.001 x^3 + 7.474 sin(y) + 0.008 cos(y) + 0.002 cot(x) + 0.002 cot(y) + 1.312 sin^2(y) + -0.031 sin(y)/(x) + 3.833 sin^2(y) * sin(x) + 3.640 cos^2(x) * sin(y) + 0.001 cos^2(y) * sin(x) + -0.002 sin(y) * cot(x) + 1.000 cos(x) * cot(y)', '-0.003 x + 0.009 y + -0.002 y^2 + 0.365 sin(x) + -0.019 sin(y) + 0.001 cos(y) + 0.002 cot(x) + -0.001 cos^2(x) + -0.001 sin(y)/(x) + 0.005 sin^2(y) * sin(x) + -0.268 sin^2(x) * sin(y) + 0.633 cos^2(y) * sin(x) + -0.003 sin(y) * cot(x)']]",sindy,allonger,e2,strogatz,9.63960099220276,28
4,shearflow,30.0,1,87.04433901315988,87.58359780808743,"[['5485.674 1 + 1122.377 x + 3772.931 y + 188.256 x^2 + -9383.419 y^2 + 1.932 x^3 + 1988.057 y^3 + 17.869 x*y + 130.010 y/x + 2.813 sin(x) + -443.121 cos(x) + -11412.570 cos(y) + 0.170 tan(x) + 313.580 cot(y) + 2701.957 sin^2(x) + 2747.392 sin^2(y) + 2783.717 cos^2(x) + 2738.282 cos^2(y) + -46.253 cos(x)/(y) + 1.984 sin^2(x) * sin(y) + 0.829 cos^2(y) * sin(x) + -3.620 sin(x) * cot(y) + -0.019 sin(y) * cot(x) + 10.490 cos(x) * cot(y) + 0.029 cos(y) * cot(x)', '3076.264 x + -10210.959 y + 646.881 x^2 + 5644.732 y^2 + 30.526 x^3 + -547.177 y^3 + 3.532 x*y + 437.146 y/x + -103.489 sin(x) + 5164.970 sin(y) + -1282.798 cos(x) + 3434.977 cos(y) + -0.116 tan(x) + 84.128 sin^2(x) + 906.062 sin^2(y) + 376.010 cos(y)/(x) + -29.976 sin(y)/(x) + 487.601 cos(x)/(y) + 11.437 sin(x)/(y) + 2708.101 sin^2(y) * sin(x) + -49.197 sin^2(x) * sin(y) + 2456.869 cos^2(x) * sin(y) + -54.292 cos^2(y) * sin(x) + -207.134 cos(x) * cot(y) + -0.010 cos(y) * cot(x)']]",sindy,allonger,e2,strogatz,9.80207109451294,49
5,shearflow,13.0,1,2.2058987140545256,2.3562440408572733,"[['507933960595.788 1 + -1830.614 y^2 + -0.142 x^3 + 413.618 y^3 + 7.134 x/y + 2.822 y/x + -20.444 sin(x) + 341.955 sin(y) + 4.291 cos(x) + -2690.723 cos(y) + 0.007 tan(x) + 0.004 tan(y) + -0.087 cot(x) + 10.546 cot(y) + -253966979004.255 sin^2(x) + -253966978961.936 sin^2(y) + -253966978986.918 cos^2(x) + -253966979029.268 cos^2(y) + 19.376 cos(y)/(x) + -11.565 cos(x)/(y) + 32.080 sin(x)/(y) + 18.270 cos^2(x) * sin(y) + -17.544 cos^2(y) * sin(x) + -7.728 sin(x) * cot(y) + 0.103 sin(y) * cot(x) + 8.727 cos(x) * cot(y) + -0.016 cos(y) * cot(x)', '-3.734 x + -2150.444 y + 785.006 y^2 + 0.083 x^3 + -22.744 y^3 + 1.843 x/y + 1.043 y/x + -0.007 x^2*y + 6.059 sin(x) + 1276.732 sin(y) + 0.392 cos(x) + 150.102 cos(y) + 0.005 tan(x) + -0.003 tan(y) + -0.052 cot(x) + 4.395 cot(y) + -100.223 sin^2(y) + -3.678 cos^2(x) + -387.978 cos^2(y) + 7.397 cos(y)/(x) + -10.896 sin(x)/(y) + 642.004 sin^2(y) * sin(x) + 634.728 cos^2(x) * sin(y) + 10.438 cos^2(y) * sin(x) + 4.335 sin(x) * cot(y) + 0.061 sin(y) * cot(x) + 3.094 cos(x) * cot(y) + -0.008 cos(y) * cot(x)']]",sindy,allonger,e2,strogatz,9.78952693939209,54
6,shearflow,inf,2,2.325741201669306,2.325741201669306,"[['1.000 cos(x) * cot(y)', '1.094 cos^2(y) * sin(x)']]",sindy,allonger,e2,strogatz,0.2389988899230957,3
7,shearflow,30.0,2,9.450431499426813,9.479952616632843,"[['0.006 y/x + -0.259 cos(y) + -0.019 cot(x) + 0.171 sin^2(x) + 0.743 cos(x) * cot(y)', '0.029 x^3 + -0.013 y/x + 0.002 tan(y) + 0.074 sin^2(y) + 0.999 cos^2(y) * sin(x) + -0.047 sin(x) * cot(y)']]",sindy,allonger,e2,strogatz,3.0615482330322266,12
8,shearflow,13.0,2,3.888039910445804,4.2999615914789215,"[['1.493 x^2 + -0.099 x^3 + 0.227 y^3 + 0.054 x/y + -0.299 y/x + 0.069 y^2*x + 5.239 sin(y) + 3.180 cos(x) + -4.750 cos(y) + -0.002 tan(x) + -0.001 tan(y) + 2.977 cos^2(x) + 9.013 cos^2(y) + 0.667 sin(y)/(x) + -0.124 cos(x)/(y) + -0.195 sin(x)/(y) + 9.892 sin^2(y) * sin(x) + 0.450 sin^2(x) * sin(y) + -1.116 cos^2(y) * sin(x) + -0.003 sin(x) * cot(y) + 0.857 cos(y) * cot(x)', '0.858 x + 1.295 x^2 + -0.344 y^2 + 1.363 x^3 + 5.893 x*y + 0.750 x/y + -1.349 y/x + 0.888 x^2*y + 1.864 y^2*x + 3.286 sin(y) + -3.332 cos(y) + -0.001 tan(x) + -1.934 cot(x) + 0.001 cot(y) + -1.678 sin^2(x) + 4.369 cos^2(x) + 8.314 cos^2(y) + -0.072 cos(x)/(y) + -0.962 sin(x)/(y) + 7.889 sin^2(y) * sin(x) + -4.841 cos^2(y) * sin(x) + -1.035 sin(y) * cot(x) + 2.588 cos(y) * cot(x)']]",sindy,allonger,e2,strogatz,2.266012191772461,45
9,shearflow,inf,3,2.7342922049245315,2.7342922049245315,"[['443520.789 1 + -155077.665 x + 115823.103 y + 42427.615 x^2 + 45552.199 y^2 + -3238.874 x^3 + 3022.440 y^3 + 21550.306 x*y + -6632.141 x/y + 666.184 y/x + -1265.324 x^2*y + 4499.397 y^2*x + 11430.066 sin(x) + -7548.506 cos(x) + -30.734 tan(x) + 15214.650 cot(y) + -84100.422 sin^2(x) + -85419.413 sin^2(y) + -78005.539 cos^2(x) + -76687.912 cos^2(y) + 8967.852 cos(y)/(x) + 65929.348 sin(y)/(x) + 38474.065 cos(x)/(y) + 4920.475 sin^2(x) * sin(y) + 6263.870 cos^2(x) * sin(y) + 6509.346 cos^2(y) * sin(x) + -1196.170 sin(x) * cot(y) + -17813.691 cos(x) * cot(y)', '-43.076 x + 16.004 x^2 + -2.692 y^2 + -2.000 x^3 + -7.241 y^3 + 9.766 x*y + -17.980 x/y + -2.124 x^2*y + -0.684 y^2*x + 9.963 sin(x) + 0.124 tan(x) + 0.093 cos^2(x) + 26.162 cos(y)/(x) + 2.445 cos(x)/(y) + -5.629 sin^2(y) * sin(x) + 3.962 sin^2(x) * sin(y) + 6.001 cos^2(y) * sin(x) + -3.263 sin(x) * cot(y) + -3.547 cos(x) * cot(y)']]",sindy,allonger,e2,strogatz,9.45878005027771,46
