	complexity	length	TE	TE_inf	expr_x	expr_y	index_column	method	exp_type	data_version	system	snr	init
0	7	10	5.03586030846853	5.03586030846853	-0.106*x*y	0.317*x	0	proged	numdif	allonger	predprey	inf	3
1	11	17	3.3416182794236176	3.3416182794236176	-0.106*x*y	1.336*x - 0.31*y	1	proged	numdif	allonger	predprey	inf	3
2	9	15	4.365436154701269	4.365436154701269	-0.106*x*y	0.891*x - 1.103	2	proged	numdif	allonger	predprey	inf	3
3	6	8	12.463435870187416	12.463435870187416	-0.108*y	0.317*x	3	proged	numdif	allonger	predprey	inf	3
4	15	24	1.0521827604442708	1.0521827604442708	-0.398*x*y + 2.252*x	1.336*x - 0.31*y	4	proged	numdif	allonger	predprey	inf	3
5	12	18	2.682306339092172	2.682306339092172	-0.022*x**4	1.336*x - 0.31*y	5	proged	numdif	allonger	predprey	inf	3
6	13	23	2.4022208056727057	2.4022208056727057	-0.022*x**4	1.35*x - 0.463*y + 0.937	6	proged	numdif	allonger	predprey	inf	3
7	14	21	2.3128575454827525	2.3128575454827525	-0.022*x**4	1.285*x - 0.041*y**2	7	proged	numdif	allonger	predprey	inf	3
8	35	62	0.7469701238780608	0.7469701238780608	0.004*x**3 - 1.02*x**2 - 0.999*x*y/(x + 0.991) + 4.029*x	5.0*x/(x + 0.972) - 0.408*y	8	proged	numdif	allonger	predprey	inf	3
9	43	81	0.016652158649615986	0.016652158649615986	0.004*x**3 - 1.02*x**2 - 0.999*x*y/(x + 0.991) + 4.029*x	1.001*x*y/(x + 1.001) - 0.075*y**2	9	proged	numdif	allonger	predprey	inf	3
10	38	67	0.016660591420092404	0.016660591420092404	0.004*x**3 - 1.02*x**2 - 0.999*x*y/(x + 0.991) + 4.029*x	1.0*x*y/(x + 1.0) - 0.075*y**2	10	proged	numdif	allonger	predprey	inf	3
