	index	complexity	length	TE	TE_inf	expr_x	expr_y	index_column	method	data_version	system	snr	init
10	64	30	201	0.9449007245773444	0.8002606508139019	x2*(3.068 - 0.471*x1)	(x1 - 3.688)*(0.006*x1*x2*(cos(2*x1*(1.093 - x1)) - 4.309) - 0.071) + 0.266	64	dso	all	barmag	30	3
9	56	18	124	1.0178505825312032	0.8649520643414883	x2*(3.068 - 0.471*x1)	x2*(x2 - 0.769)*(x1 + 1.693*x2 - 6.404)	56	dso	all	barmag	30	3
8	55	17	116	1.0329094499875384	0.8789931321121209	x2*(3.068 - 0.471*x1)	-0.208*cos(0.734*x1 + 1.266*x2)	55	dso	all	barmag	30	3
6	53	16	118	1.0409919421602827	0.8887647134820182	x2*(3.068 - 0.471*x1)	x1*(-0.037*x2 - 0.127) + 0.81	53	dso	all	barmag	30	3
7	54	15	98	1.1330578362362111	0.9893914781469093	x2*(3.068 - 0.471*x1)	-0.205*cos(0.753*x1 + x2)	54	dso	all	barmag	30	3
3	28	14	114	1.2315621283797797	1.0700787138326788	0.979 - 0.145*x1	x1*(-0.037*x2 - 0.127) + 0.81	28	dso	all	barmag	30	3
4	29	13	94	1.3259073418142742	1.1697352540883315	0.979 - 0.145*x1	-0.205*cos(0.753*x1 + x2)	29	dso	all	barmag	30	3
5	51	12	89	1.529053512247371	1.407872274593811	x2*(3.068 - 0.471*x1)	0.831 - 0.145*x1	51	dso	all	barmag	30	3
2	26	10	85	2.034019555312536	1.892888536741248	0.979 - 0.145*x1	0.831 - 0.145*x1	26	dso	all	barmag	30	3
1	25	8	66	3.3523317242685318	3.2172233826317087	0.979 - 0.145*x1	0.018*x2	25	dso	all	barmag	30	3
0	0	6	44	4.270711409986162	4.2691913212592825	0.407*x2	0.018*x2	0	dso	all	barmag	30	3
