  index    complexity    length        TE    TE_inf  expr_x                        expr_y              index_column  method    data_version    system      snr    init
     60            13        89  0.827435  0.341541  -0.293*x1 - 0.287*x2 + 3.662  6.651 - x2                    60  dso       all             barmag       30       0
     21            10        84  0.912008  0.512946  3.318 - 0.491*x2              6.145 - 0.921*x2              21  dso       all             barmag       30       0
