	index	complexity	length	TE	TE_inf	expr_x	expr_y	index_column	method	data_version	system	snr	init
8	74	24	152	0.5768091211469397	0.34718950756828904	x2*(0.3 - x2)*(x1 - 6.928)	-0.598*x2 + 0.416*sin(x1 - x2 + 2.958) - 0.113	74	dso	all	barmag	30	2
9	75	23	149	0.5874654633549241	0.3480122692680626	x2*(0.3 - x2)*(x1 - 6.928)	-0.639*x2 + 0.322*cos(x1 - 1.715*x2 + 1.784)	75	dso	all	barmag	30	2
7	72	21	144	0.5973946615794621	0.3926699068590554	x2*(0.3 - x2)*(x1 - 6.928)	-0.622*x2 + 0.622*sin(x1 + 2.436) - 0.307	72	dso	all	barmag	30	2
6	69	18	123	0.6571331398434863	0.37508263023226673	x2*(0.3 - x2)*(x1 - 6.928)	-1.986*x2*(x2 - 0.748) - 0.287	69	dso	all	barmag	30	2
5	47	17	100	0.6572310186353518	0.37326958627479884	x2**2*(6.087 - x1)	-1.986*x2*(x2 - 0.748) - 0.287	47	dso	all	barmag	30	2
4	25	13	112	0.7479138983907143	0.6256690596818258	2.422*x2 - 0.983	-1.986*x2*(x2 - 0.748) - 0.287	25	dso	all	barmag	30	2
3	23	12	70	0.8136638731595179	0.6107065233108866	2.422*x2 - 0.983	x2*(0.372 - x2)	23	dso	all	barmag	30	2
2	3	11	75	0.8713878113418555	0.8000930176761528	x2**2	-1.986*x2*(x2 - 0.748) - 0.287	3	dso	all	barmag	30	2
1	1	10	33	0.8718574083572053	0.7644489236332437	x2**2	x2*(0.372 - x2)	1	dso	all	barmag	30	2
0	0	8	29	0.9983063445755702	0.9050611258426275	x2**2	0.416 - x2	0	dso	all	barmag	30	2
