t,x,y
0.0,5.924649548030036,10.541049003346156
0.1,5.866961287041332,10.503091587453309
0.2,5.809259487874603,10.465135629210515
0.30000000000000004,5.75156970198026,10.427176964620026
0.4,5.693872042574964,10.389215687179654
0.5,5.636172602427145,10.351255873529444
0.6000000000000001,5.578481573403847,10.313297758960594
0.7000000000000001,5.520776643751069,10.275337419109217
0.8,5.463083127382621,10.237374159485373
0.9,5.4053830538100955,10.199411817993678
1.0,5.347679706805879,10.161451972285752
1.1,5.28998583101839,10.12349135962897
1.2000000000000002,5.232277859562336,10.085527655843189
1.3,5.174580554836793,10.047563308375825
1.4000000000000001,5.1168780749354505,10.009601186748974
1.5,5.059170870155036,9.971639731601032
1.6,5.001474065627147,9.933675480960266
1.7000000000000002,4.943763137250872,9.895708520459095
1.8,4.886061994589415,9.85774219947778
1.9000000000000001,4.828357106142448,9.819777914086945
2.0,4.77064609991973,9.78181308303485
2.1,4.712946283025757,9.743845046489913
2.2,4.655232478083857,9.705874837328315
2.3000000000000003,4.597527456588195,9.667905511996679
2.4000000000000004,4.539820147870317,9.629937782348659
2.5,4.4821054027148435,9.591969119493752
2.6,4.424402488889895,9.553997272847116
2.7,4.366685882231628,9.516023262759274
2.8000000000000003,4.308976949789755,9.478050046044105
2.9000000000000004,4.251267199629443,9.440078855321875
3.0,4.193548783137438,9.402107874655082
3.1,4.13584268774854,9.364134628755954
3.2,4.07812334755713,9.326158953892516
3.3000000000000003,4.020410480486674,9.288183086408427
3.4000000000000004,3.9626982583635204,9.250209030353965
3.5,3.9049762416446763,9.212236349324353
3.6,3.847266880606544,9.174262722989297
3.7,3.789544867453318,9.13628643544204
3.8000000000000003,3.731828050236882,9.09830806912418
3.9000000000000004,3.6741133167171043,9.060329788401454
4.0,3.616387773338878,9.022353139745322
4.1000000000000005,3.5586750639039955,8.984377601847255
4.2,3.500950430027176,8.946401148932974
4.3,3.4432296549918364,8.908422111291461
4.4,3.3855123618758323,8.870440566902422
4.5,3.3277833660886715,8.832458127144948
4.6000000000000005,3.270067226903598,8.79447647738003
4.7,3.2123400148235586,8.756495995407635
4.800000000000001,3.154615280957667,8.71851553194988
4.9,3.096895371131455,8.680533389611059
5.0,3.03916299556665,8.642548632828197
5.1000000000000005,2.9814433456711527,8.604561743385856
5.2,2.9237135856719942,8.566574236455109
5.300000000000001,2.865984895462699,8.528587621337975
5.4,2.8082623005241523,8.49060246777393
5.5,2.750526611876973,8.45261815526017
5.6000000000000005,2.692803367383401,8.414633367059098
5.7,2.6350710719211112,8.376646933601517
5.800000000000001,2.5773384242398794,8.338658489065308
5.9,2.5196130566186516,8.300668602445224
6.0,2.461874103781643,8.262678384856795
6.1000000000000005,2.404147165475806,8.224688856933874
6.2,2.346412313135159,8.186700429752682
6.300000000000001,2.288675682080531,8.148712736952819
6.4,2.23094740800314,8.110724844342558
6.5,2.173205182248091,8.072735686528624
6.6000000000000005,2.1154743803732763,8.03474450689575
6.7,2.057736834408382,7.996751118692789
6.800000000000001,1.9999960466051672,7.95875591195968
6.9,1.9422644938772806,7.920759649002873
7.0,1.884518598676918,7.88276315761856
7.1000000000000005,1.8267830603869895,7.844767050370952
7.2,1.7690410224635802,7.8067715588842175
7.300000000000001,1.7134491844357453,7.770216126417195
7.4,0.0,0.0
7.5,0.0,0.0
7.6000000000000005,0.0,0.0
7.7,0.0,0.0
7.800000000000001,0.0,0.0
7.9,0.0,0.0
8.0,0.0,0.0
8.1,0.0,0.0
8.200000000000001,0.0,0.0
8.3,0.0,0.0
8.4,0.0,0.0
8.5,0.0,0.0
8.6,0.0,0.0
8.700000000000001,0.0,0.0
8.8,0.0,0.0
8.9,0.0,0.0
9.0,0.0,0.0
9.1,0.0,0.0
9.200000000000001,0.0,0.0
9.3,0.0,0.0
9.4,0.0,0.0
9.5,0.0,0.0
9.600000000000001,3.5e-323,7.95e-322
9.700000000000001,6.9485117722377e-310,6.9485117722377e-310
9.8,4.6776793093667e-310,0.0
9.9,0.0,0.0
