	complexity	length	TE	TE_inf	expr_x	expr_y	index_column	method	exp_type	data_version	system	snr	init
0	6	8	2.0796716941804347	2.0188566920396753	-0.02*y	0.016*y	0	proged	numdif	all	shearflow	13	3
1	48	100	2.015566427118647	2.192106298152584	-0.759*sin(4.126*y)	0.507 + 2.331/(-0.845*x**2*y - 4.222*x*y**2 - 4.292*x*y - 4.999*x + 4.996*sin(3.04*y) + 3.807*cos(3.239*x**2*y) + 1.386)	1	proged	numdif	all	shearflow	13	3
2	8	11	2.044638183373753	1.9509062087400924	-5.0/x**7	0.016*y	2	proged	numdif	all	shearflow	13	3
