  complexity    length        TE    TE_inf  expr_x                                                                        expr_y                                     index_column  method    exp_type    data_version    system      snr    init
           7        10  2.85498   2.87764   -1.139*x*y                                                                    -1.439*x                                              0  proged    numdif      all             lv           30       3
           9        13  2.37688   2.39796   -1.139*x*y                                                                    -0.923*x**2                                           1  proged    numdif      all             lv           30       3
          24        50  0.31555   0.230772  -0.531*x*y - 1.564*x - 1.887*y + 3.702                                        0.122*x*y - 2.285*x - 2.112*y + 4.197                 2  proged    numdif      all             lv           30       3
          20        41  0.339666  0.259778  -0.531*x*y - 1.564*x - 1.887*y + 3.702                                        -2.001*x - 1.981*y + 3.943                            3  proged    numdif      all             lv           30       3
           6         8  3.32169   3.35095   -2.192*x                                                                      -1.439*x                                              4  proged    numdif      all             lv           30       3
          10        16  1.12087   1.08661   -2.192*x                                                                      0.126 - 0.956*x**2                                    5  proged    numdif      all             lv           30       3
          16        32  0.483219  0.434083  -2.798*x - 2.458*y + 4.805                                                    -2.001*x - 1.981*y + 3.943                            6  proged    numdif      all             lv           30       3
          13        23  0.601907  0.574685  -1.32*x**2                                                                    -2.001*x - 1.981*y + 3.943                            7  proged    numdif      all             lv           30       3
          12        19  0.924412  0.898608  -1.32*x**2                                                                    0.126 - 0.956*x**2                                    8  proged    numdif      all             lv           30       3
          40        81  0.253795  0.130989  -1.5*x**3 - 1.177*x**2*y/(x - 3.874) - 1.351*x*y + 1.951*x + 0.201*y - 0.399  0.122*x*y - 2.285*x - 2.112*y + 4.197                 9  proged    numdif      all             lv           30       3
          36        72  0.257732  0.132298  -1.5*x**3 - 1.177*x**2*y/(x - 3.874) - 1.351*x*y + 1.951*x + 0.201*y - 0.399  -2.001*x - 1.981*y + 3.943                           10  proged    numdif      all             lv           30       3
          41        82  0.245753  0.124505  -1.5*x**3 - 1.177*x**2*y/(x - 3.874) - 1.351*x*y + 1.951*x + 0.201*y - 0.399  -2.192*x + 0.007*y**5 - 2.531*y + 4.813              11  proged    numdif      all             lv           30       3
