	complexity	length	TE	TE_inf	expr_x	expr_y	index_column	method	exp_type	data_version	system	snr	init
0	7	10	5.3298767569874075	5.562196950758719	-1.494*x*y	-1.324*y	0	proged	numdif	all	lv	30	1
1	9	13	1.9855812811776548	2.031124074964859	-5.0*y**2	-0.488*x*y	1	proged	numdif	all	lv	30	1
2	8	11	2.803623131654583	2.9012439042846645	-5.0*y**2	-1.324*y	2	proged	numdif	all	lv	30	1
3	6	8	5.445784547189701	5.68277277428814	-3.657*y	-1.324*y	3	proged	numdif	all	lv	30	1
4	11	18	1.7522754771233642	1.773322943930858	-2.387*x*y**2 + 0.176	-1.324*y	4	proged	numdif	all	lv	30	1
5	13	24	0.6589444940209053	0.5035764579236965	-1.871*x*y - 1.631*x + 5.0	-0.488*x*y	5	proged	numdif	all	lv	30	1
6	12	22	0.744824409176138	0.611266099430803	-1.871*x*y - 1.631*x + 5.0	-1.324*y	6	proged	numdif	all	lv	30	1
7	18	36	0.5437755693926468	0.39477557798728036	-1.871*x*y - 1.631*x + 5.0	-0.532*x*y - 0.225*x + 0.678	7	proged	numdif	all	lv	30	1
8	23	45	0.4248736200214615	0.22260802969347254	-3.369*x*y + 4.838*y/(y + 0.298) - 0.006	-0.532*x*y - 0.225*x + 0.678	8	proged	numdif	all	lv	30	1
9	15	27	0.5990012545953616	0.3783976464486182	-2.304*x*y**2 - 0.751*x + 2.288	-0.488*x*y	9	proged	numdif	all	lv	30	1
10	14	25	0.6580547125235563	0.45475327695996137	-2.304*x*y**2 - 0.751*x + 2.288	-1.324*y	10	proged	numdif	all	lv	30	1
11	20	39	0.4385600094191788	0.20738367423447104	-2.304*x*y**2 - 0.751*x + 2.288	-0.532*x*y - 0.225*x + 0.678	11	proged	numdif	all	lv	30	1
12	22	40	0.43145031531508976	0.23335475676596984	-3.371*x*y + 4.852*y/(y + 0.301)	-0.532*x*y - 0.225*x + 0.678	12	proged	numdif	all	lv	30	1
