	complexity	length	TE	TE_inf	expr_x	expr_y	index_column	method	exp_type	data_version	system	snr	init
0	12	22	0.4331821716972034	0.4331821716972034	-0.933*x*y	-2.312*x - 2.38*y + 4.755	0	proged	numdif	all	lv	inf	0
1	9	13	0.8014906587078373	0.8014906587078373	-0.933*x*y	-5.0*x**2	1	proged	numdif	all	lv	inf	0
2	7	10	2.749067072687973	2.749067072687973	-2.244*x	-1.398*x*y	2	proged	numdif	all	lv	inf	0
3	6	8	3.2982031617468213	3.2982031617468213	-2.244*x	-3.304*x	3	proged	numdif	all	lv	inf	0
4	11	20	0.5574614654734384	0.5574614654734384	-2.244*x	-2.312*x - 2.38*y + 4.755	4	proged	numdif	all	lv	inf	0
5	8	11	0.9403229495810199	0.9403229495810199	-2.244*x	-5.0*x**2	5	proged	numdif	all	lv	inf	0
6	10	16	0.6480638482645954	0.6480638482645954	-2.244*x	0.021 - 5.0*x**2	6	proged	numdif	all	lv	inf	0
7	16	32	0.1938604960086533	0.1938604960086533	-1.742*x - 1.14*y + 2.267	-2.312*x - 2.38*y + 4.755	7	proged	numdif	all	lv	inf	0
8	14	25	0.2355451007225356	0.2355451007225356	-0.353*x*y**2	-2.312*x - 2.38*y + 4.755	8	proged	numdif	all	lv	inf	0
9	17	34	0.1148899789989464	0.1148899789989464	-0.788*x*y - 0.675*y + 1.343	-2.312*x - 2.38*y + 4.755	9	proged	numdif	all	lv	inf	0
10	49	94	0.04893367681549894	0.04893367681549894	-0.043*x**2*y/(x - 1.052) + 5.0*x*y/(x - 2.921) + 2.476*x	-5.0*x**2*y/(x + 1.432) - 1.106*y - 0.054*y/(y - 3.054) + 2.111	10	proged	numdif	all	lv	inf	0
11	46	90	0.053449947819299695	0.053449947819299695	-0.043*x**2*y/(x - 1.052) + 5.0*x*y/(x - 2.921) + 2.476*x	-4.713*x**3 - 1.431*x - 1.761*y - 0.074*y/(y - 3.061) + 3.384	11	proged	numdif	all	lv	inf	0
12	21	38	0.11172292967034447	0.11172292967034447	1.009*x*y/(y - 1.384) - 4.854*x	-2.312*x - 2.38*y + 4.755	12	proged	numdif	all	lv	inf	0
13	29	56	0.08904911174133469	0.08904911174133469	-0.95*x**2*y**2 - 1.272*y - 0.94*y/(y - 3.337) + 1.136	-2.312*x - 2.38*y + 4.755	13	proged	numdif	all	lv	inf	0
14	36	70	0.07826181286248046	0.07826181286248046	-0.95*x**2*y**2 - 1.272*y - 0.94*y/(y - 3.337) + 1.136	0.47*x**5*y - 1.178*x*y - 2.335*y + 4.666	14	proged	numdif	all	lv	inf	0
15	45	86	0.05549184917515476	0.05549184917515476	-0.95*x**2*y**2 - 1.272*y - 0.94*y/(y - 3.337) + 1.136	-5.0*x**2*y/(x + 1.432) - 1.106*y - 0.054*y/(y - 3.054) + 2.111	15	proged	numdif	all	lv	inf	0
16	42	82	0.06483924379773576	0.06483924379773576	-0.95*x**2*y**2 - 1.272*y - 0.94*y/(y - 3.337) + 1.136	-4.713*x**3 - 1.431*x - 1.761*y - 0.074*y/(y - 3.061) + 3.384	16	proged	numdif	all	lv	inf	0
