	index	complexity	length	TE	TE_inf	expr_x	expr_y	index_column	method	data_version	system	snr	init
18	492	67	335	0.004536483217689489	0.004536483217689489	x1*(3.015 - (-x1 + 2*x2/(x1 + 1.011) + 0.997)/(2.986*x1*x2/(x1*(x1**2 + x2 + 0.024) - x1) - 0.996))	-x2/(x1 + 1.0) - (0.075*x2 - 1.031)*(x2 + 0.415) - 0.428	492	dso	allonger	predprey	inf	0
19	493	66	332	0.0045834435824594335	0.0045834435824594335	x1*(3.015 - (-x1 + 2*x2/(x1 + 1.011) + 0.997)/(2.986*x1*x2/(x1*(x1**2 + x2 + 0.024) - x1) - 0.996))	-x2/(x1 + 1.0) - (0.075*x2 - 0.992)*(x2 - 0.11) + 0.109	493	dso	allonger	predprey	inf	0
17	488	59	283	0.004594875601235042	0.004594875601235042	x1*(3.015 - (-x1 + 2*x2/(x1 + 1.011) + 0.997)/(2.986*x1*x2/(x1*(x1**2 + x2 + 0.024) - x1) - 0.996))	-x2*(0.075*x2 - 1.0) - x2/(x1 + 1.0)	488	dso	allonger	predprey	inf	0
15	292	53	314	0.010049590396318402	0.010049590396318402	-x1*(0.005*x1 - 1.031)*(x1*(2.009 - x1) - 0.993*x2 + 2.965)/(x1 + 1.034) + x1	-x2/(x1 + 1.0) - (0.075*x2 - 1.031)*(x2 + 0.415) - 0.428	292	dso	allonger	predprey	inf	0
16	293	52	311	0.010097478581848238	0.010097478581848238	-x1*(0.005*x1 - 1.031)*(x1*(2.009 - x1) - 0.993*x2 + 2.965)/(x1 + 1.034) + x1	-x2/(x1 + 1.0) - (0.075*x2 - 0.992)*(x2 - 0.11) + 0.109	293	dso	allonger	predprey	inf	0
14	288	45	262	0.010119237844179034	0.010119237844179034	-x1*(0.005*x1 - 1.031)*(x1*(2.009 - x1) - 0.993*x2 + 2.965)/(x1 + 1.034) + x1	-x2*(0.075*x2 - 1.0) - x2/(x1 + 1.0)	288	dso	allonger	predprey	inf	0
12	190	43	254	0.03561741036894282	0.03561741036894282	x1*(-x1 + x2*(0.002 + 1.009/(-x1 - 1.01)) + 4.0)	-x2/(x1 + 1.0) - (0.075*x2 - 1.091)*(x2 + 1.216) - 1.327	190	dso	allonger	predprey	inf	0
11	189	40	224	0.03564011912741081	0.03564011912741081	x1*(-x1 + x2*(0.002 + 1.009/(-x1 - 1.01)) + 4.0)	-x2/(x1 + 1.0) - (0.075*x2 - 0.881)*(x2 - 1.587) + 1.398	189	dso	allonger	predprey	inf	0
10	188	38	208	0.03564128469251576	0.03564128469251576	x1*(-x1 + x2*(0.002 + 1.009/(-x1 - 1.01)) + 4.0)	-x2*(0.075*x2 - 1.0) - x2/(x1 + 1.0)	188	dso	allonger	predprey	inf	0
9	187	36	219	0.5628975837362813	0.5628975837362813	x1*(-x1 + x2*(0.002 + 1.009/(-x1 - 1.01)) + 4.0)	-2.665*x1 + 27.486 + (-2.665*x2 - 125.519)/(x1 + 4.718)	187	dso	allonger	predprey	inf	0
13	205	35	194	1.1744424812053234	1.1744424812053234	x1 - x1*(-0.994*x1*(1.993 - x1) + 0.999*x2 - 3.011)/(x1 + 0.998)	0.736*x2/(-x1 - 0.8) + 2.434	205	dso	allonger	predprey	inf	0
8	185	32	170	1.176693783379746	1.176693783379746	x1*(-x1 + x2*(0.002 + 1.009/(-x1 - 1.01)) + 4.0)	0.736*x2/(-x1 - 0.8) + 2.434	185	dso	allonger	predprey	inf	0
7	106	23	163	1.1954807898633584	1.1954807898633584	-0.239*x1*(x1 + 1.411*x2 - 10.449) - 0.141	0.736*x2/(-x1 - 0.8) + 2.434	106	dso	allonger	predprey	inf	0
6	46	18	117	1.2379270832761702	1.2379270832761702	-0.367*x1*(x2 - 5.682)	0.736*x2/(-x1 - 0.8) + 2.434	46	dso	allonger	predprey	inf	0
5	44	12	94	1.296692254503839	1.296692254503839	-0.367*x1*(x2 - 5.682)	x1 - 0.379*x2 + 0.85	44	dso	allonger	predprey	inf	0
4	24	11	88	1.3359705902883807	1.3359705902883807	2.273 - 0.457*x2	x1 - 0.379*x2 + 0.85	24	dso	allonger	predprey	inf	0
3	23	10	67	1.5632709191343244	1.5632709191343244	2.273 - 0.457*x2	x1 - 0.242*x2	23	dso	allonger	predprey	inf	0
2	4	9	69	5.096167997404951	5.096167997404951	-0.091*x2	x1 - 0.379*x2 + 0.85	4	dso	allonger	predprey	inf	0
1	3	8	48	5.486480253195747	5.486480253195747	-0.091*x2	x1 - 0.242*x2	3	dso	allonger	predprey	inf	0
0	0	6	45	10.304009731598319	10.304009731598319	-0.091*x2	x1 - 1.194	0	dso	allonger	predprey	inf	0
