  index    complexity    length       TE    TE_inf  expr_x                                                                                     expr_y                   index_column  method    data_version    system      snr    init
    255            41       224  1.10217  0.678555  3.115*cos(5.183 - (x1*(1.331*x1**2 + x2*(x2*(x1 + 1.078) + 2.285) - 13.368) + 35.134)/x2)  x1 - 1.973/(0.8 - x2)             255  dso       all             glider       13       3
    234            40       208  1.10225  0.681215  3.062*cos(4.59 - (x1*(x1**2 + x2*(x2*(x1 + 1.074) + 1.129) + x2 - 5.003) + 19.419)/x2)     x1 - 1.973/(0.8 - x2)             234  dso       all             glider       13       3
    231            32       182  1.33275  1.12504   3.062*cos(4.59 - (x1*(x1**2 + x2*(x2*(x1 + 1.074) + 1.129) + x2 - 5.003) + 19.419)/x2)     1.405*x1                          231  dso       all             glider       13       3
      3            14        70  1.79432  1.76563   -0.034*x2                                                                                  x1 - 1.973/(0.8 - x2)               3  dso       all             glider       13       3
      0             6        44  2.50745  2.69493   -0.034*x2                                                                                  1.405*x1                            0  dso       all             glider       13       3
