	index	complexity	length	TE	TE_inf	expr_x	expr_y	index_column	method	data_version	system	snr	init
10	368	58	342	0.004667546832401988	0.004667546832401988	-0.05*x1**2 - (0.996 - 0.0004*x1**3)*sin(x2)	x1 - 0.003 + (0.997*cos(0.999*x2 - 3.121) + 0.004)/x1	368	dso	all	glider	inf	2
9	188	35	210	0.005093900126594461	0.005093900126594461	-x1**2/(sin(x2 + 12.77) + 19.969) + sin(x2 + 9.425)	x1 - 0.003 + (0.997*cos(0.999*x2 - 3.121) + 0.004)/x1	188	dso	all	glider	inf	2
8	186	30	167	0.005324986949615014	0.005324986949615014	-x1**2/(sin(x2 + 12.77) + 19.969) + sin(x2 + 9.425)	x1 + 0.999*cos(x2 + 3.143)/x1	186	dso	all	glider	inf	2
7	171	26	146	0.007136377134464611	0.007136377134464611	0.006*x1*(-8.39*x1 + sin(x2)) - sin(x2)	x1 + 0.999*cos(x2 + 3.143)/x1	171	dso	all	glider	inf	2
5	81	22	135	0.00867975422691031	0.00867975422691031	-0.05*x1**2 - 0.987*sin(x2)	x1 + 0.999*cos(x2 + 3.143)/x1	81	dso	all	glider	inf	2
6	135	16	125	0.10123293294305247	0.10123293294305247	-0.051*x1*(x1 - 0.067) - 0.987*cos(x2 - 1.575)	x1 + 0.067	135	dso	all	glider	inf	2
4	75	13	80	0.10939138393127557	0.10939138393127557	-0.05*x1**2 - 0.987*sin(x2)	x1 + 0.067	75	dso	all	glider	inf	2
3	60	12	78	0.1767242016573876	0.1767242016573876	-0.295*x1 - sin(x2) + 0.368	x1 + 0.067	60	dso	all	glider	inf	2
2	16	10	84	0.3897850666272957	0.3897850666272957	0.054*x2 - 1.108	4.53 - 0.134*x2	16	dso	all	glider	inf	2
1	1	8	64	0.40443575191952996	0.40443575191952996	-0.161*x1	4.53 - 0.134*x2	1	dso	all	glider	inf	2
0	0	6	47	0.5737764236053913	0.5737764236053913	-0.161*x1	x1 + 0.067	0	dso	all	glider	inf	2
