A001299,A001300,A001301,A001302,A001305,A001306,A001310,A001313,A001314,A001319,A001343,A001365,A001492,A003893,A005813,A007879,A007887,A008364,A008613,A008614,A008632,A008634,A008638,A008639,A008640,A008641,A008645,A008651,A008685,A008896,A008897,A008898,A008901,A008902,A008903,A009117,A009694,A009714,A010145,A010165,A010168,A010175,A010185,A010192,A010193,A010198,A010203,A010206,A010214,A010216,A010223,A010224,A010232,A010233,A010235,A010237,A010880,A011542,A011582,A011583,A011587,A011616,A011617,A011629,A011659,A011671,A011691,A011693,A011707,A011718,A011721,A011722,A011723,A011724,A011725,A011726,A011727,A011728,A011729,A011730,A014020,A014022,A014028,A014032,A014034,A014036,A014038,A014040,A014041,A014051,A014069,A014075,A014079,A014087,A014093,A014099,A014111,A014114,A014119,A014123,A014124,A014129,A014135,A014139,A014141,A014147,A014149,A014152,A014159,A014163,A014164,A014165,A014174,A014177,A014179,A014183,A014184,A014189,A014191,A014195,A014199,A014204,A014207,A014229,A014239,A014240,A014247,A014256,A014262,A014262,A014268,A014269,A014275,A014289,A014295,A014299,A014317,A014319,A014331,A014339,A014408,A014429,A014443,A014503,A014515,A014515,A014527,A014541,A014611,A014639,A014647,A014667,A014669,A014699,A014751,A014807,A014835,A014849,A014879,A014947,A014975,A014993,A014994,A015000,A015043,A015059,A015087,A015115,A015171,A015175,A015186,A015187,A015228,A015254,A015256,A015269,A015272,A015273,A015275,A015276,A015277,A015278,A015279,A015281,A015282,A015286,A015299,A015306,A015307,A015308,A015309,A015310,A015312,A015313,A015315,A015316,A015319,A015329,A015340,A015341,A015343,A015344,A015345,A015348,A015366,A015372,A015389,A015400,A015406,A015415,A015419,A015420,A015450,A015510,A015516,A015527,A015538,A015546,A015550,A015571,A015573,A015586,A015599,A015604,A015607,A015642,A015643,A015648,A015658,A015660,A015661,A015689,A015703,A015720,A015747,A015749,A015758,A015779,A015790,A015795,A015802,A015811,A015813,A015815,A015816,A015826,A015828,A015835,A015838,A015846,A015868,A015885,A015899,A015912,A015918,A015930,A015936,A015946,A015952,A015956,A015964,A015966,A015978,A015981,A015983,A015987,A015997,A015998,A016000,A016010,A016022,A016030,A016033,A016042,A016050,A016053,A016055,A016056,A016076,A016077,A016079,A016086,A016086,A016100,A016110,A016124,A016126,A016126,A016128,A016132,A016139,A016154,A016156,A016156,A016168,A016168,A016171,A016176,A016176,A016179,A016180,A016180,A016182,A016192,A016194,A016202,A016210,A016219,A016221,A016231,A016232,A016235,A016236,A016240,A016242,A016245,A016251,A016253,A016258,A016264,A016266,A016270,A016271,A016272,A016275,A016284,A016286,A016288,A016289,A016300,A016310,A016319,A016323,A016327,A018785,A021097,A021487,A021500,A021502,A021511,A024186,A025871,A025873,A025875,A025881,A025899,A025901,A025903,A025904,A025911,A025913,A025922,A025924,A027633,A027634,A027672,A029342,A029349,A029351,A029352,A029353,A029354,A029360,A029364,A029369,A029371,A029372,A029373,A029375,A029377,A029379,A029381,A029384,A029386,A029388,A029391,A029393,A029395,A029397,A029399,A029400,A029402,A029404,A029407,A029409,A029411,A029414,A029416,A029418,A029421,A029423,A029425,A029426,A029427,A029429,A029431,A029433,A029436,A029438,A029440,A029443,A029445,A030133,A030139,A035174,A036133,A036136,A036137,A036138,A036140,A036141,A039946,A040186,A040197,A040217,A040225,A040235,A040237,A040245,A040251,A040254,A040260,A040264,A040289,A040295,A040315,A040318,A040347,A040359,A040362,A040373,A040374,A040377,A040388,A040412,A040415,A040427,A040435,A040441,A040444,A040456,A040459,A040464,A040466,A040468,A040478,A040485,A040486,A040494,A040498,A040500,A040503,A040532,A040541,A040545,A040547,A040561,A040564,A040568,A040579,A040605,A040608,A040615,A040623,A040626,A040627,A040647,A040667,A040691,A040694,A040697,A040711,A040718,A040723,A040736,A040738,A040741,A040744,A040750,A040767,A040780,A040792,A040794,A040800,A040814,A040819,A040823,A040827,A040829,A040832,A040835,A040851,A040853,A040859,A040876,A040882,A040888,A040891,A040898,A040906,A040910,A040915,A040925,A040927,A040935,A040945,A040949,A040959,A040965,A041358,A041359,A041392,A041393,A041450,A041451,A041582,A041583,A041590,A041591,A041824,A041854,A041864,A041865,A041870,A041871,A041882,A041883,A041928,A041956,A041957,A041970,A041971,A041972,A041973,A042006,A042007,A042035,A042064,A042065,A042094,A042095,A042128,A042129,A042136,A042137,A042158,A042159,A042176,A042177,A042178,A042179,A042189,A042210,A042211,A042252,A042253,A042254,A042270,A042271,A042276,A042328,A042329,A042378,A042379,A042384,A042385,A042422,A042423,A042436,A042447,A042470,A042471,A042472,A042473,A042483,A042488,A042534,A042535,A042564,A042565,A042570,A042571,A042584,A042585,A042588,A042589,A042600,A042601,A042612,A042613,A042646,A042647,A042654,A042655,A042658,A042659,A042664,A042665,A042670,A042671,A042702,A042703,A042707,A042719,A042777,A042781,A042782,A042783,A042812,A042813,A042836,A042837,A042844,A042845,A042850,A042851,A042854,A042864,A042865,A042885,A042898,A042918,A042919,A042928,A042930,A042931,A045541,A051794,A053342,A053567,A055857,A057348,A058342,A061039,A064263,A070401,A070452,A070589,A070607,A070629,A070648,A070686,A071431,A071447,A071451,A071453,A071460,A080672,A081749,A084244,A084633,A084969,A084970,A089235,A089510,A089756,A091726,A091769,A097851,A097852,A097857,A099839,A103950,A105471,A105966,A106006,A106614,A107391,A107410,A108155,A108791,A108792,A109781,A109782,A110164,A110687,A110688,A110689,A117445,A117521,A117800,A118526,A118531,A118606,A118610,A118614,A118632,A119286,A119287,A120214,A120215,A120216,A120217,A120218,A122572,A122574,A122803,A123127,A123228,A123259,A125930,A125933,A125937,A125943,A127376,A128696,A130507,A131036,A131757,A132151,A132401,A133379,A133381,A133890,A137607,A140953,A141413,A141519,A143372,A143419,A143471,A143478,A144060,A144448,A144450,A144453,A144454,A144701,A145911,A146122,A146311,A147605,A156093,A157074,A157876,A157962,A160484,A160705,A163201,A163202,A164936,A167603,A168223,A169671,A169673,A169674,A169718,A170157,A170158,A170159,A170253,A170254,A170349,A170350,A170351,A170352,A170353,A170354,A170355,A170356,A170445,A170446,A170447,A170541,A170542,A170543,A170544,A170545,A170546,A170547,A170548,A170549,A170550,A170637,A170638,A170684,A170685,A170686,A171738,A172519,A173245,A173894,A175717,A177842,A178144,A178146,A178147,A178978,A181753,A182719,A185688,A186041,A187185,A187186,A187187,A187188,A188444,A189046,A195291,A201920,A203171,A203172,A204693,A206786,A211704,A212757,A213031,A215205,A215898,A216127,A216450,A219090,A230196,A232602,A232719,A232732,A236172,A236206,A240328,A240329,A240330,A240331,A240332,A240348,A240349,A240350,A240351,A240352,A240354,A240356,A242627,A243063,A243845,A245487,A245492,A248417,A248740,A249736,A256096,A256427,A256496,A261032,A262710,A263561,A266667,A266770,A266778,A266779,A266780,A266781,A267206,A267207,A267809,A268413,A270271,A271350,A271379,A274664,A275639,A275640,A275641,A276234,A276235,A276394,A281098,A287533,A287997,A288000,A288001,A288166,A288253,A288254,A288255,A288256,A289138,A291984,A291985,A298805,A298811,A299252,A299277,A299291,A301141,A302652,A303072,A307897,A308089,A309070,A309494,A309554,A319207,A322460,A326511,A327560,A327561,A331779,A333347,A333469,A335247,A343529,A345414,A346267,A346325,A346535,A347671,A349414,A350384,A351742,A352095,A352779,A354600
1,1,1,1,1,1,1,1,1,1,1,1,1,0,2017,1.0,0,1,1,1,1,1.0,1,1,1,1,1,1,31,66.0,83.0,84,90.0,99.0,100.0,1,0.0,0.0,7,9,9,10,11,11.0,11.0,11.0,12.0,12.0,12.0,13.0,13.0,13.0,13.0,13,13.0,14.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,2016,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,1,1,1,1,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,1,1,1,1,1,1,1,1,2017,1,2017,1,2017,1,1,1,1,1,1,1,1,2017,1,1,2017,1,1,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,1,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,2017,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,2017,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1.0,1,1,1,1,1,1,1,1,14.0,14.0,15.0,15.0,15.0,15.0,16.0,16.0,16.0,16.0,16.0,17.0,17.0,18.0,18.0,19.0,19.0,19.0,19.0,19.0,19.0,20.0,20.0,20.0,21.0,21.0,21.0,21.0,21.0,21.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,23.0,23.0,23.0,23.0,24.0,24.0,24.0,24.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,26.0,26.0,26.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,28.0,28.0,28.0,28.0,28.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,31.0,31.0,31.0,31.0,31.0,13,1,14,1,15,1,17,1,17,1,20,21,21,1,21,1,21,1,22,22,1,22,1,22,1,22,1,1,23,1,23,1,24,1,24,1,24,1,24,1,24,1,1,25,1,25,1,25,25,1,25,26,1,26,1,26,1,27,1,27,1,27,1,27,1,1,27,28,1,28,1,28,1,28,1,28,1,28,1.0,28,1,29,1,29,1,29,1,29,1.0,29,1,29,1,1,1,1,1,30,1,30,1,30,1,30,1,30,1,30,31,1,1,31,31,1,31,31,1,2,1,41,-120,1,30.0,1,0,0,1,0,0.0,0,0.0,0.0,0.0,0,1,1,1,1,2,2015,1.0,1.0,11,13,0.0,1.0,1.0,1,2017,1.0,1.0,1,1.0,2015,0,1,0.0,0,24,0,-1.0,-5,10,-1,0,1.0,1,-1,1,0.0,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1013.0,1057.0,100013,100057,100103,1,1,1,-1,6.0,3.0,1,1.0,1.0,1.0,1,0,0,1.0,3,0.0,0,0,0,1,361,1,0,-1.0,1,1,1,0,2017,0,7,16,0,1,0,1,1,1,0,2,1.0,10,-299.0,0,0,0,10,1,0,0.0,0.0,0.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,0,0,1.0,1,0,1.0,0,0,0.0,0,1,4.0,2,2,2015,2015,2015,1,1.0,0,1.0,1,0,0,1.0,1.0,1.0,1.0,0.0,1.0,1,1,3.0,0,0,0,-69,-922,-3,1,1,1,1,1,1,1,1,1,1,1,1,1,9,1,1,0,0,3,0,0.0,4.0,3.0,31,0,1,42270067.0,1,1,2017,2017,2017,2017,1,1,1,1,201446503145165177,1,1,3,1,1,1,1,1,0,0.0,0.0,1,1,1,0,1,1,1,1,1,1.0,1.0,1,1,1,1,1,1,2,1.0,1,0,9.0,2019,1,1,3,1,9,0,2,1,0,1,1,0.0,9,1,1.0,1.0,0,1,1,0,1.0,0.0
1,1,1,1,2,1,1,1,0,0,0,2,1,1,1,1.0,1,11,0,0,1,1.0,1,1,1,1,1,0,28,33.0,248.0,42,45.0,296.0,50.0,-2,0.0,0.0,1,1,1,2,7,1.0,1.0,1.0,3.0,1.0,1.0,8.0,2.0,2.0,1.0,1,1.0,9.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1,-1,-1,-1,0,0,-1,-1,0,-1,0,-1,-1,-1,0,0,-1,-1,-1,-1,1,0,0,-1,0,-1,0,1,0,-1,1,0,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,0,-1,-1,-1,1,1,1,1,0,-1,0,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-10,-11,-12,-1,1,1,1,1,1,1,1,1,1,1,1,-104,-185,-300,-455,-656,-909,-1220,-1595,1,-2040,1,-182,1,-819,-2604,-6665,-14706,-29127,-53144,-90909,-229691,1,-1640,-13107,1,-65104,-239945,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10.0,1.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,-24,5,3,5,2,2,6,1,5.0,1.0,3.0,1.0,1.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,14.0,8.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,8.0,5.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,19.0,7.0,4.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,8.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,10.0,3.0,3.0,2.0,1.0,14,1,15,1,16,1,18,1,18,1,21,106,64,3,43,2,22,1,309,45,2,23,1,23,1,23,1,3,24,1,24,1,73,3,49,2,25,1,25,1,25,1,1,201,8,26,1,26,26,1,26,79,3,27,1,27,1,136,5,82,2,28,1,28,1,1,28,113,4,57,2,29,1,29,1,29,1,29,1.0,29,1,117,4,88,3,88,3,59,2.0,59,2,30,1,1,1,3,2,61,2,31,1,31,1,31,1,31,1,31,621,20,4,94,63,2,32,32,1,4,1,1,1764,24,29.0,0,7,11,6,1,1.0,1,1.0,1.0,1.0,1,1,1,1,1,3,0,5.0,0.0,121,169,1.0,0.0,10.0,0,1,0.0,0.0,1,-11.0,1,1,0,0.0,1,-896,1,0.0,121,248,3,1,-2.0,-8,1,3,-1.0,3,6,8.0,15.0,18.0,25.0,29.0,36.0,-1,-1,3103.0,7503.0,310003,750003,301003,1,1,-2,-3,-14.0,-7.0,2,2.0,2.0,2.0,2,-1,0,1.0,3,1.0,0,1,-1,1,180,0,-1,1.0,-1,-1,0,1,1,16,1,160,1,-9,1,1,-5,-1,-1,150,-1.0,0,2063.0,0,-1,-1,14,-837,0,0.0,0.0,0.0,1,4.0,5.0,6.0,4.0,5.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,4.0,5.0,6.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,4.0,5.0,3,4,5,9,0,9.0,0,3,81.0,2,1,4.0,2,3,5.0,-2,3,1,1,1,1,1.0,1,2.0,2,-1,-1,1.0,1.0,3.0,1.0,0.0,-2.0,-2,6,-10.0,17,0,-2,9231,2434966,1,2,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,1,1,3,0,0,-25,1,1.0,-9.0,2.0,32,-1,-4,97579567.0,101,0,1,1,1,1,10,2,1,-13,1007236913771681629,3,5,-11,-4,-5,-6,1,6,1,1.0,1.0,1,1,1,0,1,1,1,1,36,-1.0,-1.0,3,3,3,5,5,4,6,4.0,0,0,6.0,1,2,2,-95,1,68,31,1,1,0,2,0,1.0,14,55,2.0,1.0,1,-1728,0,0,-3.0,0.0
1,1,2,2,4,1,2,2,1,1,0,4,1,1,0,1.0,1,13,1,0,2,2.0,2,2,2,2,2,0,31,98.0,124.0,21,134.0,148.0,25.0,8,0.0,0.0,4,2,5,3,2,1.0,1.0,3.0,2.0,1.0,7.0,1.0,1.0,4.0,3.0,4,8.0,2.0,2.0,2,-1.0,-1.0,-1.0,1.0,-1.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,-1,1,1,1,-1,0,1,0,1,1,1,0,0,1,-1,1,-1,1,0,1,1,-1,0,0,1,1,0,0,1,1,1,0,0,-1,1,0,1,1,1,1,1,-1,1,0,1,1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,-1,0,-1,0,-1,-1,0,1,-1,1,-1,0,1,-1,1,111,133,157,1,0,0,-1,-1,-1,1,-1,1,-1,1,0,13546,41107,105050,236665,484210,918191,1637362,2775445,1,4508570,1,49777,-1,894621,8476671,53308003,252313293,969583737,3177326971,9182728191,57554154133,0,4035220,229062301,-1,5298179796,69088371619,1,1,1,0,1,1,-1,1,1,1,1,1,1,1,1,1,-1,0,1,1,-1,-1,1,-1,1,1,1,0,0,0,1,-1,0,-1,1,1,-1,1,-1,0,1,1,1,1,-1,1,1,0,0,0,1,1,1,1,1,1,-1,-1,1,1,0,1,-1,0,0,1,-1,-1,1,0,1,1,0,1,1,-1,0,0,1,1,-1,1,0,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,-1,1,1,0,-1,0,1,1,1,-1,0,-1,0,1,-1,1,-1,1,1,-1,0,0,1,0,1,-1,-1,-1,-1,13.0,0.0,2.0,2.0,2.0,1.0,1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,5.0,-1472,25,9,25,4,4,36,2,1.0,1.0,1.0,1.0,5.0,9.0,2.0,1.0,6.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,7.0,1.0,4.0,5.0,12.0,2.0,4.0,7.0,3.0,1.0,1.0,1.0,6.0,13.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,4.0,6.0,14.0,1.0,3.0,5.0,8.0,1.0,1.0,1.0,1.0,2.0,1.0,6.0,9.0,1.0,1.0,16.0,1.0,3.0,5.0,9.0,2.0,5.0,2.0,1.0,2.0,2.0,3.0,8.0,1.0,3.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,5.0,1.0,11.0,1.0,2.0,3.0,11.0,19.0,2.0,1.0,8.0,12.0,1.0,125,9,29,2,31,2,35,2,53,3,104,339,213,10,64,3,43,2,331,67,3,45,2,45,2,344,15,4,47,2,215,9,97,4,73,3,49,2,99,4,99,4,8,427,17,51,2,51,77,3,103,184,7,107,4,134,5,299,11,437,5,55,2,55,2,3,111,141,5,598,21,57,2,57,2,86,3,115,4.0,260,9,146,5,117,4,381,13,88,3.0,147,5,89,3,3,5,16,3,91,3,61,2,154,5,216,7,371,12,619,652,21,5,783,787,25,63,63,2,16,1,1,-13132,200,30.0,0,16,22,36,4,16.0,9,32.0,14.0,18.0,1,1,1,1,0,4,1,-15.0,2.0,143,221,2.0,0.0,19.0,1,0,1.0,1.0,3,105.0,46656,1,0,1.0,2,67584,2,1.0,-2205,4618,-6,-2,3.0,28,-4,-18,1.0,5,11,15.0,65.0,98.0,76.0,120.0,98.0,0,0,3015.0,3059.0,300015,300059,300105,-15,-10,4,-4,22.0,11.0,1,3.0,3.0,0.0,3,0,1,3.0,3,0.0,1,1,5,6,90,1,1,-3.0,3,1,-10,-1,0,40,55,16,8,26,1,2,49,1,48,6252,1.0,4,-8948.0,0,26,7,13,422809,0,0.0,0.0,0.0,1,12.0,20.0,30.0,12.0,20.0,12.0,20.0,30.0,42.0,56.0,72.0,90.0,110.0,12.0,20.0,30.0,12.0,20.0,30.0,42.0,56.0,72.0,90.0,110.0,132.0,156.0,12.0,20.0,6,12,20,9,0,35.0,1,2,81.0,3,1,9.0,5,5,6.0,3,4,1,1,1,1,1.0,7,3.0,4,80,15,4.0,56.0,5.0,13.0,1.0,4.0,4,36,94.0,610,0,30,-1254465,-6575675482,-2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9,0,0,563,1,3.0,27.0,1.0,33,255,16,340716433.0,100,1,0,0,0,0,11111,31,2,183,1697906240793858917,9,25,129,7,11,16,3,21,0,1.0,1.0,1,1,1,0,2,2,2,2,7,0.0,0.0,4,4,4,13,14,12,12,4.0,0,3,4.0,1,2,6,9201,2,708,291,3,1,0,4,2,2.0,56,1925,3.0,4.0,-2,2985984,0,0,9.0,0.0
1,1,2,2,6,1,2,2,0,0,0,6,1,2,0,2.0,2,17,0,0,3,3.0,3,3,3,3,2,0,30,49.0,62.0,62,67.0,74.0,74.0,-32,0.0,0.0,3,3,1,1,1,7.0,2.0,1.0,7.0,7.0,1.0,2.0,1.0,1.0,1.0,1,3.0,1.0,3.0,3,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,1,-1,0,1,0,-1,-1,0,0,0,1,0,-1,1,0,1,0,-1,0,0,0,-1,0,-1,1,-1,0,-1,1,-1,1,1,1,1,0,-1,0,-1,-1,0,1,1,0,0,1,1,1,1,1,1,-1,1,0,1,1,1,0,1,0,1,0,0,1,0,-1220,-1595,-2040,-1,0,0,1,1,1,1,1,1,0,1,0,-1679704,-8838005,-35927100,-120935815,-352504880,-917272809,-2177691460,-4793193515,1,-9900819720,0,-11662040,1,-901984419,-26279294704,-412612541285,-4228301370600,-31709385606535,-187360965026144,-917355454462809,-14313032243145515,0,-8509702520,-3695215419555,1,-410635172794704,-19251196169490725,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,-1,1,0,0,1,1,1,1,1,1,-1,0,0,1,1,1,0,0,1,1,1,1,-1,0,1,1,1,1,1,1,0,-1,0,1,1,1,1,1,1,0,0,1,1,-1,0,1,-1,0,1,0,0,1,0,1,1,-1,0,1,0,-1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,-1,1,-1,0,1,1,0,-1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,1,23.0,7.0,0.0,0.0,0.0,9.0,1,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,9.0,84480,52,27,28,8,8,107,5,1.0,3.0,3.0,9.0,2.0,1.0,1.0,2.0,10.0,1.0,4.0,11.0,4.0,1.0,3.0,1.0,3.0,5.0,1.0,1.0,3.0,7.0,4.0,2.0,1.0,1.0,13.0,2.0,3.0,1.0,2.0,4.0,4.0,1.0,5.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,4.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,6.0,4.0,3.0,9.0,1.0,1.0,1.0,2.0,7.0,8.0,1.0,10.0,1.0,1.0,3.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,5.0,1.0,5.0,3.0,3.0,7.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,11.0,8.0,2.0,1.0,1.0,8.0,1.0,10.0,2.0,389,28,276,19,295,19,88,5,230,13,437,445,277,13,107,5,581,27,971,112,5,248,11,158,7,1055,46,23,118,5,239,10,267,11,414,17,123,5,619,25,124,5,25,628,25,332,13,230,180,7,335,3207,122,776,29,295,11,734,27,3141,42,83,3,83,3,4,139,395,14,655,23,428,15,86,3,373,13,144,5.0,289,10,847,29,205,7,1993,68,323,11.0,500,17,653,22,4,11,19,20,243,8,92,3,955,31,247,8,773,25,650,1925,62,19,877,7933,252,221,158,5,25,1,2,67284,1052,29.0,0,1,3,28,9,35.0,13,13.0,4.0,39.0,0,2,2,0,0,5,1,45.0,-4.0,187,247,3.0,0.0,28.0,1,1,1.0,0.0,4,-995.0,13356,2,0,2.0,3,-4161536,3,2.0,39601,46736,11,8,-6.0,-100,19,63,4.0,7,16,58.0,70.0,106.0,91.0,49.0,124.0,-32,-64,5105.0,9505.0,510005,950005,501005,209,111,-8,1,466.0,233.0,2,1.0,4.0,3.0,11,-128,0,-3.0,-7,0.0,1,80087,-90986,6,45,1,-3,7.0,-4,0,1,12,1,8,91,832,5,-25,2,5,-485,0,-2256,182500,-1.0,1,29034.0,0,-486,-118,19,-205297469,0,0.0,0.0,0.0,1,36.0,80.0,150.0,36.0,80.0,36.0,80.0,150.0,252.0,392.0,576.0,810.0,1100.0,36.0,80.0,150.0,36.0,80.0,150.0,252.0,392.0,576.0,810.0,1100.0,1452.0,1872.0,36.0,80.0,12,36,80,252,0,75.0,0,3,3.0,2,1,4.0,1,6,9.0,5,5,1,1,1,1,-3.0,14,5.0,8,-4016,-610,6.0,1.0,8.0,32.0,0.0,-4.0,-3,216,-907.0,6433,0,-186,170459391,17767242206806,2,8,0,0,0,0,0,0,0,0,0,0,0,0,2,3,27,0,0,-13297,2,6.0,-81.0,2.0,34,-6306,-64,721933559.0,1110111,0,1,1,1,1,100010,34,3,-2561,2331023822106839599,27,24,-1460,-7,-14,-25,1,61,1,3.0,2.0,2,2,2,0,3,3,3,3,6,-1.0,-1.0,6,6,6,26,29,26,24,16.0,0,0,3.0,1,7,24,-882452,5,7578,2421,2,2,0,8,4,9.0,260,54340,4.0,27.0,2,-5159780352,0,0,-27.0,0.0
