  complexity    length       TE    TE_inf  expr_x                                expr_y                                                            index_column  method    exp_type    data_version    system      snr    init
          22        49  1.57693  1.59868   1.271 - 5.0*cos(0.598*t)              5.0*sin(2.838*t) + 5.0*sin(1.854*y) + 5.0                                    0  proged    numdif      all             cphase       13       1
          14        29  2.63568  2.84646   1.271 - 5.0*cos(0.598*t)              5.0*sin(2.359*t)                                                             1  proged    numdif      all             cphase       13       1
          28        64  1.36246  1.21577   1.271 - 5.0*cos(0.598*t)              5.0*sin(2.359*t) - 5.0*cos(2.887*t) + 5.0*cos(1.171*y) + 4.639               2  proged    numdif      all             cphase       13       1
          20        44  2.07343  2.09725   5.0*sin(2.751*t)                      5.0*sin(2.838*t) + 5.0*sin(1.854*y) + 5.0                                    3  proged    numdif      all             cphase       13       1
          12        24  3.13218  3.34503   5.0*sin(2.751*t)                      5.0*sin(2.359*t)                                                             4  proged    numdif      all             cphase       13       1
          31        71  1.22737  0.834811  -5.0*cos(-2.591*x + 2.493*y + 4.807)  5.0*sin(2.359*t) - 5.0*cos(2.887*t) + 5.0*cos(1.171*y) + 4.639               5  proged    numdif      all             cphase       13       1
          21        46  2.01428  2.01042   7.439*sin(2.751*t)                    5.0*sin(2.838*t) + 5.0*sin(1.854*y) + 5.0                                    6  proged    numdif      all             cphase       13       1
          13        26  3.07303  3.2582    7.439*sin(2.751*t)                    5.0*sin(2.359*t)                                                             7  proged    numdif      all             cphase       13       1
