	complexity	length	TE	TE_inf	expr_x	expr_y	index_column	method	exp_type	data_version	system	snr	init
0	8	13	3.51552170878408	3.51552170878408	0.061 - 2.86*y	3.137*x	0	proged	numdif	allonger	stl	inf	0
1	12	20	1.342584990718867	1.342584990718867	0.061 - 2.86*y	3.13*x - 0.218*y	1	proged	numdif	allonger	stl	inf	0
2	6	8	3.5522924076613007	3.5522924076613007	-2.862*y	3.137*x	2	proged	numdif	allonger	stl	inf	0
3	10	15	1.3534823074476394	1.3534823074476394	-2.862*y	3.13*x - 0.218*y	3	proged	numdif	allonger	stl	inf	0
4	26	46	0.3260997965299803	0.3260997965299803	-0.211*x*y**2/(x + 1.427) - 3.0*y - 0.008	0.827*x*y**3 + 3.027*x	4	proged	numdif	allonger	stl	inf	0
5	27	44	0.2720212103494572	0.2720212103494572	-0.21*x*y**2/(x + 1.427) - 3.0*y	0.579*x**3*y**3 + 3.011*x	5	proged	numdif	allonger	stl	inf	0
6	25	41	0.33006608798090764	0.33006608798090764	-0.21*x*y**2/(x + 1.427) - 3.0*y	0.827*x*y**3 + 3.027*x	6	proged	numdif	allonger	stl	inf	0
7	15	23	0.864855306744692	0.864855306744692	-0.742*x**3*y**2 - 2.991*y	3.137*x	7	proged	numdif	allonger	stl	inf	0
8	17	28	0.8521115548722948	0.8521115548722948	-0.742*x**3*y**2 - 2.991*y	3.133*x - 0.048	8	proged	numdif	allonger	stl	inf	0
9	20	32	0.6104959753353658	0.6104959753353658	-0.742*x**3*y**2 - 2.991*y	0.806*x*y + 3.107*x	9	proged	numdif	allonger	stl	inf	0
10	24	38	0.37791182528041567	0.37791182528041567	-0.742*x**3*y**2 - 2.991*y	0.579*x**3*y**3 + 3.011*x	10	proged	numdif	allonger	stl	inf	0
11	22	35	0.39359967053995715	0.39359967053995715	-0.742*x**3*y**2 - 2.991*y	0.827*x*y**3 + 3.027*x	11	proged	numdif	allonger	stl	inf	0
12	30	59	0.17019144018699342	0.17019144018699342	-0.997*x**3 - 0.992*x*y**2 + 0.996*x - 2.999*y	0.827*x*y**3 + 3.027*x - 0.004	12	proged	numdif	allonger	stl	inf	0
13	31	57	0.07261985614383756	0.07261985614383756	-0.997*x**3 - 0.992*x*y**2 + 0.996*x - 2.999*y	0.579*x**3*y**3 + 3.011*x	13	proged	numdif	allonger	stl	inf	0
14	35	69	0.04965052545712076	0.04965052545712076	-0.997*x**3 - 0.992*x*y**2 + 0.996*x - 2.999*y	-0.472*x**4*y**3 + 3.007*x + 0.002*y + 0.001	14	proged	numdif	allonger	stl	inf	0
15	29	54	0.1735886709860422	0.1735886709860422	-0.997*x**3 - 0.992*x*y**2 + 0.996*x - 2.999*y	0.827*x*y**3 + 3.027*x	15	proged	numdif	allonger	stl	inf	0
16	60	114	0.04471317304514816	0.04471317304514816	-0.997*x**3 - 0.992*x*y**2 + 0.996*x - 2.999*y	-0.37*x**3*y**3/((x + 1.442)*(y - 5.0)) - 0.229*x**3*y/(x - 5.0) + 2.998*x - 0.01*y/(y - 2.606)	16	proged	numdif	allonger	stl	inf	0
17	16	28	0.861807322869518	0.861807322869518	-0.739*x**3*y**2 - 2.99*y + 0.016	3.137*x	17	proged	numdif	allonger	stl	inf	0
18	18	33	0.8491306450092104	0.8491306450092104	-0.739*x**3*y**2 - 2.99*y + 0.016	3.133*x - 0.048	18	proged	numdif	allonger	stl	inf	0
19	23	40	0.3916630448658117	0.3916630448658117	-0.739*x**3*y**2 - 2.99*y + 0.016	0.827*x*y**3 + 3.027*x	19	proged	numdif	allonger	stl	inf	0
