	complexity	length	TE	TE_inf	expr_x	expr_y	index_column	method	exp_type	data_version	system	snr	init
0	8	13	3.5219336089588067	3.5172840633130127	0.062 - 2.855*y	3.121*x	0	proged	numdif	allonger	stl	30	0
1	12	20	1.3696023286463734	1.3672117377058566	0.062 - 2.855*y	3.114*x - 0.206*y	1	proged	numdif	allonger	stl	30	0
2	6	8	3.556994737309666	3.5523220637166153	-2.856*y	3.121*x	2	proged	numdif	allonger	stl	30	0
3	10	15	1.3804697053155084	1.3780558683373716	-2.856*y	3.114*x - 0.206*y	3	proged	numdif	allonger	stl	30	0
4	26	46	0.3379322655882562	0.3325295206475467	-0.256*x*y**2/(x + 1.457) - 2.999*y	0.733*x*y**3 + 3.022*x - 0.007	4	proged	numdif	allonger	stl	30	0
5	27	44	0.3149072068752867	0.3093250824781413	-0.256*x*y**2/(x + 1.457) - 2.999*y	0.51*x**3*y**3 + 3.009*x	5	proged	numdif	allonger	stl	30	0
6	25	41	0.3412525570784533	0.33595395013063434	-0.256*x*y**2/(x + 1.457) - 2.999*y	0.734*x*y**3 + 3.023*x	6	proged	numdif	allonger	stl	30	0
7	15	23	0.8626443253522316	0.860839054535678	-0.781*x**3*y**2 - 2.994*y	3.121*x	7	proged	numdif	allonger	stl	30	0
8	17	28	0.8518523786684717	0.8500619004332352	-0.781*x**3*y**2 - 2.994*y	3.117*x - 0.046	8	proged	numdif	allonger	stl	30	0
9	20	32	0.611628763209513	0.6092174501370291	-0.781*x**3*y**2 - 2.994*y	0.758*x*y + 3.093*x	9	proged	numdif	allonger	stl	30	0
10	24	38	0.40454728151524444	0.4009644385993355	-0.781*x**3*y**2 - 2.994*y	0.51*x**3*y**3 + 3.009*x	10	proged	numdif	allonger	stl	30	0
11	22	35	0.4178435123860361	0.41432716169673767	-0.781*x**3*y**2 - 2.994*y	0.734*x*y**3 + 3.023*x	11	proged	numdif	allonger	stl	30	0
12	30	59	0.18667545689427997	0.17512785940213701	-1.018*x**3 - 1.044*x*y**2 + 1.024*x - 3.001*y - 0.e-3	0.733*x*y**3 + 3.022*x - 0.007	12	proged	numdif	allonger	stl	30	0
13	31	57	0.13508821472427002	0.1189280528305223	-1.018*x**3 - 1.044*x*y**2 + 1.024*x - 3.001*y - 0.e-3	0.51*x**3*y**3 + 3.009*x	13	proged	numdif	allonger	stl	30	0
14	40	78	0.12897659797142863	0.11223141893487212	-1.018*x**3 - 1.044*x*y**2 + 1.024*x - 3.001*y - 0.e-3	-0.804*x**2*y**3 + 2.999*x - 0.198*y/(y - 2.626) - 0.017	14	proged	numdif	allonger	stl	30	0
15	29	54	0.18693404265381242	0.17536171911594003	-1.018*x**3 - 1.044*x*y**2 + 1.024*x - 3.001*y - 0.e-3	0.734*x*y**3 + 3.023*x	15	proged	numdif	allonger	stl	30	0
16	43	85	0.11654801401366913	0.09770034563073318	-1.018*x**3 - 1.044*x*y**2 + 1.024*x - 3.001*y - 0.e-3	0.639*x**3*y**3 + 2.997*x - 0.093*y - 0.179*y/(y - 2.622) - 0.014	16	proged	numdif	allonger	stl	30	0
17	16	28	0.8605360926236618	0.8587261273173087	-0.778*x**3*y**2 - 2.994*y + 0.014	3.121*x	17	proged	numdif	allonger	stl	30	0
18	18	33	0.8496997932881811	0.847904459963625	-0.778*x**3*y**2 - 2.994*y + 0.014	3.117*x - 0.046	18	proged	numdif	allonger	stl	30	0
19	23	40	0.41325796066942666	0.40967495309913193	-0.778*x**3*y**2 - 2.994*y + 0.014	0.734*x*y**3 + 3.023*x	19	proged	numdif	allonger	stl	30	0
