  index    complexity    length           TE       TE_inf  expr_x                                                                                                      expr_y                                                                                   index_column  method    data_version    system      snr    init
    367            50       235  9.81778e-05  9.81778e-05  0.05*x1*(-x1 + (0.008*sin(x2) + 0.004 + 0.008*(-x1 + x2 + 1.57 + 0.044/(x2 - 1.853))/x2)/x2) - 1.0*sin(x2)  x1 + cos(x2 + 3.142)/x1                                                                           367  dso       allonger        glider      inf       0
    236            45       282  0.000158699  0.000158699  -0.05*x1**2 - 1.0*sin(x2)                                                                                   1.0*x1 - 1.0*sin(0.438/(2*x1 + 0.083)) - 0.001 + (-1.0*cos(x2) + 0.223 - 0.013/x1)/x1             236  dso       allonger        glider      inf       0
    347            44       192  0.000158893  0.000158893  -0.05*x1**2 - 1.0*sin(x2)                                                                                   x1 + cos(x2 + 3.142)/x1                                                                           347  dso       allonger        glider      inf       0
    307            34       178  0.000159417  0.000159417  -0.05*x1**2 - 1.0*sin(x2)                                                                                   x1 + cos(x2 + 3.142)/x1                                                                           307  dso       allonger        glider      inf       0
    228            25       136  0.000161069  0.000161069  -0.05*x1**2 - 1.0*sin(x2)                                                                                   1.0*x1 + cos(x2 + 3.142)/x1                                                                       228  dso       allonger        glider      inf       0
    227            23       117  0.00018383   0.00018383   -0.05*x1**2 - 1.0*sin(x2)                                                                                   x1 + cos(x2 + 3.142)/x1                                                                           227  dso       allonger        glider      inf       0
    147            19       110  0.496198     0.496198     -0.247*x1 - 1.0*sin(x2) + 0.216                                                                             x1 + cos(x2 + 3.142)/x1                                                                           147  dso       allonger        glider      inf       0
      0             6        44  0.660863     0.660863     -0.153*x1                                                                                                   0.957*x1                                                                                            0  dso       allonger        glider      inf       0
