Unnamed: 0,system,snr,iinit,TE,TEinf,expr_model,method,data_version,exp_version,benchmark,duration,dM
0,myvdp,inf,0,0.7192876239621477,0.7192876239621477,"[['0.986 y', '-0.818 x + 1.276 y + -0.035 x^2 + 0.093 y^3 + -1.478 x^2*y + -0.316 y^2*x']]",sindy,all,e1,custom,0.0500028133392334,5
1,myvdp,30.0,0,0.3879787478388898,0.3835863250200586,"[['0.992 y', '-0.784 x + 1.257 y + -0.027 x^2 + 0.102 y^3 + -1.449 x^2*y + -0.346 y^2*x']]",sindy,all,e1,custom,0.0209996700286865,5
2,myvdp,13.0,0,1.9049895954120264,1.870384373836019,"[['0.161 1 + 0.120 x + 0.991 y + 0.029 x^2 + -0.089 y^2 + 0.027 y^3 + 0.059 x^2*y + -0.163 y^2*x', '-0.185 x + 1.426 y + -0.283 x^2 + 0.086 y^2 + -0.523 x*y + -0.132 x^3 + 0.130 y^3 + -1.111 x^2*y + -0.394 y^2*x']]",sindy,all,e1,custom,0.0229992866516113,15
3,myvdp,inf,1,0.6388491591715408,0.6388491591715408,"[['0.979 y', '-0.840 x + 1.376 y + 0.039 x^2 + 0.081 y^3 + -1.584 x^2*y + -0.266 y^2*x']]",sindy,all,e1,custom,0.0169997215270996,5
4,myvdp,30.0,1,1.971454537087859,1.9708090744752849,"[['0.920 y + -0.042 x*y + 0.032 y^2*x', '-0.813 x + 1.410 y + 0.031 x^2 + 0.076 y^3 + -1.596 x^2*y + -0.264 y^2*x']]",sindy,all,e1,custom,0.0190012454986572,7
5,myvdp,13.0,1,7.64272086545869,7.886137770118566,"[['0.861 y + 0.057 x^2 + -0.198 x*y + 0.017 x^3 + 0.162 x^2*y + -0.033 y^2*x', '-1.488 1 + 0.085 x + 2.143 y + 0.409 x^2 + 0.303 y^2 + -0.564 x*y + -0.160 x^3 + -0.025 y^3 + -1.082 x^2*y + -0.368 y^2*x']]",sindy,all,e1,custom,0.0309979915618896,14
6,myvdp,inf,2,0.3589488639116233,0.3589488639116233,"[['0.135 1', '-0.082 x^3 + -2.018 x^2*y + 1.559 y^2*x']]",sindy,all,e1,custom,1.7643206119537354,8
7,myvdp,30.0,2,180638.04097806168,181319.7538390472,"[['0.147 1', '12.086 1 + -126.040 y + 864.418 y^2 + 2.313 x^2*y + 213.954 y^2*x']]",sindy,all,e1,custom,8.035981178283691,8
8,myvdp,13.0,2,1.862972424024646,2.7646859584815857,"[['1.447 1 + 0.330 x + 0.050 y^2*x', '0.182 1 + -0.026 x^3 + -0.571 x^2*y']]",sindy,all,e1,custom,0.9034583568572998,10
9,myvdp,inf,3,0.0685449485350225,0.0685449485350225,"[['0.990 y', '-0.993 x + 1.940 y + -1.923 x^2*y']]",sindy,all,e1,custom,0.0090012550354003,2
10,myvdp,30.0,3,0.2711495712263403,0.2639597154937506,"[['0.994 y', '-0.968 x + 1.950 y + -0.012 x^3 + -1.912 x^2*y']]",sindy,all,e1,custom,0.0139994621276855,3
11,myvdp,13.0,3,4.098577193520633,4.21730593588957,"[['0.119 1 + 1.895 y + -0.061 y^2 + 0.116 x*y + -0.187 y^3 + -0.242 x^2*y + 0.345 y^2*x', '0.402 1 + -1.372 x + 1.440 y + -0.285 x^2 + 0.031 y^2 + -0.295 x*y + 0.226 x^3 + 0.059 y^3 + -1.262 x^2*y + -0.295 y^2*x']]",sindy,all,e1,custom,0.0259997844696044,15
