	method	data_version	exp_version	benchmark	system	snr	obs_type	iinit	init_true	init_model	duration	rmseDE	max_iter	pop_size	expr_true	expr_model	params_true	params_model	TEx	TEy	TExy	RE	num_true_params	num_model_params
0	ete	all	e2	strogatz	lv	inf	xy	0	[1. 3.]	[1. 3.]	11.797556638717651				['3*x - 2*x*y - x**2', '2*y - x*y - y**2']	[-0.00844993850128634*x_0 + 0.2952452268687636*x_1 + (0.2817826648909337 - 4.055970480617443*x_0)*(0.8384938974353369*x_0 + 0.02307367985427813) - 0.58985939577713269, (10.45387219632612 - 59.14956950900438*x_0)*((0.001468794478044707 - 0.020864848145483962*x_0)*(-0.017614871798835369*x_0 + 0.23737128687558309*x_1 - 5.5188772350888216) + 0.018000000000000002*arctan(13.900789461123878 - 7.021254648918856*x_1) + 0.006509999999999999)]	[[-1, -2, 3], [2]]		1.1083678199562308	2.708788686280429	3.81715650623666		6	
