  index    complexity    length        TE    TE_inf  expr_x                                                                                        expr_y        index_column  method    data_version    system      snr    init
    272            36       213   2.75498   2.91627  -x1*x2*(0.686*x1/((x1 + x2)*(x1 - 0.326/(1.61*x2 - 1.025))) + 0.027*x2 - 0.067) + x1 + 0.221  x1 - 1.195             272  dso       allonger        predprey     13       3
    224            33       184   2.76518   2.93421  -x1 - 0.031*x2**2 + (5.457*x1*x2 - 5.899)/(x1 + x2**2 - 2.159) + 1.191 + 0.013/x1             x1 - 1.195             224  dso       allonger        predprey     13       3
     96            17        96   3.11421   3.3157   0.318*x1*(5.466 - x2) + 0.012/x1                                                              x1 - 1.195              96  dso       allonger        predprey     13       3
     80            12        80   3.49225   3.76291  -0.008*x2**2*(x1 + x2 - 8.073)                                                                x1 - 1.195              80  dso       allonger        predprey     13       3
     64            10        74   4.48739   4.94321  -0.038*x1*x2*(x2 - 6.379)                                                                     x1 - 1.195              64  dso       allonger        predprey     13       3
     32             8        66   5.959     6.42322  1.933 - 0.399*x2                                                                              x1 - 1.195              32  dso       allonger        predprey     13       3
      0             6        46  10.0193   11.0506   -0.104*x2                                                                                     x1 - 1.195               0  dso       allonger        predprey     13       3
