	index	complexity	length	TE	TE_inf	expr_x	expr_y	index_column	method	data_version	system	snr	init
5	465	56	300	2.5881077166800583	2.6978377559223308	-0.271*x2 + 1.256 - 1.25/(-x1 + x2 + (1.017 - x2)*(-2*x1 - 3.69*x2 + 0.197 + 0.935/x2)) - 0.043/(1.445 - x1)	-8.308/(x1 + 6.362*x2/(x2 - 4.943))	465	dso	allonger	predprey	13	0
3	426	46	279	2.639291397872429	2.7220390580967964	(-2.612*x1 + 2.279*x2 - 0.154)/(-1.372*x1 + 0.527*x2**2 - 0.372*x2 + 0.552) - 1.199	-0.873 + 8.513/(-x1 + 6.453*x2/(4.992 - x2))	426	dso	allonger	predprey	13	0
4	460	45	253	3.3530184969901167	3.51700030019541	-0.271*x2 + 1.256 - 1.25/(-x1 + x2 + (1.017 - x2)*(-2*x1 - 3.69*x2 + 0.197 + 0.935/x2)) - 0.043/(1.445 - x1)	-0.084*x2	460	dso	allonger	predprey	13	0
1	6	23	114	3.3691792528894755	3.5152921829845676	-0.075*x2	-0.873 + 8.513/(-x1 + 6.453*x2/(4.992 - x2))	6	dso	allonger	predprey	13	0
2	160	20	104	4.036032611371463	4.233027514110597	0.431/(x1*(x2 + 0.778)/x2 - x2 - 0.006)	-0.084*x2	160	dso	allonger	predprey	13	0
0	0	6	44	4.397690473050735	4.642821225454427	-0.075*x2	-0.084*x2	0	dso	allonger	predprey	13	0
