	index	complexity	length	TE	TE_inf	expr_x	expr_y	index_column	method	data_version	system	snr	init
5	86	21	113	0.17604956390078202	0.10634175113807884	1.58 - sin((x2 + 0.246)*(-x1 + x2 + 0.37))	4.452 - cos(x1)	86	dso	all	cphase	30	3
4	85	20	128	0.18448945457530158	0.10853369442523658	1.58 - sin((x2 + 0.246)*(-x1 + x2 + 0.37))	4.868 - 0.038*x1	85	dso	all	cphase	30	3
3	71	19	102	0.1883147450312487	0.13116235140522528	1.572 - cos((x1 + 1.065)*(x1 - x2))	4.868 - 0.038*x1	71	dso	all	cphase	30	3
2	15	10	85	0.20888188026283255	0.14164178628075158	1.857 - 0.023*x1	4.868 - 0.038*x1	15	dso	all	cphase	30	3
1	14	8	64	0.85113430376015	0.8079096703635055	1.857 - 0.023*x1	0.315*x1	14	dso	all	cphase	30	3
0	0	6	42	2.621985654921315	2.6004957277709497	0.112*x1	0.315*x1	0	dso	all	cphase	30	3
