	index	complexity	length	TE	TE_inf	expr_x	expr_y	index_column	method	data_version	system	snr	init
11	116	42	266	6.851869972950575e-06	6.851869972950575e-06	0.5005*sin(1.0*x1 - 1.0*x2) + cos(x1 + 1.571)	-sin(x2) + 0.5*cos(x1 - x2 + 1.571)	116	dso	allonger	barmag	inf	0
10	76	29	160	7.627895648870858e-06	7.627895648870858e-06	0.5*sin(1.0*x1 - 1.0*x2) + cos(x1 + 1.571)	-sin(x2) + 0.5*cos(x1 - x2 + 1.571)	76	dso	allonger	barmag	inf	0
9	66	25	153	0.018632730485298125	0.018632730485298125	-0.621*x2 + cos(1.143*x1 - 6.135) + 3.34	-sin(x2) + 0.5*cos(x1 - x2 + 1.571)	66	dso	allonger	barmag	inf	0
8	56	23	136	0.03422570257014957	0.03422570257014957	-0.472*x2 + cos(x1 + 1.038) + 2.385	-sin(x2) + 0.5*cos(x1 - x2 + 1.571)	56	dso	allonger	barmag	inf	0
7	53	19	144	0.0466668413864599	0.0466668413864599	-0.472*x2 + cos(x1 + 1.038) + 2.385	0.064*x2*(-x1 - 2.013) + 3.361	53	dso	allonger	barmag	inf	0
3	14	17	124	0.13271828122192675	0.13271828122192675	2.778 - 0.46*x1	-0.373*x1 + 0.373*x2 - sin(x2) + 0.055	14	dso	allonger	barmag	inf	0
6	42	15	117	0.13592429664472855	0.13592429664472855	-0.209*x1*(x2 - 4.204) + x2 - 3.597	-0.074*x1*x2 + 2.898	42	dso	allonger	barmag	inf	0
5	32	14	110	0.17408629617762092	0.17408629617762092	0.738*sin(0.734*x1 + 5.005)	-0.074*x1*x2 + 2.898	32	dso	allonger	barmag	inf	0
4	22	13	91	0.1870602054652386	0.1870602054652386	1.556 - 0.043*x1**2	-0.074*x1*x2 + 2.898	22	dso	allonger	barmag	inf	0
2	12	11	88	0.2019403173239798	0.2019403173239798	2.778 - 0.46*x1	-0.074*x1*x2 + 2.898	12	dso	allonger	barmag	inf	0
1	10	10	65	0.281273717344212	0.281273717344212	2.778 - 0.46*x1	6.576 - x2	10	dso	allonger	barmag	inf	0
0	0	8	45	2.467594431790532	2.467594431790532	0.013*x2	6.576 - x2	0	dso	allonger	barmag	inf	0
