	index	complexity	length	TE	TE_inf	expr_x	expr_y	index_column	method	data_version	system	snr	init
25	323	69	471	3.100196690398348e-05	3.100196690398348e-05	0.082*x2*(x1 + (0.545*x2 - 2.117)*(-sin(x2)*cos(x1) - 0.31))*(x2 - 4.506) + 0.082*x2*(-x2*(x2 + 0.388) - x2 + 25.08) - 0.428*sin(x1) + 0.082*sin(x1 + x2) + 0.082*cos(x1 + 2.393) + 0.061	-1.0*sin(x2) - 0.5*sin(x1 - x2)	323	dso	allonger	barmag	inf	3
24	308	63	431	6.400890290143809e-05	6.400890290143809e-05	0.055*x2*(x1 + (0.312*x2 - 2.002)*(-sin(x2)*cos(x1) + 1.198))*(x2 - 5.612) + 0.055*x2*(-x2*(x1 - 12.617) - x2 + 14.003) - 0.422*sin(x1) + 0.055*cos(x1 + 3.288) + 0.055	-1.0*sin(x2) - 0.5*sin(x1 - x2)	308	dso	allonger	barmag	inf	3
22	282	59	397	7.850699842477478e-05	7.850699842477478e-05	(0.118*x1 - 0.021*x2)*(0.039*x2 + 0.039*sin(x1) + sin(x1 + (2*x2 - 2.769)*(x2*(x2*(x2 + 0.133) + 0.48) + 1.124)) + 0.025)	0.003*x2 - cos(x2 - 1.574) - 0.499*cos(-x1 + 0.999*x2 + 1.57) - 0.003	282	dso	allonger	barmag	inf	3
23	293	58	407	7.908840752896324e-05	7.908840752896324e-05	(0.091*x1 + 0.091*x2 + 0.091*cos(0.092*x1))*(-0.044*x2 + 0.01*sin(x1) + sin(x1 + (2*x2 - 2.809)*(x2*(x2*(x2 + 0.119) + 0.481) + 1.099)) + 0.047)	-1.0*sin(x2) - 0.5*sin(x1 - x2)	293	dso	allonger	barmag	inf	3
21	278	52	353	7.968112206102689e-05	7.968112206102689e-05	(0.118*x1 - 0.021*x2)*(0.039*x2 + 0.039*sin(x1) + sin(x1 + (2*x2 - 2.769)*(x2*(x2*(x2 + 0.133) + 0.48) + 1.124)) + 0.025)	-1.0*sin(x2) - 0.5*sin(x1 - x2)	278	dso	allonger	barmag	inf	3
20	234	51	379	0.0002766505440208921	0.0002766505440208921	x1*(0.02*x1*sin(2.023*x2 + 0.564)*cos(0.874*x1 + 0.625*x2 + 2.628) + 0.02*sin(0.574*x1 + 1.003)) + 0.252	0.001*x2 - 0.5*sin(x1 - x2) - sin(x2 - 0.e-3) - 0.e-3	234	dso	allonger	barmag	inf	3
19	233	46	346	0.00030286838764341555	0.00030286838764341555	x1*(0.02*x1*sin(2.023*x2 + 0.564)*cos(0.874*x1 + 0.625*x2 + 2.628) + 0.02*sin(0.574*x1 + 1.003)) + 0.252	-1.0*sin(x2) - 0.5*sin(x1 - x2)	233	dso	allonger	barmag	inf	3
18	218	44	289	0.0004065926778119242	0.0004065926778119242	x1*(-0.007*x1*cos(1.524*x1 - 3.363) - 0.089*x2*(x1 + x2*(1.071 - x2**2) - 5.953)) + 0.281	-1.0*sin(x2) - 0.5*sin(x1 - x2)	218	dso	allonger	barmag	inf	3
16	189	43	289	0.0006627670930236227	0.0006627670930236227	x2 - (0.05*x2 + 0.397)*(x2*(1.399*x1 - 5.098) + cos(0.868*x1 - 0.769))	0.001*x2 - 0.5*sin(x1 - x2) - sin(x2 - 0.e-3) - 0.e-3	189	dso	allonger	barmag	inf	3
15	188	38	256	0.0006853508541967027	0.0006853508541967027	x2 - (0.05*x2 + 0.397)*(x2*(1.399*x1 - 5.098) + cos(0.868*x1 - 0.769))	-1.0*sin(x2) - 0.5*sin(x1 - x2)	188	dso	allonger	barmag	inf	3
