	index	complexity	length	TE	TE_inf	expr_x	expr_y	index_column	method	data_version	system	snr	init
17	203	35	252	0.0011113830592597148	0.0011113830592597148	-0.344*x1*(0.024*x1*sin(1.761*x2) + cos(0.762*x1 + 6.959)) + x1 - 4.795	-1.0*sin(x2) - 0.5*sin(x1 - x2)	203	dso	allonger	barmag	inf	3
14	158	30	207	0.009657259586913007	0.009657259586913007	0.034*x1 + (2.566 - 2.193*cos(x2))*sin(x1 - 2.43)	-1.0*sin(x2) - 0.5*sin(x1 - x2)	158	dso	allonger	barmag	inf	3
13	126	26	177	0.012710881028380777	0.012710881028380777	x1*(0.058*cos(0.31*x1*(x1 - 4.393)) + 0.059)	-0.904*x2 - 0.472*sin(x1 - x2 + 0.021)	126	dso	allonger	barmag	inf	3
11	97	25	178	0.02391172252870636	0.02391172252870636	-0.168*x1*(sin(x1) + 0.047) - 0.785*x2	-0.8*x2 - 0.387*sin(x1 - x2 + 0.104) + 0.043	97	dso	allonger	barmag	inf	3
12	111	24	169	0.02441088938116804	0.02441088938116804	-0.53*sin(1.14*x1 + 0.799*x2 - 0.804)	-0.904*x2 - 0.472*sin(x1 - x2 + 0.021)	111	dso	allonger	barmag	inf	3
10	80	22	145	0.09128031976921375	0.09128031976921375	-0.101*x1*x2 - 0.682*sin(x1)	(0.092*x1 - 0.255)*(-x2 - 1.349) + 0.474	80	dso	allonger	barmag	inf	3
8	65	21	143	0.11813148889146732	0.11813148889146732	-0.654*x2 - 0.739*sin(x1)	(0.092*x1 - 0.255)*(-x2 - 1.349) + 0.474	65	dso	allonger	barmag	inf	3
9	79	19	128	0.15998649867453943	0.15998649867453943	-0.101*x1*x2 - 0.682*sin(x1)	(0.237*x1 - 1.273)*sin(x1) + 0.029	79	dso	allonger	barmag	inf	3
7	64	18	126	0.1638754655458097	0.1638754655458097	-0.654*x2 - 0.739*sin(x1)	(0.237*x1 - 1.273)*sin(x1) + 0.029	64	dso	allonger	barmag	inf	3
6	63	16	120	0.2867685695650533	0.2867685695650533	-0.654*x2 - 0.739*sin(x1)	0.316*sin(x1 - 1.179) + 0.3	63	dso	allonger	barmag	inf	3
4	19	15	117	0.4006690143523237	0.4006690143523237	2.428 - 0.403*x1	(0.237*x1 - 1.273)*sin(x1) + 0.029	19	dso	allonger	barmag	inf	3
3	17	13	112	0.42656107384585795	0.42656107384585795	2.428 - 0.403*x1	-0.148*x1 - 0.148*x2 + 0.913	17	dso	allonger	barmag	inf	3
5	31	12	90	1.0448888219960244	1.0448888219960244	1.342 - 0.037*x1**2	0.744 - 0.128*x1	31	dso	allonger	barmag	inf	3
2	16	10	86	1.087204341620323	1.087204341620323	2.428 - 0.403*x1	0.744 - 0.128*x1	16	dso	allonger	barmag	inf	3
1	15	8	68	2.07057041665957	2.07057041665957	2.428 - 0.403*x1	0	15	dso	allonger	barmag	inf	3
0	0	6	47	4.6244768683094275	4.6244768683094275	0.264*x2	0	0	dso	allonger	barmag	inf	3
