t,x,y
0.0,5.35766048171177,-1.32283061311855
0.1,5.332083608550377,-0.855937231424325
0.2,5.273913841605472,-0.4008465653640364
0.30000000000000004,5.175583986805967,0.03697131566786656
0.4,5.0386240713113395,0.45503353740791924
0.5,4.871192882651032,0.8666613702961198
0.6000000000000001,4.685547365006752,1.2917043610417984
0.7000000000000001,4.49795084267566,1.7212239000614256
0.8,4.325478056766451,2.1287483765821547
0.9,4.18060287442259,2.5126294028830873
1.0,4.070885172957084,2.890559806209175
1.1,3.9999499860946064,3.271579965469205
1.2000000000000002,3.9664079613559253,3.653665113023579
1.3,3.963401458991406,4.03226950031104
1.4000000000000001,3.979896857029891,4.403973760094857
1.5,4.002867187212658,4.767067699686615
1.6,4.019457894401221,5.121713102691258
1.7000000000000002,4.018593945544508,5.469755088565945
1.8,3.991917849238661,5.814332291838495
1.9000000000000001,3.934248986012076,6.1595762093129505
2.0,3.8438848845970495,6.508899288253371
2.1,3.7231193143914205,6.859683717912909
2.2,3.5786241309745956,7.199008235192205
2.3000000000000003,3.4200782801796232,7.513989206555435
2.4000000000000004,3.257266605838642,7.813376556437476
2.5,3.0992462321896643,8.121308373133559
2.6,2.955462278090421,8.443543047670058
2.7,2.8346115240936767,8.765542338407412
2.8000000000000003,2.742153355211378,9.074661351535065
2.9000000000000004,2.6798089997420043,9.368926134825147
3.0,2.6466049464068164,9.652159548543684
3.1,2.6397468141140026,9.928674417762705
3.2,2.65501236753126,10.201849840153383
3.3000000000000003,2.686980037079439,10.47447495378646
3.4000000000000004,2.7292358168602573,10.748742945507214
3.5,2.7746114848916426,11.025579838540281
3.6,2.8155866596488273,11.304225230659343
3.7,2.8449353284251773,11.58278913590002
3.8000000000000003,2.856470285030404,11.859297227498761
3.9000000000000004,2.8456415100154127,12.132130828105678
4.0,2.8098995668588063,12.399383094736557
4.1000000000000005,2.7488774822920425,12.657713515721403
4.2,2.664344450347359,12.902407704355225
4.3,2.5596844836654746,13.131050481177892
4.4,2.43884303325322,13.350264186525212
4.5,2.3055066719509263,13.575741035681055
4.6000000000000005,2.163578157711026,13.817299164595225
4.7,2.0182042211602673,14.066330942235098
4.800000000000001,1.8752628942978549,14.30371019366501
4.9,1.739606645107518,14.519011859696693
5.0,1.6145701584810874,14.720679398829253
5.1000000000000005,1.5031828918884207,14.925543402138164
5.2,1.408922756764633,15.141842048111375
5.300000000000001,1.3350499561378817,15.367157756207222
5.4,1.2836350458200576,15.595816077842587
5.5,1.2551779328211612,15.823832265400345
5.6000000000000005,1.2487487379199953,16.049619653997443
5.7,1.2622694189206782,16.272806253884003
5.800000000000001,1.292738047657813,16.49289665069082
5.9,1.3364191121809617,16.70846518179347
6.0,1.3891053903111077,16.91716131002925
6.1000000000000005,1.4464960917717964,17.116550748588804
6.2,1.5045980605601008,17.305342255442408
6.300000000000001,1.5599804361297598,17.48418940241148
6.4,1.6097943574447933,17.655476957258625
6.5,1.6516316000180558,17.82222715939784
6.6000000000000005,1.6833798647303473,17.986879176794133
6.7,1.7031814644176597,18.150641080235673
6.800000000000001,1.7094954172925148,18.313548591521158
6.9,1.7011952553818208,18.4749627302372
7.0,1.6776266817000056,18.634270033981466
7.1000000000000005,1.6385719966375045,18.791729987754287
7.2,1.584107001503186,18.949357616031133
7.300000000000001,1.514409223606224,19.111235088070732
7.4,1.4296858883081547,19.282143170637706
7.5,1.3304219958953345,19.464145189752372
7.6000000000000005,1.217912970093039,19.652961255092013
7.7,1.0946184279266513,19.83763036786941
7.800000000000001,0.9637937976117034,20.00638581764346
7.9,0.8285532699478967,20.157808976016668
8.0,0.6913437938766077,20.306767054849026
8.1,0.5544693076573004,20.46996714475942
8.200000000000001,0.42082123960266926,20.64784454342315
8.3,0.2936024209840345,20.827529018481425
8.4,0.17533019145909462,20.99583662887451
8.5,0.06733679920745753,21.14836989829124
8.6,-0.029736840432836902,21.290709398904994
8.700000000000001,-0.11509613996650861,21.43259146914576
8.8,-0.18745937315898087,21.58069991059361
8.9,-0.24536373768250294,21.736457929677087
9.0,-0.2876424734383916,21.898099072411483
9.1,-0.31372358975171943,22.06308021599535
9.200000000000001,-0.32371091998021956,22.229236755092977
9.3,-0.3183409957129653,22.394914678323904
9.4,-0.29889792651297736,22.558679852506675
9.5,-0.2671139931682937,22.719050198498707
9.600000000000001,-0.22504606330015395,22.874504675790092
9.700000000000001,-0.1749176442041719,23.023860676507933
9.8,-0.11894720574305606,23.166917466600182
9.9,-0.059218481826312105,23.30502851373817
