  complexity    length         TE     TE_inf  expr_x                                                    expr_y                                index_column  method    exp_type    data_version    system      snr    init
           7        10  4.59711    4.59711    -0.092*x*y                                                0.382*x                                          0  proged    numdif      allonger        predprey    inf       2
           6         8  6.04075    6.04075    -0.434*x                                                  0.382*x                                          1  proged    numdif      allonger        predprey    inf       2
          10        15  4.04653    4.04653    -0.434*x                                                  1.271*x - 0.262*y                                2  proged    numdif      allonger        predprey    inf       2
          13        20  2.39563    2.39563    -0.011*x**3*y                                             1.271*x - 0.262*y                                3  proged    numdif      allonger        predprey    inf       2
          11        18  3.45783    3.45783    -0.011*x**3*y                                             0.947*x - 1.047                                  4  proged    numdif      allonger        predprey    inf       2
          15        24  1.21314    1.21314    -0.477*x*y + 2.729*x                                      1.271*x - 0.262*y                                5  proged    numdif      allonger        predprey    inf       2
          14        27  2.15079    2.15079    -0.472*x*y + 2.653*x + 0.081                              0.947*x - 1.047                                  6  proged    numdif      allonger        predprey    inf       2
          12        18  2.82309    2.82309    -0.02*x**4                                                1.271*x - 0.262*y                                7  proged    numdif      allonger        predprey    inf       2
          18        32  1.04287    1.04287    -0.002*x**4*y - 0.351*y + 1.876                           1.271*x - 0.262*y                                8  proged    numdif      allonger        predprey    inf       2
          37        74  0.491256   0.491256   -0.014*x**4 - 0.285*x*y + 1.929*x - 0.139*y + 0.552       1.001*x*y/(x + 1.001) - 0.075*y**2               9  proged    numdif      allonger        predprey    inf       2
          32        60  0.491323   0.491323   -0.014*x**4 - 0.285*x*y + 1.929*x - 0.139*y + 0.552       1.0*x*y/(x + 1.0) - 0.075*y**2                  10  proged    numdif      allonger        predprey    inf       2
          39        72  0.0101061  0.0101061  0.003*x**3 - 1.02*x**2 - 0.996*x*y/(x + 0.987) + 4.027*x  1.0*x*y/(x + 1.0) - 0.075*y**2                  11  proged    numdif      allonger        predprey    inf       2
          38        67  0.0101231  0.0101231  0.003*x**3 - 1.02*x**2 - 0.996*x*y/(x + 0.987) + 4.027*x  1.0*x*y/(x + 1.0) - 0.075*y**2                  12  proged    numdif      allonger        predprey    inf       2
          41        74  0.0100808  0.0100808  0.003*x**3 - 1.02*x**2 - 0.996*x*y/(x + 0.987) + 4.027*x  1.0*x*y/(x + 1.0) - 0.075*y**2                  13  proged    numdif      allonger        predprey    inf       2
