t,x,y,dx,dy
0.0,1.0001222129449654,2.99854790544098,-4.065294575960776,-2.8665567442663686
0.01,0.9594692671853576,2.969882337998316,-3.9534900635712797,-4.53224821336935
0.02,0.9210524116735398,2.907902941173593,-3.13377389103035,-6.682247778933026
0.03,0.8967937893647506,2.8362373824196556,-3.271598464969694,-3.8041017625726425
0.04,0.8556204423741459,2.83182090592214,-3.5802083606474855,-2.5928539714802357
0.05,0.8251896221518009,2.784380302990051,-2.6471368828699493,-5.255022225379369
0.06,0.8026777047167469,2.7267204614145526,-2.2908616453013564,-5.65118373681337
0.07,0.7793723892457738,2.6713566282537835,-1.7221303941705124,-3.6591981777652327
0.08,0.7682350968333367,2.653536497859248,-1.9691995326431233,-4.916539124384833
0.09,0.7399883985929113,2.573025845766087,-2.5698975306356453,3.1932147562613533
0.1,0.7168371462206238,2.717400792984475,-2.3909152921691987,0.9536205715581225
0.11,0.6921700927495273,2.5920982571972493,-2.1570491310350826,-10.960371999604535
0.12,0.6736961635999221,2.4981933529923843,-1.7260766989631415,-13.519461143072453
0.13,0.6576485587702645,2.3217090343358002,-1.7885304781015354,-2.9988085628283256
0.14,0.6379255540378914,2.438217181735818,-1.3870106248366987,4.213271433913968
0.15,0.6299083462735305,2.4059744630140796,-1.5495121911122733,-8.068140660923516
0.16,0.606935310215646,2.2768543685173475,-1.7693843969469436,-3.1780551880880026
0.17,0.5945206583345917,2.3424133592523195,-1.1613996282623218,0.491040694792666
0.18,0.5837073176503995,2.286675182413201,-1.05959558000997,0.5930678616238527
0.19,0.5733287467343923,2.3542747164847966,-1.1379135101891147,-5.097937897277571
0.2,0.5609490474466172,2.1847164244676494,-1.2928893335871605,-1.5567843414010962
0.21,0.5474709600626491,2.3231390296567747,-1.2142464805988795,3.408258271934761
0.22,0.5366641178346396,2.2528815899063446,-1.1729901853164748,-0.634327533611545
0.23,0.5240111563563196,2.3104524789845438,-1.2524673559437427,0.15836208916528705
0.24,0.5116147707157648,2.2560488316896503,-1.0839298044412915,-6.998823462634385
0.25,0.5023325602674937,2.170476009731856,-0.8407977935491251,-3.572650745906536
0.26,0.4947988148447823,2.1845958167715196,-0.8794329328970452,-2.580738705869745
0.27,0.48474390160955283,2.118861235614461,-0.986999221212076,-0.9539488140219321
0.28,0.47505883042054076,2.165516840491081,-0.945884193903973,2.269219645292897
0.29,0.46582621773147337,2.164245628520319,-0.564572999215246,0.8727447844233183
0.3,0.46376737043623584,2.1829717361795473,-0.7230938216831267,4.5930538324087555
0.31,0.45136434129781083,2.256106705168494,-1.2933319242536323,-3.835577637195331
0.32,0.4379007319511632,2.1062601834356407,-0.8599058628861705,-13.775740938286873
0.33,0.4341662240400874,1.9805918864027567,-0.37371564990015815,-2.6611513804307485
0.34,0.43042641895316003,2.0530371558270257,-0.36317569207223177,3.352417868000235
0.35000000000000003,0.4269027101986428,2.0476402437627614,-0.8478900236403353,1.405918022046948
0.36,0.4134686184803533,2.0811555162679647,-0.9512896157247291,0.6711602171306286
0.37,0.4078769178841482,2.061063448105374,-0.5761835971934887,-1.1933083520425214
0.38,0.40194494653648355,2.0572893492271143,-0.3923522319809608,8.47585287466519
0.39,0.400029873244529,2.230580505598678,-0.18474972689057068,-7.053854505689549
0.4,0.39824995199867214,1.9162122591133233,-0.5162036700549877,-9.522633337489683
0.41000000000000003,0.38970579984342923,2.040127838848884,-0.8818709633624411,6.543578017908802
0.42,0.3806125327314233,2.0470838194714993,-0.8292916980147891,-3.3495245778825344
0.43,0.37311996588313345,1.9731373472912335,-0.6679728608363494,-7.205751081261336
0.44,0.3672530755146963,1.9029687978462726,-0.1964660483241315,3.6452768655634626
0.45,0.3691906449166508,2.0460428846025027,-0.34781029542390873,5.86681493821426
0.46,0.36029686960621815,2.020305096610558,-0.7518597228161894,0.44581528919764857
0.47000000000000003,0.35415345046032704,2.0549591903864557,-0.1554040613594071,0.032103279047746014
0.48,0.35718878837903,2.0209471621915127,-0.7647837023874393,-6.388739677357136
0.49,0.33885777641257825,1.927184396839313,-0.8904081719199486,-5.607504720162037
0.5,0.33938062494063104,1.908797067788272,0.02821772458627969,-1.2089880856583024
0.51,0.33942213090430384,1.903004635126147,-0.3009885967628467,1.635727504868878
0.52,0.3333608530053741,1.9415116178856495,-0.8169110183661399,5.444637558305265
