	index	complexity	length	TE	TE_inf	expr_x	expr_y	index_column	method	data_version	system	snr	init
13	251	62	417	0.002309249452154382	0.002309249452154382	1.89*x2 + 0.7*sin(2.776*x2 + 5.735) + 0.967*cos(x1) - 2.173	x2*(0.182*x1 + 0.182*x2 - (0.182*sin(1.977*x2 - 0.36 + 3.859/(x1*x2)) + 0.036 + 0.318/x2)*sin(x1) + 0.033) - cos(x1 + 1.828) + 0.594	251	dso	all	shearflow	inf	1
12	250	59	371	0.002357395142147963	0.002357395142147963	1.89*x2 + 0.7*sin(2.776*x2 + 5.735) + 0.967*cos(x1) - 2.173	x1*(0.506*sin(2.151/(-x1 - 1.139)) - 0.327 + 0.506*sin(x1 + 1.249)/(cos(1.399 - (-1.754*x1*x2 + 3.508*x2)/x2) + 3.823))	250	dso	all	shearflow	inf	1
11	246	40	295	0.002379599453235915	0.002379599453235915	1.89*x2 + 0.7*sin(2.776*x2 + 5.735) + 0.967*cos(x1) - 2.173	-0.226*x1 - 0.226*sin(2.857*x1 + 11.55 + 8.863/x1) - 1.428 - 2.078/x1	246	dso	all	shearflow	inf	1
10	243	39	293	0.0024799683840258354	0.0024799683840258354	1.89*x2 + 0.7*sin(2.776*x2 + 5.735) + 0.967*cos(x1) - 2.173	x1*(0.041*sin(2.321*x1 + 0.741) + 0.024 + 0.041*sin(x1 + 2.894)/sin(x2))	243	dso	all	shearflow	inf	1
9	240	36	243	0.002979757805381007	0.002979757805381007	1.89*x2 + 0.7*sin(2.776*x2 + 5.735) + 0.967*cos(x1) - 2.173	x1*(0.395 + 0.202*sin(x1 - 3.539)/sin(x2) + 0.929/x1)	240	dso	all	shearflow	inf	1
8	236	25	203	0.0030661124456629386	0.0030661124456629386	1.89*x2 + 0.7*sin(2.776*x2 + 5.735) + 0.967*cos(x1) - 2.173	0.204*sin(2.243*x1 + 3.903)	236	dso	all	shearflow	inf	1
7	174	24	177	0.014487427614507555	0.014487427614507555	2.62*x2 + sin(2.028*x2 + 0.263 - 0.532/x2) - 4.148	0.204*cos(2.243*x1 + 8.616)	174	dso	all	shearflow	inf	1
6	134	23	195	0.023725842543389625	0.023725842543389625	11.922*x2 + 11.922*sin(0.969*x2 + 1.617) - 18.764	0.202*sin(2.267*x1 - 2.288) + 0.003	134	dso	all	shearflow	inf	1
5	132	21	172	0.05795877874997869	0.05795877874997869	11.922*x2 + 11.922*sin(0.969*x2 + 1.617) - 18.764	0.204*cos(2.243*x1 + 8.616)	132	dso	all	shearflow	inf	1
4	128	18	148	0.5537141133768515	0.5537141133768515	11.922*x2 + 11.922*sin(0.969*x2 + 1.617) - 18.764	-0.128*x1 - 0.399	128	dso	all	shearflow	inf	1
3	65	14	92	0.6406972192571003	0.6406972192571003	(x2 - 1.52)/(x2 - 0.074)	-0.128*x1 - 0.399	65	dso	all	shearflow	inf	1
2	44	12	82	0.6595392621128613	0.6595392621128613	1.068 - 1.629/x2	-0.128*x1 - 0.399	44	dso	all	shearflow	inf	1
1	23	10	83	0.9222366056570176	0.9222366056570176	0.872*x2 - 1.394	-0.128*x1 - 0.399	23	dso	all	shearflow	inf	1
0	0	6	46	1.0612489154962874	1.0612489154962874	x2 - 1.58	-0.029*x1	0	dso	all	shearflow	inf	1
