	complexity	length	TE	TE_inf	expr_x	expr_y	index_column	method	exp_type	data_version	system	snr	init
0	7	10	3.5964986908705985	3.5964986908705985	-0.132*x*y	0.366*x	0	proged	numdif	all	predprey	inf	2
1	11	17	2.20309710126186	2.20309710126186	-0.132*x*y	1.181*x - 0.286*y	1	proged	numdif	all	predprey	inf	2
2	12	22	1.9735032906536856	1.9735032906536856	-0.132*x*y	1.215*x - 0.407*y + 0.719	2	proged	numdif	all	predprey	inf	2
3	9	15	2.5265947382113203	2.5265947382113203	-0.132*x*y	0.834*x - 1.072	3	proged	numdif	all	predprey	inf	2
4	6	8	4.175840693884366	4.175840693884366	-0.733*x	0.366*x	4	proged	numdif	all	predprey	inf	2
5	10	15	2.490049718864774	2.490049718864774	-0.733*x	1.181*x - 0.286*y	5	proged	numdif	all	predprey	inf	2
6	8	13	3.34182001774479	3.34182001774479	-0.733*x	0.834*x - 1.072	6	proged	numdif	all	predprey	inf	2
7	15	24	0.8189065285082524	0.8189065285082524	-0.486*x*y + 2.684*x	1.181*x - 0.286*y	7	proged	numdif	all	predprey	inf	2
8	14	27	1.5267860395217965	1.5267860395217965	-0.477*x*y + 2.543*x + 0.17	0.834*x - 1.072	8	proged	numdif	all	predprey	inf	2
9	36	68	0.5466881712947246	0.5466881712947246	0.115*x**3 - 1.717*x**2 - 0.908*x*y/(x + 0.684) + 5.0*x	-0.196*x**2 + 1.916*x - 0.421*y + 0.508	9	proged	numdif	all	predprey	inf	2
10	39	72	0.24430257279260997	0.24430257279260997	0.115*x**3 - 1.717*x**2 - 0.908*x*y/(x + 0.684) + 5.0*x	0.993*x*y/(x + 0.97) - 0.075*y**2 - 0.004	10	proged	numdif	all	predprey	inf	2
11	38	67	0.24611188378757232	0.24611188378757232	0.115*x**3 - 1.717*x**2 - 0.908*x*y/(x + 0.684) + 5.0*x	0.993*x*y/(x + 0.973) - 0.075*y**2	11	proged	numdif	all	predprey	inf	2
12	35	63	0.6059446269688165	0.6059446269688165	0.115*x**3 - 1.717*x**2 - 0.908*x*y/(x + 0.684) + 5.0*x	-0.214*x**2 + 1.957*x - 0.339*y	12	proged	numdif	all	predprey	inf	2
13	41	74	0.24379332819758603	0.24379332819758603	0.115*x**3 - 1.717*x**2 - 0.908*x*y/(x + 0.684) + 5.0*x	1.011*x*y/(x + 0.984) - 0.022*x - 0.076*y**2	13	proged	numdif	all	predprey	inf	2
14	48	93	0.10866667489463679	0.10866667489463679	0.004*x**5*y/(x + 5.0) - 2.502*x**3/(x + 5.0) - 1.094*x*y/(x + 1.133) + 3.498*x + 0.026	-0.196*x**2 + 1.916*x - 0.421*y + 0.508	14	proged	numdif	all	predprey	inf	2
15	55	106	0.05081202460276227	0.05081202460276227	0.004*x**5*y/(x + 5.0) - 2.502*x**3/(x + 5.0) - 1.094*x*y/(x + 1.133) + 3.498*x + 0.026	-0.008*x*y + 1.042*x*y/(x + 1.06) - 0.075*y**2 + 0.002	15	proged	numdif	all	predprey	inf	2
16	50	92	0.05315172753933721	0.05315172753933721	0.004*x**5*y/(x + 5.0) - 2.502*x**3/(x + 5.0) - 1.094*x*y/(x + 1.133) + 3.498*x + 0.026	0.993*x*y/(x + 0.973) - 0.075*y**2	16	proged	numdif	all	predprey	inf	2
